tags,sub_header,text_body,sources,quote_href
"['Environment', 'National', 'John McCain']","
McCain spoke up early
","A new TV ad from the McCain campaign portrays the Arizona senator as a leader in the fight against global warming.
 
The ad begins with fast-paced music and horns honking. It shows black-and-white scenes of crowded freeways, smokestacks belching and a glacier collapsing.
 
""John McCain stood up to the president and sounded the alarm on global warming . . . five years ago,"" the narrator says.
 
The stark black-and-white scenes are replaced by more pleasant color footage of a wind turbine against a bright blue sky and water flowing through a dam.
 
""Today, he has a realistic plan that will curb greenhouse gas emissions. A plan that will help grow our economy and protect our environment.""
 
With images such as a newspaper headline that says ""McCain climate views clash with GOP,"" the ad portrays McCain as an independent voice on climate change.
 
Indeed, the

Congressional Record

shows that McCain spoke up about global warming in January 2003. And as chairman of the Senate Commerce Committee, he held hearings on the issue several years before that.
 
On Jan. 9, 2003, McCain and Sen. Joe Liberman introduced the Lieberman-McCain Climate Stewardship Act, which sought to reduce greenhouse gas emissions by capping them and allowing companies and utilities to sell or trade their emission rights.
 
When he introduced the bill, McCain called it ""the first comprehensive piece of legislation"" in capping emissions.
 
""The U.S. is responsible for 25 percent of the worldwide greenhouse gas emissions,"" he said. ""It is time for the U.S. government to do its part to address this global problem, and legislation on mandatory reductions is the form of leadership that is required to address this global problem.""
 
By contrast, the Bush administration has opposed cap-and-trade programs and preferred voluntary efforts on climate change.
 
Manik Roy, director of congressional affairs for the Pew Center on Global Climate Change, said McCain had actually been working on the climate change bill in 2001, but it got delayed after the 9/11 attacks. The Lieberman-McCain bill ultimately failed in October 2003 by a 43-55 vote, but Roy said it was a key step in ""educating the Senate"" about how government could respond to global warming.
 
""It is absolutely correct that McCain stood up on this issue, forced the Senate to focus on this issue when nobody else thought it made sense and did it with strong opposition from the White House,"" Roy said.
 
He called McCain ""a huge leader on this issue in the Senate.""
 
And so we find McCain's statement to be True.
 
",[<zip object at 0x0000028096B18AC0>],/factchecks/2008/jun/17/john-mccain/mccain-spoke-up-early/
"['National', 'Ethics', 'Republican National Committee']","
No proof Rezko saved Obama money on home
 ","It didn't take long for the Republican Party to pounce after Antoin ""Tony"" Rezko, a prominent former fundraiser for Sen. Barack Obama, was convicted on June 4, 2008, on federal charges of fraud and money laundering as part of Illinois' pay-to-play politics.
 
The very day of the conviction, the Republican National Committee crafted a news release titled, ""Obama Must Answer Questions so the American People Can Decide.""
 
One of those questions: ""Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?""
 
By asking if Obama knew about it, the question presumes the claim is true: that Rezko did, in fact, save Obama $300,000 on the purchase of his home.
 
Now it's true that Obama paid $300,000 less than the asking price for a century-old mansion that he and his wife, Michelle, purchased from a Chicago doctor in 2005 for $1.65-million.
 
And on the same day the Obamas closed on their house, Rezko's wife, Rita Rezko, bought a vacant lot next door from the same seller for $625,000, the full asking price. Obama said it was his understanding that there was another offer besides the Rezkos' for the vacant lot at or near the asking price, thereby setting the market.
 
The Obama campaign has posted an e-mail from the seller, Frederic Wondisford, confirming that Obama's offer on the house was the best one. In the letter, the seller says he rejected two lower offers from the Obamas before the two sides finally settled at $1.65-million.
 
The seller also confirmed that he did not offer or give the Obamas a discount on the house price on the basis of the price offered and accepted on the adjacent vacant lot purchased by Rezko's wife.
 
Lastly, Wondisford confirmed that it was he who insisted the closing for the two properties be completed on the same day.
 
Donna Schwan, with MetroPro Realty, which listed both the house and the vacant lot, recalled that there were several offers on both the house and the lot, though she could not remember the amount of those other offers and said she has since discarded the offer sheets.
 
""The most important thing to the sellers was to close on the same day,"" Schwan said, as they did not want one of the properties to sit unsold, alone.
 
The sellers also required the buyers to put off the closing until June 15, after their children had gotten out of school.
 
The fact that the Rezkos agreed to purchase the vacant lot on that date in mid June, ""could have been to their (the Obamas') advantage, absolutely,"" Schwan said.
 
""Each was contingent on the other selling,"" she said.
 
""Whoever was willing to close on that date, if they made a reasonable offer, that's who they went with,"" Schwan said.
 
One could certainly argue that the Rezkos' purchase, and their flexibility on the closing date, helped assure that the Obamas' offer was accepted. The real estate agent made clear that getting the two properties sold at the same time was a priority for the seller.
 
But that's still a long way from saying the Rezkos saved the Obamas $300,000. The GOP offers no proof that the price paid by the Obamas was anything other than a matter of negotiation, or that the Obamas would have had to pay $300,000 more if not for the Rezkos' purchase. In fact, the seller specifically confirmed that the Obamas' offer of $1.65-million was the best offer he received on the house. Further, the seller confirmed that he did not offer the Obamas a discount on the price of the house ""on the basis of or in relation to the price offered and accepted on the lot.""
 
Having the Rezkos as flexible buyers on the vacant lot might have helped the Obamas get the house they had been trying to buy, but there's just nothing to support the GOP claim that the Rezkos saved the Obamas $300,000. We say False.
 
",[<zip object at 0x0000028097B123C0>],/factchecks/2008/jun/17/republican-national-committee-republican/no-proof-rezko-saved-obama-money-on-home/
"['National', 'Federal Budget', 'Barack Obama']","
It sure looks like pork
","Sen. John McCain has a well-deserved reputation in Washington as a pork-buster. The presumptive GOP presidential nominee regularly castigates colleagues when they insert language in spending bills forcing taxpayers everywhere to pay for projects only of interest to a select few.
 
In a recent e-mail to reporters, Sen. Barack Obama, the presumptive Democratic nominee, tries to paint McCain as a hypocrite, pointing out that in 2006, McCain co-sponsored legislation with fellow Arizona Republican Sen. Jon Kyl ""that asked for $10-million for an academic center at the University of Arizona named in honor of William Rehnquist, the former U.S. Supreme Court chief justice."" In essence, Obama argued, McCain had ""lobbied for (a) $10-million pork project.""
 
The

New York Times,

which wrote about the bill in February 2006, reported that some saw it at the time as a pork-barrel project. Reporter Carl Hulse wrote that ""while the goal"" of a Rehnquist center ""may be laudable,"" critics were calling it ""a classic case of lawmakers' trying to funnel money directly to a home-state institution for a project that should find financing elsewhere.""
 
Aides to McCain told Hulse the difference between McCain's proposal and the projects McCain so often derides as ""pork,"" lies in the way the project was pursued. Pork projects, the aides argued, are attached to massive spending bills with little or no debate. McCain's proposal was introduced as a standalone bill that could only advance with some measure of debate. In the end, McCain's bill never got out of committee.
 
That's a fair point, but even McCain allies told the

New York Times

that it was the type of project that should be funded at the local level, or with private funds. ""If it doesn't meet the technical term of earmark, it would probably meet the public idea of one,"" Pete Sepp, a vice president at the National Taxpayers Union, said at the time.
 
We see McCain's point that pork projects are earmarks for funding that are attached with little or no debate to spending bills. McCain has long said the big objection to such projects is as much about the short-cut process for for approving them as it is about the value of the projects being funded.
 
But another important aspect of a pork project is its parochial nature. Pork projects are typically only of interest to people in a particular region, and those people, pork-busters like McCain usually argue, should be the ones to pay for it.
 
The latter is what's at stake in the request for $10-million for an academic center at the University of Arizona, even if it is named after the late U.S. chief justice. For a purist on spending like McCain, it's hard to argue this wasn't a parochial, pork-barrel project. As a result, we find Obama's charge Mostly True.
 
",[<zip object at 0x00000280978BEFC0>],/factchecks/2008/jun/17/barack-obama/it-sure-looks-like-pork/
"['National', 'Candidate Biography', 'John McCain']","
Obama not No. 1 in other ratings
","Using a well-proven strategy from the Republican playbook, Sen. John McCain has been asserting that Sen. Barack Obama is a liberal.
 
""In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate,"" McCain said in a speech in New Orleans.
 
Republican candidates often brand their Democratic opponents as liberals to portray them as lefties who favor big government and high taxes. Linguists who study political rhetoric say Republicans have been so effective at giving the word a negative connotation that many Democrats won't call themselves liberals. They prefer ""progressives.""
 
Still, many political scientists and journalists use the term to represent the Democratic extreme of the political spectrum, and

National Journal,

a nonpartisan political magazine, uses a liberal-conservative scale for its annual rating of congressional votes.
 
The magazine's editors and reporters choose key votes on major issues and those that they believe exhibit a split between liberals and conservatives and then calculate how often senators and House members vote each way. They calculate the liberal/conservative votes in three areas — economic, social issues and foreign policy — and then average them for a composite score. The annual rankings generate some publicity for the magazine, especially in election years. In 2004, the magazine said the most liberal senator was Sen. John Kerry, who became the Democratic nominee for president.
 
On Jan. 31, 2008, five days before the Super Tuesday primaries,

National Journal

published an article headlined ""Obama: Most Liberal Senator in 2007."" The article said Obama had missed 33 of the 99 votes that were rated but that it was enough for a calculation. The magazine said McCain was not rated because he missed more than half the votes in the economic and foreign-policy categories.
 
Since Obama's rating was announced, McCain and other Republicans have frequently cited it to criticize Obama. Rep. Dan Boren, a Democrat from Oklahoma, cited the rating last week in explaining why he was not supporting Obama.
 
Yet other ratings don't show Obama as the Senate's top lefty.
 
He wasn't the top liberal in his two other years in the U.S. Senate according to

National Journal

. He was 10th-most liberal in 2006 and 16th in 2005.
 
The McCain campaign also cites a 2006 rating by the liberal group Americans for Democratic Action that gave Obama 95 percent, which the campaign noted was the same as Kerry and Sen. Barbara Boxer.
 
But there's a little sleight of hand in that one. Although the McCain campaign is correct that Obama earned a 95 percent rating that year for voting the way ADA wanted, there were 10 senators who got more liberal scores than Obama, including Barbara Mikulski of Maryland and Richard Durbin of Illinois. (In the latest ADA rating, for 2007, Obama missed five of the 20 votes the group scored, so he received a 75 percent rating. But he voted the way ADA wanted on each of the 15 votes he attended.)
 
Voteview.com, a site created by political scientists that plots lawmakers on a liberal-conservative scale based on their voting patterns, calculated there were nine senators more liberal than Obama in the current Congress, including Russ Feingold of Wisconsin, Chris Dodd of Connecticut and Bernie Sanders of Vermont.
 
""Obama is a liberal, but he's not the most liberal,"" said Keith Poole, a University of California-San Diego professor who runs the site.
 
Ratings from

Congressional Quarterly

don't measure liberal/conservative votes, but they show Obama is not quite as partisan as other senators.
 
In CQ's calculation of party unity, which measures how often members vote with their party on bills where Republicans and Democrats split, Obama got a 97 percent rating last year. Ten Democrats had higher scores.
 
On votes where President Bush indicated his position, CQ found Obama supported the Republican president 40 percent of the time in 2007, which put Obama in the middle of the pack for Democrats. He supported Bush 49 percent the previous year.
 
If McCain had made a more general statement about Obama's ideology, he could have been more accurate. But McCain's statement that Obama ""has accumulated the most liberal voting record"" suggests it is a cumulative rating for all of Obama's time in the Senate. But in fact, it is true for only

one

rating for

one

year. Measurements for other years and by other groups show Obama is not the No. 1 liberal — in some cases, far from No. 1. So we find McCain's statement to be Barely True.
",[<zip object at 0x000002809C1B4F40>],/factchecks/2008/jun/16/john-mccain/obama-not-no-1-in-other-ratings/
"['National', 'Bankruptcy', 'Barack Obama']","
No exemptions for debtors
","Trying to portray his opponent as insensitive to the plight of debt-laden Americans, Sen. Barack Obama used a June 11, 2008, speech to highlight Sen. John McCain's support for a 2005 law that made it more difficult for personal bankruptcy filers to escape debts that they could repay. Specifically, he noted McCain's opposition to an effort to exempt from the law individuals whose medical expenses pushed them into bankruptcy.
 
""John McCain has been part of the problem,"" Obama said. ""When he had the chance to help families avoid falling into debt, John McCain sided with the credit card companies. When he had the chance to protect teenagers and college students from deceptive credit card practices, he sided with the credit card companies. And when I fought against the credit card industry's bankruptcy bill that made it harder for working families to climb out of debt, he supported it — and he even opposed exempting families who were only in bankruptcy because of medical expenses they couldn't pay.""
 
The attack line revives many Democratic criticisms of the 2005 measure, which created a means test designed to force more consumers to file under Chapter 13 of the bankruptcy code, instead of Chapter 7. Under Chapter 7, individuals could have much of their debt erased, while Chapter 13 requires debtors to enter into court-ordered plans to repay their debts over several years.
 
The legislation was a huge priority of the financial service industry, which mounted an eight-year lobbying effort to get it enacted. But Democrats, then in the minority of the House and Senate, branded it a ""sweetheart deal"" for credit card companies and argued it would force qualified bankruptcy filers to pay higher attorneys' fees and face more paperwork.
 
As the bill approached a final vote in the Senate at the end of February 2005, Democrats led by Edward M. Kennedy of Massachusetts and Richard J. Durbin of Illinois threw up a series of roadblocks in the form of amendments designed to exempt certain groups from the means test, including long-term caregivers and victims of identity theft. Each was shot down by the Republican majority, which was eager to send a ""clean"" bill to the House, where GOP leaders had made it clear they would not vote on legislation laden with amendments.
 
One amendment offered by Kennedy would exempt debtors if their financial problems were caused by medical expenses. All 54 Republicans in the chamber, including McCain, voted against the measure, which was rejected 39-58. Obama joined 37 other Democrats and Vermont Independent James M. Jeffords in voting for it.
 
In fairness, McCain did not play a prominent role in this debate. And the vote on Kennedy's amendment was not an especially dramatic moment in the life of the bankruptcy law; there was more attention focused on high-profile votes on amendments to raise the minimum wage and to prevent violent protesters from escaping court-ordered fines or judgments by filing for bankruptcy protection.
 
Still, a vote is a vote, and in a year where candidates are trying to show empathy for economically stressed Americans, votes like this are likely to carry strong symbolism. Because Obama correctly cites McCain's vote on an effort to narrow the bankruptcy law's reach, we judge his statement True.
 
",[<zip object at 0x000002809A3A9440>],/factchecks/2008/jun/16/barack-obama/no-exemptions-for-debtors/
"['National', 'Social Security', 'Democratic National Committee']","
'Privatization' gets 'personal'
","Democrats jumped on a comment that Sen. John McCain made at a town hall meeting in New Hampshire on June 12, 2008. ""I am not for quote 'privatization of Social Security.' I never have been, never will be,"" McCain said in answer to a voter question. The Democratic National Committee quickly spliced that video onto file video of McCain on C-Span. ""Without privatization, I don't see how you can possibly over time make sure that young Americans are able to receive Social Security benefits,"" he said in 2004. The 26-second spot wraps up with a photo of McCain and George W. Bush, and audio of a crowd shouting ""Four more years!"" Seems like an obvious flip-flop, right? Not so fast. The DNC ad truncates McCain's remarks at the 2008 town hall. The  Nashua  (N.H.)  Telegram  reported the following exchange: ""Amherst Democratic activist John Mendolusky engaged McCain in a sharp but respectful exchange over Social Security reform. 'You stated you are in favor of private accounts which really is privatization of Social Security,' Mendolusky began. 'Why would you have workers risk their nest eggs on the roulette wheels of Wall Street?' 'I am not for quote ""privatization"" of Social Security. I never have been, never will be. That is a great buzzword for an attack,' McCain shot back. 'Workers should have the right to put their own taxes, their own money into an account. If they don't want to, don't do it.'"" McCain's rejection of the word privatization goes back to President George W. Bush's 2005 push to allow workers to divert a portion of the program's payroll taxes to personal investment accounts. The thinking was that private accounts would give younger workers the ability to manage their retirement nest eggs without government interference and it would keep the system solvent. McCain supported Bush's plan, going so far as to accompany the president on a series of town hall meetings in March 2005. It was around this time that Bush and his party decided that most people didn't like the idea of ""privatizing"" Social Security. Pollsters found that if you didn't call Bush's plan ""privatization"" but instead called it ""personal accounts,"" you could increase support for the plan significantly — even though it was the same plan. So Bush and his supporters stopped referring to the plan as privatization and started calling it ""personal accounts."" Bush complained that privatization was a ""trick word"" designed to ""scare people."" Hence the 2004 video of McCain talking about ""privatization"" contrasted with 2008 video rejecting the term. Not that the new terminology worked. Personal accounts didn't get very far legislatively, and the initiative went down as one of Bush's biggest defeats in domestic policy. So what is McCain proposing for Social Security if he's elected?  We looked at this question previously  and found that McCain has offered only a broad outline for the program. His Web site says he wants to supplement the current system with personal accounts but adds the accounts will not be a substitute for addressing benefit promises that cannot be kept. It also notes McCain wants to work with Democrats on a Social Security plan but is prepared to go it alone if they don't want to play. The full context of McCain's comment at the town hall meeting, which the DNC was happy to leave on the cutting room floor, shows McCain thinks that voluntary personal accounts do not amount to privatization of Social Security. He reiterated that position on the campaign trail the day after the New Hampshire town hall meeting. ""I will not privatize Social Security, and it's not true when I'm accused of that,"" McCain said. ""But I would like for younger workers, younger workers only, to have an opportunity to take a few of their tax dollars, and maybe put it into an account with their name on it. That's their money. ... And we will make sure that present-day retirees, I will commit, have the benefits that they have earned."" This makes answering the Democrats' implicit claim that McCain favored privatization a little tricky. On a certain level, the video speaks for itself. If by privatization you mean George Bush's plan, then McCain clearly did favor it. But Bush himself didn't like the term privatization and felt that it was misleading. McCain clearly believes he can offer personal accounts while keeping the rest of Social Security intact and rejects the privatization label. For all of these reasons, we find the DNC's claim to be Half True.",[<zip object at 0x0000028097AF4800>],/factchecks/2008/jun/13/democratic-national-committee/privatization-gets-personal/
"['National', 'Bush Administration', 'Natural Disasters ', 'John McCain']","
With two notable exceptions
","One of the ways Sen. John McCain is trying to put distance between himself and President Bush is by criticizing the administration's response to Hurricane Katrina. But to pull it off, he's having to sidestep politically sensitive votes he took in 2005 and 2006 to limit Democrats' ability to investigate federal response to the disaster. At a press conference in Baton Rouge, La., on June 4, 2008, the presumptive Republican nominee was asked why he twice opposed creation of an independent commission to probe such issues as the government's role and the impact of the storm. McCain responded that he had backed every probe into the disaster. ""I've supported every investigation (into Hurricane Katrina) and ways of finding out how — what caused the tragedy,"" McCain replied. ""I've met with people on the ground. I've met with the governor."" But McCain twice joined other Senate Republicans to beat back Democratic efforts led by Sen. Hillary Rodham Clinton to launch an independent probe that could have embarrassed the administration. Those efforts came at a time of particularly bitter recriminations over the federal response to Hurricane Katrina, while the White House was refusing to release certain documents or to make senior officials available for sworn testimony before Congress, citing the confidentiality of executive branch communications. In the GOP-controlled Senate, the Homeland Security and Governmental Affairs Committee had launched a probe of the federal role in hurricane preparedness and its response. Republican leaders expressed faith in the bipartisan investigation and derided Democratic efforts to charter an independent commission to conduct a parallel inquiry. An aide to then-Majority Leader Bill Frist, R-Tenn., called amendments to establish an independent Katrina commission ""taxpayer-funded flatulence that would just waste time and money to distract from the inquiry already well under way in the Senate."" On Sept. 14, 2005, McCain and 53 other Senate Republicans rejected an effort by Clinton to establish the commission by attaching an amendment to a spending bill. Republicans said the move violated Senate rules, by attempting to legislate policy via a spending bill. Less than five months later, on Feb. 2, 2006, McCain joined with 52 Senate Republicans in a vote to kill a Clinton effort to attach a similar amendment to a tax bill. The Republicans countered Clinton's proposal by offering to create a bipartisan congressional committee consisting of senators and representatives to examine the hurricane response, but Democrats rejected the idea. Sen. Barack Obama's campaign and the Democratic National Committee each pounced on McCain's gaffe, sending e-mails providing the dates and vote numbers of the two Senate votes. ""John McCain seems perfectly comfortable misleading the American people rather than telling them the truth,"" said DNC spokeswoman Karen Finney. McCain campaign spokesman Brian Rogers said the Arizona senator was not familiar with the votes referenced in the question at the press conference, and was referring to his support for the Senate Homeland Security Committee investigation that was ongoing while Clinton offered her amendment. He issued a statement chastising Obama for launching ""tired negative attacks."" As for McCain's claim that he met with ""people on the ground"" and then-Louisiana Gov. Kathleen Blanco, his campaign would not provide information to back it up. But in March 2006, McCain was among the first senators to visit stricken districts of New Orleans, partly at the behest of the community activist group Women of the Storm, and he subsequently called for expanded funding to rebuild portions of the city. Media accounts of the visit state he was briefed by civic and business leaders and Army Corps of Engineers officials. Though there are no accounts of McCain and Blanco meeting, McCain and Louisiana state officials did consult on hurricane-related matters, such as in late 2006, when he was a player in unsuccessful House-Senate negotiations over a water resources bill that took up how much oversight to apply to future Army Corps of Engineers projects. McCain clearly showed empathy over the government's response to the disaster and the scope of the damage. But he overlooked his participation in two outright Senate rejections of Democratic efforts to establish an independent Katrina commission, so we rate his claim Barely True.     
Editor's note: This statement was rated Barely True when it was published. On July 27, 2011, we changed the name for the rating to Mostly False.  ",[<zip object at 0x000002809A353280>],/factchecks/2008/jun/11/john-mccain/with-two-notable-exceptions/
"['National', 'Taxes', 'John McCain']","
Two wrongs don't make a right
","Sen. Barack Obama will be a record-breaking tax hiker, Sen. John McCain alleged on June 10.
 
He was speaking to the National Small Business Summit in Washington, D.C. Both he and Obama would bring change, McCain said.
 
""The question is what kind of change,"" said the Arizona senator. ""Will we go back to the policies of the '60s and '70s that have failed? Or will we go forward? Will we enact the largest single tax increase since the Second World War as my opponent proposes, or will we keep taxes low — low for families and employers?""
 
That echoed a charge he had leveled a couple months earlier against Obama and then-candidate Sen. Hillary Clinton at Carnegie Mellon University. ""By allowing many of the current low tax rates to expire, they would impose — overnight — the single largest tax increase since the Second World War,"" McCain said.
 
This claim is dubious from the get-go. Although tax revenue would go up under Obama's tax plan, one could argue that he's actually proposing a tax cut.
 
Let us explain: President Bush's tax cuts of 2001 and 2003 came with what are called ""sunsets,"" or scheduled expiration dates. Bush has asked Congress several times to make the cuts permanent, but Congress has thus far declined to do so. As the law stands today, the cuts will expire by 2011 and taxes will go back up.
 
Obama wants to allow some of the cuts — specifically those on incomes over $250,000 — to expire. But he wants to keep the cuts on lower incomes, and reduce taxes even further on some of the lowest earners.
 
Obama's plan, according to a June 11 analysis by the nonpartisan Urban-Brookings Tax Policy Center, would generate $2.7-trillion less over 10 years than the government would collect if it allowed Bush's cuts to expire on schedule.
 
So calling it a tax increase might not be considered fair. There's no disputing that taxes will rise, but the question of who's responsible for that tax increase is another matter entirely. At PolitiFact, we've concluded, as have others, that it's unfair to call Obama's plan a tax increase merely because it doesn't change existing tax law to keep rates low. We think about it this way: The reason taxes will increase is because of tax policy signed into law not by Obama, but by somebody else.
 
Obama's plan doesn't call for raising taxes.
 
""It's not accurate,"" said Leonard Burman, co-director of the center. ""He's actually proposing a tax cut.""
 
Still, it's true that tax revenue would go up under Obama's plan. Revenue would be $1.1-trillion more over the next 10 years under Obama's plan than it would be if the government extended Bush's tax cuts. And the effect of Obama's policy on the economy would be that of a tax increase.
 
So let's indulge McCain for a minute, and call it a tax increase.
 
Now — how big an increase would it be?
 
Let's take one particular year, since past tax increases have been measured over one year. And let's pick 2012, since all of Obama's proposed changes to current policy would be phased in by then.
 
The Tax Policy Center — which is a joint project of the Brookings Institution and the Urban Institute in Washington, D.C., that both liberal and conservative economists consider credible — estimated that under Obama's plan tax revenue in 2012 would be $70.2-billion greater than it would be if Bush's tax cuts were extended. That's just an estimate — the Obama campaign hasn't spelled out every detail of its tax plan — but it's the best one available at this point, several experts said.
 
So how does a $70.2-billion increase compare to other tax increases since World War II? The best source for information on the sizes of past tax increases, several economists told us, is a paper by Jerry Tempalski of the U.S. Treasury Department, ""Revenue Effects of Major Tax Bills,"" updated in 2006. He said the best way to gauge the size of a tax increase is to compare it to the overall size of the economy, otherwise known as the Gross Domestic Product.
 
The $70.2-billion increase under a President Obama is .40 percent of the projected GDP for 2012 ($17.5-trillion). That would be just the ninth-largest increase since World War II, not the largest.
However, there are other ways to measure the size of tax increases. Tempalski said the second-best way is by its size in dollars, adjusted for inflation. He compared the historical increases by putting them in 1992 dollars. Obama's $70.2-billion increase in 2012 would be $40.5-billion in 1992 dollars, according to the Congressional Budget Office. By that measure, it would be the second-largest increase since World War II. The Revenue and Expenditure Control Act of 1968, passed under Lyndon Johnson to reduce a deficit swelled by the Vietnam War, yielded a tax increase of $55.3-billion in 1992 dollars.
 
So based on what is known so far about Obama's plan, it would not be the largest since World War II by either of the two best measures. Moreover, Obama's proposal does not constitute a tax increase in the traditional sense, since taxes would be lower under his plan than they would under current law. We find McCain's statement to be False.
 
",[<zip object at 0x000002809A3C3B00>],/factchecks/2008/jun/11/john-mccain/two-wrongs-dont-make-a-right/
"['National', 'Taxes', 'Republican National Committee']","
Mostly, higher incomes pay capital gains tax
","In a new Web ad, the Republican National Committee attacks Sen. Barack Obama for his position on capital gains taxes. Obama advocates raising the long-term capital gains tax above its current 15 percent rate, a rate that is below most current income-tax rates.
 
""After just three years in the Senate, Barack Obama demonstrates his poor grasp of basic economic principles,"" a narrator says.
 
""While families face tough times his ideas to raise taxes are out of touch. His promise to nearly double the capital gains tax hurts the middle class,"" it states.
 
The ad is right that Obama wants to raise the capital gains tax. He has said he wants to raise it as part of an overall strategy of asking wealthy people to pay more taxes. Depending on the circumstances, he would raise it no higher than 28 percent, the current rate for the top income-tax bracket.
 
But would raising the capital gains tax hurt the middle class? We conclude the answer is largely no: Only a small percentage of middle-class taxpayers pay capital gains taxes, no more than 11 percent. On the other hand, among higher-income taxpayers, about 51 percent pay the capital gains taxes.
 
Walk with us into a thicket of data from the Internal Revenue Service (C'mon ... It'll be fun!) and we'll show you how we came to these conclusions.
 
We looked at data from 2005, the most recent year for which the IRS has released detailed data.
 
First, we had to decide which taxpayers are ""middle class."" Based on the data brackets, we counted everyone who reported income of less than $200,000, which we think is fairly generous to the RNC's point.
 
Two categories of income are subject to capital gains taxes: taxable net gains and capital gains distributions (typically profits from mutual funds that are not part of a retirement plan). A taxpayer can report income in one or both categories, although most file in the first category. We're counting both categories as different taxpayers because we can't know how many people report income in both categories. For this reason, our numbers are going to be slight overestimates. Again, this will favor the RNC's point.
 
Next, we added up the number of taxpayers who reported income in those two categories, so we could find out how many taxpayers were subject to capital gains taxes in 2005.
 
Among tax filers making $200,000 or less, about 14.3-million of 130.8-million filers reported income subject to capital gains taxes. That's about 11 percent.
 
Among tax filers making more than $200,000, about 1.8-million of 3.6-million filers reported income subject to capital gains taxes. That's about 51 percent.
 
So only 11 percent of what we're calling middle-class people report capital gains, while 51 percent of wealthier people report it.
 
If we removed people reporting income of less than $25,000, that percent would drop to 8.5 percent. And if we also decided we were too generous with our definition of middle class, and only counted people making under $100,000, that percentage would drop further, to 6 percent.
 
""The capital gains tax largely affects very high-income people,"" said Eric Toder, a tax policy expert with the Tax Policy Center, a joint project of the Brookings Institution and the Urban Institute in Washington, D.C., which both liberal and conservative economists consider credible.
 
The ad then says the tax will hurt 100-million Americans who own stocks, a claim we looked at previously. We found that raising capital gains taxes

would not directly affect most working people saving for retirement

. Tax-exempt retirement accounts like 401(k)s and individual retirement accounts (IRAs) are not subject to capital gains taxes. Most home sales are not subject to the capital gains tax either,

an issue we've written about previously

.
 
The ad says that Obama's plan to raise capital gains taxes ""hurts the middle class,"" but it's hard to see how that's true of a tax that directly affects — at most — 11 percent of a very generous definition of the middle class. Are there a few middle-class people who pay the tax? Sure. But on the whole, capital gains taxes are disproportionately paid by higher-income brackets. We find the RNC's claim to be Barely True.
",[<zip object at 0x0000028096C99D80>],/factchecks/2008/jun/11/republican-national-committee-republican/mostly-higher-incomes-pay-capital-gains-tax-/
"['National', 'Candidate Biography', 'Chain email']","
Obama didn't write that
","An e-mail making the rounds purports to cite quotations from Sen. Barack Obama's memoir,

Dreams from My Father

. Most of the quotes have to do with Obama's thoughts on race relations and growing up as a black man in America. Many of the quotes are real, though taken out of context and edited for maximum negative effect.
 
The e-mail was sent to us by 20 PolitiFact readers who said they wanted to know if the claims were true. (For more on the e-mail and a link to its full text, read

our article on the e-mail and Obama's book

.)
 
One quote stands out as totally false.
 
""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""
 
We read the book, and thought this line sounded out of place. To be doubly sure, we purchased an electronic edition of the book via ebooks.com, and searched for the words solace, grievance or animosity. We were not able to find the sentence, or anything close to the sentence, in Obama's book.
 
The quote is actually lifted from an article in the

American Conservative.

Author Steve Sailer wrote a detailed analysis of

Dreams from My Father,

describing the narrator as ""a humor-impaired Holden Caulfield whose preppie angst is fueled by racial regret"" but also praising it as ""an impressive book"" with an ""elegant, carefully wrought prose style.""
 
The ""grievance"" quote comes from the following passage:
 
""In reality, Obama provides a disturbing test of the best-case scenario of whether America can indeed move beyond race. He inherited his father's penetrating intelligence; was raised mostly by his loving liberal white grandparents in multiracial, laid-back Hawaii, where America's normal race rules never applied; and received a superb private school education. And yet, at least through age 33 when he wrote

Dreams from My Father

, he found solace in nursing a pervasive sense of grievance and animosity against his mother's race.""
 
But those are Sailer's words, not Obama's. It's an arguable point whether it's a fair characterization of the views expressed in Obama's book. The bottom line is an e-mailer somewhere took the sentence, rewrote it, and passed it off as Obama's words. For this reason, we rate this statement Pants on Fire!
",[<zip object at 0x0000028096C99A00>],/factchecks/2008/jun/10/chain-email/obama-didnt-write-that/
