tags,sub_header,text_body,sources,quote_href
"['West Virginia', 'Economy', 'Jobs', 'Women', 'West Virginia Republican Party']","
Do we have more women in the workforce than ever before?
","Is the United States at a high point in employment for women? The West Virginia Republican Party said so in a recent tweet. The party quoted the State of the Union address by President Donald Trump. ""’Americans can be proud that we have more women in the workforce than ever before — and exactly one century after Congress passed the Constitutional Amendment giving women the right to vote, we also have more women serving in Congress than ever before.’ -- @realDonaldTrump #SOTU"" ""Americans can be proud that we have more women in the workforce than ever before — and exactly one century after Congress passed the Constitutional Amendment giving women the right to vote, we also have more women serving in Congress than ever before."" - @realDonaldTrump #SOTU The tweet is correct about the number of women in Congress being a record, according to the Pew Research Center. Here, we’ll look at whether the number of women in the workforce is at a record high. (The West Virginia Republican Party did not respond to inquiries for this article.) According to the Bureau of Labor Statistics, the federal government’s official source for employment data, the annual average for 2018 of women in the labor force was 76 million. That’s an all-time high, as this chart shows: However, simply counting the number of women in the workforce is not very meaningful, because this number almost always goes up from year to year due to simple population growth. ""Levels are generally not the appropriate form of measure to look at when examining this particular statistic, because it is influenced by the overall number of women that live in the U.S. – and since that number is rising, it makes sense that the number of women participating in the labor force would also rise,"" said Brian Lego, a research assistant professor in the West Virginia University economics department. A better measurement is to look at the percentage of women who are in the workforce from year to year. And this statistic undercuts the claim in the tweet. By this measurement, women’s participation in the workforce peaked in 1999 at roughly 60 percent. It bottomed out in 2015 around 56 percent and has slowly climbed up to 57.5 percent  in 2019. The West Virginia Republican Party cited a line from Trump’s State of the Union address in which he said that the United States has ""more women in the workforce than ever before."" The raw number of women in the workforce is higher than ever, but that’s meaningless because growth in population means that essentially every year brings a higher number. The more appropriate statistic, economists say, is to look at the percentage of women who are in the workforce -- a measurement that takes rising population levels out of the equation. And while that percentage is rising, the historical peak came in 1999. We rate the statement Half True.",[<zip object at 0x0000028096FB7E00>],/factchecks/2019/mar/27/west-virginia-republican-party/do-we-have-more-women-workforce-ever/
"['West Virginia', 'History', 'Science', 'Technology', 'Brian Joseph']","
Was the catalytic converter invented in West Virginia? Not exactly
","Did West Virginia give the world the catalytic converter, an essential part of every gasoline-powered automobile today? That’s what Brian Joseph, the CEO of Touchstone Research Laboratory of Triadelphia, W.Va., said in a business article in WV News on Feb. 10. The article focused on Touchstone’s technology business, which includes thermal protection systems. Some of its products have been supported by the federal government’s Small Business Innovation Research program. In touting his company, Joseph said it followed in the tradition of other inventions from West Virginia. ""The catalytic converter used in automobiles was invented in West Virginia,"" he said. Is this true? Not exactly. The catalytic converter turns harmful emissions into less harmful ones before leaving a car’s exhaust system. The catalytic converter was invented by a French chemist, Michel Frenkel, in 1909, said Elsa Atson of the Science History Institute’s Othmer Library. Frenkel had no West Virginia connection. However, the Frenkel invention was an early model, and it required refinement to produce a workable automotive part. In the early 1970s, engineers at Engelhard Industries made the biggest leap, creating what’s called the three-way catalytic converter. The Engelhard invention was considered a significant improvement over previous types of catalytic conversion. Federal regulators began requiring catalytic converters in automobiles later that decade, in order to ease air pollution, and since then, hundreds of millions have been installed. Engelhard has long been based in New Jersey, and we found no evidence that they had a West Virginia facility that was the birthplace of the new form of catalytic converter. The team of chemical engineers at Engelhard that invented the new catalytic converter was headed by Carl D. Keith and John J. Mooney. In Keith’s 2008 New York Times obituary, Lindsay Brooke, an editor at the Society of Automotive Engineers, said that the catalytic converter, ""combined with the transition to unleaded gasoline, led to a dramatic improvement in air quality and enabled the auto industry to meet the Clean Air Act regulations."" In 2002, President George W. Bush presented Keith and Mooney with the National Medal of Technology. Why does this matter? Keith was born in Stewart Creek, W.Va. So that’s a West Virginia connection. However, it’s a stretch to suggest that the catalytic converter was invented in West Virginia, as Joseph had told the newspaper. Keith earned degrees from Salem College in Winston-Salem, N.C.; Indiana University; and DePaul University in Chicago. He retired to Marco Island, Fla., and died while visiting family in New Bern, N.C. Joseph told PolitiFact West Virginia that aside from being Keith’s birthplace, West Virginia has been a hub of petrochemical innovation due to companies such as Union Carbide, which had major facilities in the state. ""The petrochemical revolution in the United States really started in West Virginia,"" Joseph said. ""Union Carbide was right at the forefront of everything. Bakelite was acquired in the 1940s."" Joseph said, ""The catalytic converter used in automobiles was invented in West Virginia."" One particularly important type of catalytic converter was co-invented by Keith, who was born in West Virginia. But he did not invent it in West Virginia. We rate his statement Mostly False.",[<zip object at 0x000002809755F400>],/factchecks/2019/mar/27/brian-joseph/was-catalytic-converter-invented-west-virginia-not/
"['Education', 'Facebook Fact-checks', 'Viral image']","
No, Samuel L. Jackson didn't say this about pay of teachers and rappers
","Actor Samuel L. Jackson has had a storied career, starring in movies like Pulp Fiction and Glass. Is he now taking aim at another creative industry? ""Maybe if we underpaid these modern mumble rappers and overpaid teachers there would be smarter people in the future and less s----- music,"" reads what looks like a screenshot of a tweet posted to Facebook on March 21. The post makes it look like the Twitter account that tweeted the statement was Jackson’s (handle: @SamuelLJackson). This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) It’s true that Jackson is on Twitter, and @SamuelLJackson is his verified account. The profile photo on the account is also the photo that appears in the Facebook post. Recently, he tweeted about the forthcoming Avengers and posted a Capital One commercial. But after searching Twitter, we couldn’t find the supposed tweet that was posted to Facebook. We couldn’t find any tweets mentioning music and teachers, either. One user made it look like she was retweeting Jackson by using his handle and the letters ""RT,"" meaning retweet, but she didn’t include a link to an original tweet. (She could have just as easily tweeted: ""RT @realDonaldTrump Maybe if we underpaid these modern mumble rappers and overpaid teachers there would be smarter people in the future and less s----- music."") When another account asked if he really said that, she only replied: ""Judging from all the tweets I saw, yes, lmao."" We didn’t see any tweets from the actor himself. And though it’s plausible that he could have tweeted and then deleted the statement, it’s less likely erasing such a statement would have escaped public scrutiny. We didn’t find any news coverage suggesting that Jackson ever shared this opinion, or that he tweeted and then deleted it. (By contrast, in 2018, Jackson came under fire for a legitimate tweet he made that some criticized as homophobic.) Last summer, one user on the website Quora tried to solve the quotation mystery but turned up empty when he requested any sources or links. ""This was a fake post on Twitter,"" another user said. Searching online for the quote and Jackson turned up plenty of posts, but none credible enough for us to endorse this Facebook claim. In the absence of evidence, we rate this post False.",[<zip object at 0x0000028097AC1780>],/factchecks/2019/mar/27/viral-image/no-samuel-l-jackson-didnt-say-about-teachers-and-m/
"['West Virginia', 'Immigration', 'Housing', 'Race and Ethnicity', 'Facebook posts']","
Viral video alleging a Muslim 'sharia zone' in West Virginia is Pants on Fire
","West Virginia went viral recently on social media. But the video post that attracted national attention was chock full of questionable claims. The two minute, 14 second video featured a man talking in what he identified as a neighborhood in West Virginia. The speaker asserted that houses nearby were being torn down in order to provide homes for several hundred Syrian Muslim refugees, and that the area was going to be turned into a ""Sharia zone"" open only to Muslims. Here’s a portion of the video’s narration: ""West Virginia’s $784 million in debt -- complete, absolute debt. Right here, they are building new houses where they have taken white folks and blacks folks and they’ve moved them down the road here to substandard housing conditions, so that 321 Syrian Muslims can move down into this neighborhood in two months when these are completed. This is going to cost us $87 million. You see that funeral home right there? It is to be torn down in two months and a mosque is going to be built there. In six months this place is going to be a Sharia Zone, meaning no non-Christians can walk down here except Muslims. … They’re living here free on your taxpayers’ money. … These Islamic people here, they get $400 for each child while regular Americans get nothing -- they get cars, they get phones, they get free healthcare. Screw these Muslims, and get them out. This is where your money is, West Virginia, $87 million."" The earliest example of the video we found was posted to Facebook and Twitter on March 4, 2017, by Jason James Britt, who describes himself as a rabbi and educator who lives in Florida. The profile picture on his Facebook page looks like the speaker in the video, and he began his remarks with ""Shalom,"" the Hebrew greeting. Britt is also referenced as the speaker in multiple YouTube postings of the video, and Britt’s Facebook page includes several photographs of him in West Virginia, including one tagged in Charleston, wearing what appears to be the same jacket used in the video. We reached out to Britt via Facebook but did not receive a reply. Initially, the Facebook post did not receive much attention. Then, a right-leaning Twitter account tweeted it on March 5, 2019. As of March 26, 2019, Britt’s original Facebook video has been viewed over more than 4.1 million times. The video includes a number of claims, but we’ll focus on just a few -- the ones involving around refugee resettlement. The video says ""321 Syrian Muslims"" were would soon be moving into the housing complex. The video was made in 2017. However, according to the Refugee Processing Center, which is operated by the federal Department of State, only 13 Syrian immigrants were resettled in West Virginia during fiscal year 2017. And that covers the entire state. Only one immigrant from the Middle East moved to Charleston, the actual location of the video, that year, and they were from Iraq. The area referred to in the video is a government housing development called Littlepage Terrace. Below is an image from Google Street View that shows the same buildings and smokestack seen in the video.  The area was indeed receiving renovations, as Britt said, but it was not being done on behalf of Syrian refugees. Years before the video was posted, the Littlepage Terrace area began undergoing renovations because the buildings were too old and not up to code -- renovations that were covered extensively in the local media. New two-story townhomes were built in its place. Funeral home demolition and mosque construction The funeral home that Britt was pointing to is still there. We confirmed this by contacting Em Carpenter, a contributor to the Ordinary Times, a local blog. Carpenter debunked the video’s claims in a post, and she told PolitiFact that the funeral home has been out of business since 2012 and did not become a mosque. The 2017 video said that in West Virginia, ""they are building new houses … so that 321 Syrian Muslims can move down into this neighborhood in two months. … (A funeral home) is to be torn down in two months and a mosque is going to built there."" While the area was indeed being renovated, it was because the old buildings were in poor repair and not for the benefit of refugees. In fact, government data shows that not a single Syrian refugee was resettled in Charleston in 2017, and even including all of West Virginia the number of Syrian refugees was a tiny fraction of the number claimed. The funeral home, meanwhile, has not become a mosque. We rate the statement Pants on Fire.",[<zip object at 0x0000028097280640>],/factchecks/2019/mar/27/facebook-posts/viral-video-alleging-muslim-sharia-zone-west-virgi/
"['History', 'Facebook Fact-checks', 'Viral image']","
No, Joseph Stalin didn't say this statement about elections
","Joseph Stalin was a dictator who ruled the Soviet Union for a quarter of a century, so it’s perhaps apropos that he should opine about rigged elections. ""It is enough that the people know there was an election,"" begins a quote attributed to Stalin on Facebook on March 21. ""The people who cast the votes decide nothing. The people who count the votes decide everything."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Plenty of other places cite Stalin as the person who said this, but we couldn’t find any credible, original sources explaining the attribution. So we reached out to the Stalin Digital Archive, an electronic database of documents and images that resulted from a collaboration between the Russian State Archive of Social and Political History and Yale University Press. A search of the archive didn’t find any matching quotes, the archive’s support staff told PolitiFact in an email. But because most of the archive’s contents are images, it’s possible that the quote eluded the query. Next, we reached out to some members of the archive’s editorial board for insight. J. Arch Getty, a history professor at UCLA, told us he doesn’t think Stalin said this. ""I am not aware of any original source for this, and in my extensive archival research in Stalin’s personal archive, I found nothing like this,"" Getty said. ""There are many apocryphal quotes wrongly attributed to Stalin, and I think this is one of them."" James Harris, a senior lecturer in modern European history at the University of Leeds, agreed the attribution seemed suspect. ""Almost certainly apocryphal,"" Harris said in an email. Ron Suny, a professor of social and political history at the University of Michigan, said he had never seen or heard the quotation before. ""Many things that are attributed to Stalin are false,"" he said. ""I would not attribute this to him."" But Mark Kramer, director of the Cold War studies program at Harvard University, pointed us to something close. In memoirs written after his retirement, Boris Bazhanov, Stalin’s former personal secretary, claimed that Stalin said: ""Я считаю, что совершенно неважно, кто и как будет в партии голосовать; но вот что чрезвычайно важно, это кто и как будет считать голоса."" It translates to: ""I regard it as completely unimportant who in the party will vote and how, but it is extremely important who will count the votes and how."" Bazhanov said Stalin was talking about the voting procedures for higher organs of the Communist Party, according to Kramer. ""There is no way to know for sure whether he is accurately recounting Stalin’s words, if Stalin in fact said such a thing,"" Kramer said. ""Hence, I regard this as a statement attributed to Stalin by his former secretary Boris Bazhanov."" David Brandenberger, an associate history professor at the University of Richmond, said Bazhanov fled the Soviet Union in 1928 and then published his ""rather unreliable muckraking memoir in 1930."" ""Most experts consider Bazhanov’s Stalin quotation to be apocryphal,"" he said. Another version of this so-called Stalin quote, as Brandenberger called it, is: ""In the bourgeois countries, it is not important how they vote, but how they do the counting."" Some say Stalin was quoting Napoleon III, Brandenberger said, but there’s no authentic record showing this. We rate this Facebook post as False.",[<zip object at 0x00000280971C4180>],/factchecks/2019/mar/27/viral-image/no-joseph-stalin-didnt-say-statement-about-electio/
"['Immigration', 'Facebook Fact-checks', 'Facebook posts']","
No, Congress didn't repeal a law that bars Muslims from holding office
","Dick Cheney and Nancy Pelosi are hardly political bedfellows, but a recent Facebook post puts the politicians in cahoots in connection with an old law. ""Congress quietly repealed the McCarran Warner Act of 1952 forbidding ‘Muslims’ from holding office,"" reads the text of the post published on March 20. ""Members of that Congress were Dick Cheney, John McCain, Joe Biden, Al Gore, John Kerry, Mitch McConnell, Chuck Schumer & Nancy Pelosi…... see the agenda?"" We didn’t, but the post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) First, let’s look at the law. It’s called the McCarran-Walter Act, not the McCarran Warner Act, and it’s actually the Immigration and Nationality Act of 1952. It’s named for Pat McCarran, then a Democratic senator from Nevada, and Francis Walter, then a Democratic representative from Pennsylvania. Both men worried about communists infiltrating the country through the immigration system, and they wanted to limit who could come to the United States. The resulting law codified an existing quota system for immigration. It also introduced a new system that gave preferences to some immigrants based on their skill sets and whether they would be reunited with their families. As the U.S. Department of State’s Office of the Historian notes, the new act revised the 1924 National Origins Quota System by admitting people of different nationalities to the United States at a rate of one-sixth of 1 percent of however many immigrants from a country were living in the United States in 1920. That meant that 85 percent of about 154,000 visas available annually went to people from northern and western European lineage. President Harry Truman worried that the law was discriminatory, but Congress had enough votes to override his veto. The law does not mention religion or Muslims. It also doesn’t bar Muslims from holding office. But over the years, according to a 1990 story in the New York Times, it was used to deny entry to the United States to people like writer Gabriel Garcia Marquez and Ian Smith, the former prime minister of Rhodesia. Sen. Daniel Patrick Moynihan sponsored legislation to repeal the section of the law that excludes aliens for ideological reasons, and in February 1990 it passed the Senate 98-0 as an amendment to a State Department spending bill, the Times reported. ""The measure covers only aliens seeking to enter the United States for short visits,"" the paper said. ""Those seeking permanent status can still be barred because of their beliefs or memberships."" But a State Department spokesman then said that the legislation wouldn’t noticeably change current policy, since a 1977 measure already required that people denied entry because of their beliefs be granted a waiver unless it could be shown that they posed a national security threat. The repeal legislation still allowed the secretary of state to deny entry to someone identified as a terrorist. Next, let’s look at who the members of Congress were in 1990. Schumer and Pelosi were in the House, and McCain, Biden, Gore, Kerry and McConnell were in the Senate. Dick Cheney, meanwhile, was secretary of defense for then-President George H.W. Bush.   Our ruling Though Congress repealed a provision of the McCarran-Walter Act, the law never forbid Muslims from holding office as the Facebook post claims. We rate this statement as False.",[<zip object at 0x0000028097563100>],/factchecks/2019/mar/27/facebook-posts/no-congress-didnt-repeal-law-bars-muslims-holding-/
"['Florida', 'Marijuana', 'Gary Farmer']","
Florida Democrat says medical pot use keeps patients off organ transplant list
","As the Florida Legislature moved to end the ban on smoking medical marijuana, a Broward Democrat said that patients awaiting transplants face discrimination if they use marijuana. Sen. Gary Farmer raised the issue for medical marijuana cardholders on the Senate floor. ""I was shocked to learn that some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder under the database,"" Farmer said March 7. Farmer continued: ""It’s one thing if maybe you are talking about a lung transfer and smoking of an item would impact the viability of that organ. But patients should not be discriminated against who need a kidney or some other transplant simply because, again, they are exercising a legal medical option."" Gov. Ron DeSantis signed a bill to allow smoking medical marijuana, reversing the smoking ban the Legislature implemented in 2017 following the passage of a constitutional amendment to allow medical marijuana in 2016. READ MORE: All of our fact-checks on marijuana  Farmer hopes to get language included in a separate bill to protect those awaiting organs who use medical marijuana. So how often do transplant centers keep patients off transplant lists or remove them from lists due to medical marijuana? We found that it happens, but we can’t tell you how often due to a lack of national data. We found some anecdotal accounts in news reports, and learned it has prompted at least a half dozen states to pass laws to help such patients. ""I am aware that such rejections have been issues in California, Maine and Massachusetts,"" Harvard’s Dr. Jordan Tishler, an expert in the field of medical cannabis therapeutics, told PolitiFact. Another wrinkle: A patient could be rejected for an organ based on more than one factor, and whether marijuana was a reason can depend on the organ, or amount of marijuana use. Here’s what we found. There is no national policy on whether medical marijuana users are banned from organ transplant lists, according to the United Network for Organ Sharing, the organization that manages the nation’s organ transplant system under contract with the federal government. It’s up to the approximately 250 transplant centers to determine such rules. ""The rules vary from center to center and from organ to organ,"" said Arthur Caplan, founding head of the Division of Medical Ethics at NYU School of Medicine. ""I would not say the majority of centers exclude people for marijuana use, but some do."" One recent survey provides some evidence that patients are rejected. The 2016 survey of members of the American Society of Transplantation, including transplant physicians and support staff, drew about 225 responses (or 8 percent of the membership). Because the responses were anonymous, it is unknown how many of the transplant centers were included in the results. Approximately 64 respondents said their centers rejected all candidates irrespective of the organ if they used marijuana, while 117 said the center’s policy varied depending upon the organ. The remainder were unknown or didn’t respond. To learn more, we interviewed spokespersons for five Florida transplant centers — Jackson Memorial Health in Miami, Tampa General Hospital, Mayo Clinic in Jacksonville, Cleveland Clinic Weston and University of Florida Health — as well as the University of California San Francisco. They generally told us that transplant centers take marijuana use into account, including if the person excessively uses marijuana. But the decisions to evaluate applicants based on marijuana use are made on a case-by-case basis — and their hospitals don’t have a blanket ban on marijuana. Jackson Health System’s Miami Transplant Institute, which performed the country’s second-largest number of transplants in 2018, described the evaluation process as complex. ""A multidisciplinary team evaluates a patient’s eligibility to be listed for a transplant based on medical and surgical grounds, insurance, and psychosocial criteria,"" spokeswoman Tania Leets said. ""We do not turn away patients who use medical marijuana; however, we do take this into consideration during their evaluation for transplantation."" A Tampa General Hospital spokesman told us that the lung program would be the only program to not list a patient using marijuana either legal or illegal but only if that patient is inhaling the drug. (Doctors generally may suggest that certain patients who use medical marijuana avoid smoking it and ingest it in edible or oil form.) The hospital has not removed any patients from its waitlist due to medical marijuana usage. The University of California San Francisco transplant center does not remove or deny someone on the transplant list solely on marijuana use. However, if use of marijuana or other substances impair the patient’s ability to function and reliably follow medical prescriptions for dialysis and medication use, that could jeopardize a patient being placed on the transplant list. Farmer said, ""Some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder"" for medical marijuana. We found a scarcity of national information to show how often someone is kept off a transplant list as a result of marijuana use. But what we did find — including anecdotal reports from several states and some survey data — indicates that some patients have been rejected from transplant lists because of their cardholder status, as Farmer said. It's important to know that every transplant center sets its own rules. We rate this statement Mostly True.",[<zip object at 0x0000028097CD3980>],/factchecks/2019/mar/27/gary-farmer/florida-democrat-says-medical-pot-use-keeps-patien/
"['Retirement', 'Texas', 'Bob Hall']","
How many retired teachers in Texas are older than 100 years old?
","During a debate in the Texas Senate about legislation that would shore up the state’s teacher pension system, Republican Sen. Bob Hall from Edgewood expressed concern about the sustainability of the system based on changing demographics in the state. ""This world has changed significantly, but our overall retirement program hasn’t changed much,"" he said, addressing the bill’s author. ""If we were doing this today, we would probably take an entirely different approach. ""We’re in a situation where we now have several hundred teachers that are over 100 years old and what I've read recently is that a baby born today, their age expectancy is 110, at least. Thanks to medical science."" It’s true that there are hundreds of retired teachers in Texas who are older than 100, but Hall’s claim about life expectancy is off base. Hall’s comment referred to retired teachers Kathi Seay, a policy adviser for Hall, said that his claim about teachers over 100 years old was about retired teachers who are members of the state’s retirement system — not current teachers in the classroom. (A report from the Texas Education Agency says that the average age of Texas teachers during the 2016-17 school year was 31.2 and the oldest teacher that year was 75 years old.) Carolyn Perez, spokeswoman for the Teacher Retirement System of Texas, said that as of February the system had 420,458 retired members. Of that group, 321 were over 100 years old. That number is consistent with the count from earlier years offered by Perez. In fiscal year 2016, there were 393 retired teachers older than 100. In 2014 there were 285 and in 2012 there were 254. Current life expectancy is about 79 Hall’s staff did not provide a source for the second part of his claim, which stated that life expectancy for babies born this year is at least 110 years old. The Centers for Disease Control and Prevention calculates life expectancy estimates using information from death certificates in a given year.  The most recent report on mortality, submitted to the agency by the National Center for Health Statistics, was published in 2017, when the life expectancy at birth was 78.6 years. That marked a slight decline from 2016, ""largely because of increases in mortality from unintentional injuries, suicide, diabetes, and influenza and pneumonia, with unintentional injuries making the largest contribution,"" the report says. Has the pension system (and population) changed? The Teacher Retirement System of Texas was established in 1937 and initially offered retirement benefits just to teachers and public school administrators, according to a strategic plan published by the system. It was slowly expanded and now offers retirement and health care benefits to all employees at ""public schools, educational service centers, charter schools, community and junior colleges, universities, and medical schools."" Lawmakers have also made tweaks to how the system manages investments and eligibility requirements for benefits. Data from the Social Security Administration shows that the retirement age has gone up since 1937, when the state’s system was established. The full retirement age for people born before 1937 is 65. From there forward, the retirement age slowly increases. The retirement age for people born in 1960 or later is 67. During that time, the life expectancy increased. For men born in 1930, it was an average of 58 and for women it was 62, according to the Social Security Administration. This estimate was on the low-end, ""due mainly to high infant mortality."" Our ruling Hall said ""We now have several hundred teachers that are over 100 years old and what I've read recently is that a baby born today, their age expectancy is 110, at least."" The Teacher Retirement System of Texas said that as of February, they had 321 retired members who were older than 100, so Hall is right about that number. And he’s right that life expectancy has increased since the system was established, but his characterization is exaggerated. The most recent study on mortality in the United States reports that the life expectancy for babies born in 2017 is 78.6 years, not 110. We rate this claim Half True. HALF TRUE – The statement is partially accurate but leaves out important details or takes things out of context.  ",[<zip object at 0x000002809C1FA880>],/factchecks/2019/mar/26/bob-hall/how-many-retired-teachers-texas-are-over-100-years/
"['National', 'Medicare', 'Joe Biden']","
It's wrong to claim Trump budget cuts $845 billion from Medicare
","As Joe Biden edges toward officially running for president, he has been taking on President Donald Trump over his plans for U.S. health care programs. ""Did you see the budget that was just introduced?"" Biden said in a March 12 speech to International Association of Fire Fighters. ""It cuts $845 billion, almost a trillion dollar cut in Medicare. And almost a quarter trillion, $240 billion, in Medicaid. Why? Because of a tax cut for the super wealthy that created a deficit of $1.9 trillion, and now they got to go make somebody pay for it."" Other Democratic presidential candidates and other leaders, including Senate Minority Leader Chuck Schumer, have used the $845 billion figure. But there are a couple of problems with it. The correct amount is closer to $595 billion — or less, depending on the method used. And the use of the word ""cuts"" is debatable, because spending rises steadily from year to year in Trump’s proposed 2019-20 budget. The reduction is from the path Medicare would be on, if nothing changed. Slowing the growth of Medicare is an approach President Barack Obama advanced in his last two budgets. (As Obama’s vice president, those were Biden’s budgets, too.) The administration would spend $9.398 trillion on Medicare between 2020 and 2029. But the White House predicts that the government would have spent $10.244 trillion in the same time frame. The difference is $846 billion. But dig deeper, and the numbers change. First, Trump’s plan takes two hefty pieces of Medicare — extra payments to hospitals that serve a lot of uninsured patients and funds for teaching hospitals — and moves them out of Medicare and into the regular general fund budget. Hospitals still get paid, but the money doesn’t come from the main Medicare trust fund. Spending does fall a bit, but not nearly by as much as the Medicare line items suggest. Factoring in those dollars — about $250 billion — reduces the total ten-year spending reduction to $595 billion for Medicare. Some analysts push the number even lower. The Committee for a Responsible Federal Budget, a think tank that aims to reduce deficits, noted that the administration’s spending plan includes hoped-for savings from changes in medical liability laws, drug regulations and other elements that lie outside of Medicare. Those wouldn’t curtail Medicare services but could result in Medicare cost savings. All told, the committee said the spending reductions could be as low as $515 billion over 10 years. Most of the proposed changes target payments to hospitals and other providers — and that might not affect the 58 million elderly and disabled people on Medicare. While hospital trade groups push back, many analysts believe there is room to spend less without hurting recipients. ""In general, these proposals are in areas where there is evidence we pay providers too much,"" Matthew Fiedler, at the Brookings Institution Center for Health Policy, told us recently. ""One big proposal is to make payments site-neutral. Currently, we often pay more for the same service when it’s delivered in a hospital rather than in a doctor’s office, even when there’s no evidence the site of service makes a difference."" Two of the plans along these lines would save a combined $160 billion, according to the Health and Human Services Department. It’s important to note, though, that not all of the proposed cuts land on providers. Changes in Medicare’s Part D prescription drug insurance program would directly affect recipients. While one proposal would cap out-of-pocket costs for people with the very highest drug costs, another would expose people below that cost level to higher fees. At the end of the day, the Trump budget reduces payments for people who rely on prescription drugs by $50 billion. The prescription drug changes might be the clearest example of Medicare cuts in the Trump budget that affect ordinary Americans. The remaining $545 billion potentially could be absorbed by providers. While Democrats criticize Trump for cutting Medicare, Obama regularly offered his own version of steps to rein in the growth of Medicare. In his last budget, Obama proposed trimming spending by about $420 billion over 10 years.  In effect, Biden is chastising Trump for something close to the budget he was part of. (Republicans accused Obama and Democrats of cutting Medicare many times, a claim we never rated better than Half True.) The reality is, program spending rises every year in Trump’s budget, except for the last one in 2029 (which is mainly a fluke of timing related to when Medicare pays its bills). So, what’s the difference between a cut and a reduction? ""This issue has been around for decades,"" said Tricia Neuman, the Kaiser Family Foundation’s Medicare policy director. ""It is a proposed reduction relative to the baseline. A cut sounds worse than a reduction, but the effect is the same. If these proposals were adopted, there would be less money paid to providers for specific Medicare services than there would have been."" Biden said Trump’s budget cuts $845 billion, ""almost a trillion dollar cut,"" in Medicare. There are several problems with this. A more accurate figure lies between $515 billion and $595 billion. Just about all of the reductions target providers and there’s broad agreement that hospitals and other providers could be more efficient. These are reductions against a baseline, but spending rises steadily year to year. Biden pushed the numbers even further by calling it an ""almost a trillion dollar cut."" We rate this claim Mostly False.",[<zip object at 0x0000028097DE0080>],/factchecks/2019/mar/26/joe-biden/trump-medicare-budget-cuts-billion/
"['Crime', 'Facebook Fact-checks', 'Facebook posts']","
Entering ATM PIN backwards won't call the police
","A viral Facebook post advises ATM users being forced to withdraw cash to enter their PIN backwards to secretly call the police. No ATMs in United States have, or have ever had, this security feature. Snopes, which also rated the Facebook post false, reported that the image began circulating online in 2006. The image includes a photo of what appears to be an ATM robbery and the following text: ""If a thief forces you to take money out of an ATM, do not argue or resist. What you do is punch in your pin # backwards. EX: if its 1234, you’ll type 4321. When you do that, the money will come out but will be stuck in the slot. The machine will immediately alert the local police without the robbers knowledge & begin taking photos of the suspect. Every ATM has the feature. Stay safe."" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Though this claim is wrong, it doesn’t come out of nowhere. In 1998, Chicago businessman Joseph Zingher patented a system that recognizes PIN variations as distress signals and calls the police. Zingher pitched his system, called SafetyPIN, to banks and lawmakers in several states. ATMs with SafetyPIN would enable users to enter their PIN backwards to call the police as the Facebook post describes. Someone with a palindromic PIN — such as 2332 — would enter a different PIN variation to call the police. Lawmakers in several states — including Illinois, Kansas, and Georgia — have introduced bills that would mandate emergency-PIN technology, but no such laws have gone into effect. In Illinois, an ATM security law passed, but it only made installing the technology optional. The Credit Card Accountability Responsibility and Disclosure Act of 2009 called on the Federal Trade Commission to create a report to evaluate the cost-effectiveness of installing emergency-PIN technology. The resulting 2010 report by the FTC determined that the technology never has been implemented. It continues to conclude that ""emergency-PIN technologies likely would not have a large impact on ATM crime."" The report said that while the technological concept behind the ""reverse-PIN"" system has been discussed, the idea that ATM customers can utilize it falls into ""the realm of urban legend."" The FTC report also described several problems with systems like SafetyPIN. For instance, people may struggle to recall their PIN variation and enter it without drawing suspicion. Also, installing emergency-PIN technology could cost millions of dollars, while ATM robberies are a rare crime. According to surveys conducted by the Bank Administration Institute and the American Bankers Association, there is one ATM crime for every 3.5 million transactions. This statistic includes other types of crime besides robbery. David Tente, executive director of the ATM Industry Association, wrote in a March 21 email to PolitiFact that the idea that reverse-PIN technology is in use is ""a myth."" ""We oppose all such measures as being ineffective and potentially dangerous for the consumer,"" Tente wrote. ""We do not believe it will deter any criminals. And consumers who would attempt to use such measures could be at risk for being harmed by a nervous criminal."" ATM robberies and myths about emergency-PIN technologies are not unique to the United States. The Australian Bankers’ Association released a fact sheet that said ""information circulating in an e-mail about the use of a ‘reverse PIN’ at an ATM is false."" The fact sheet includes several tips about how to stay safe when using an ATM, including scanning the surroundings before approaching an ATM, immediately putting away the money instead of counting it in public, and withdrawing cash at grocery stores or gas stations. According to the FTC report and industry experts, there are no ATMs with emergency-PIN technology. ATM users being forced to withdraw cash cannot enter their PIN backwards to call the police. Further, this type of security system may not deter crime at ATMs. For ATM users in distress, entering their PIN backwards will not call the police and could escalate a dangerous situation. We rate the claim False.",[<zip object at 0x000002809759BD80>],/factchecks/2019/mar/26/facebook-posts/entering-atm-pin-backwards-wont-call-police/
