tags,sub_header,text_body,quote_href
"['Elections', 'Facebook Fact-checks', 'Bloggers']","
Flyer encouraging antifa to disguise themselves as Trump supporters is fake and old
","Across the country businesses have boarded up to protect against possible Election Day violence but a recent blog post suggesting that antifa activists will dress up like supporters of President Donald Trump and commit violence relies on an old, fake flyer with a debunked claim. ""Antifa gearing up for false flag violence disguised as Trump-supporters,"" reads the headline on the Nov. 3 post. The story claims that ""the progressive activists"" plan to riot while disguised as Trump supporters ""in order to make the case that Donald Trump truly is a dictator that must be violently overthrown if he wins or arrested and prosecuted if he loses.""  It says that ""a source that has always been reliable was able to photograph an Antifa flyer."" And an accompanying image of the supposed flyer reads: ""Election Day nears Comrades!!! Prepare to defend your rights!!"" It reminds ""Antifa Comrades"" to disguise themselves as ""patriots/Trump supporters"" on Nov. 4 by wearing ""MAGA hats, USA flags, 3%er insignias"" or ""a convincing police uniform."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  First, antifa stands for ""anti-fascist"" and refers to a broad, loose coalition of left-wing activists who protest white supremacy and other far-right causes. Sometimes antifa activists are violent but experts say most of the activity that happens under the antifa banner is nonviolent.  The image of the flyer has been online since at least 2017, when online rumors claimed that antifa activists were planning a revolution that would begin on Nov. 4.   It started to spread on social media after it appeared in a Facebook group called ""Hickman County Antifa."" The user who originally posted it there, Katy Krasnow, has told fact-checkers that she shared it as a joke.   ""Hickman County Antifa was a satire page,"" she told Snopes. ""I deleted soon after it got shared because it made a lot of people freak out more than I expected. Nobody in the group was really actually connected. We were just sharing dumb antifa memes."" In 2017, Will Sommer, a Daily Beast politics reporter who covers conservative media, described the flyer in a Medium post as one of several ""fabricated ‘planning documents’ that urge antifa guerillas to commit violence while posing as police or Trump supporters.""  In June, a Twitter account — @ANTIFA_US — appeared to call for violence, rallying ""comrades"" to move into residential areas and ""take what’s ours."" But the account wasn’t actually affiliated with antifa activists; it was created by a known white supremacist group.  And on Sept. 4, Law Enforcement Today, which ""unapologetically supports those who hold the Thin Blue Line,"" published a story about the flyer being shared on Facebook. ""While I personally loathe the likes of Antifa and their tactics,"" the author wrote, ""I can assure you that this is simply a hoax.""  We rate this blog post False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/03/blog-posting/flyer-encouraging-antifa-disguise-themselves-trump/
"['Elections', 'Facebook Fact-checks', 'Viral image']","
Facebook post exaggerates isolated voting hiccup in Arkansas
","A pair of Arkansas voters who claimed they ran into trouble with a voting machine at the end of October are at the center of a Facebook post going viral roughly two weeks later. According to the story told on Facebook, two machines used at early voting polling centers in Russellville, Ark., were automatically counting ballots cast for President Donald Trump as votes for former Vice President Joe Biden, the Democratic nominee for president. ""My two friends just voted at the Expo at Russellville,"" a Facebook user wrote in a now-hidden Oct. 20 post that’s been screenshotted and shared by others. ""When one of them voted for Trump and then waited to see how the machine tallied, it showed Biden!"" ""She spoke to the officials there,"" the screenshotted post continued. ""They tested the machines and two were registering Biden every time. They pulled those two machines. Folks, check your machine and paper before you leave your space. And speak up if it’s wrong!"" The story was picked up by a local Fox-affiliate, which described the Oct. 20 incident as an ""error"" that was promptly corrected by poll workers who removed the machine. But the screenshotted Facebook post misrepresented what happened, and elections security experts told PolitiFact the incident isn’t indicative of a wider problem. The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The incident took place at the Pope County Election Headquarters, where Freddie Harris, chair of the Pope County Election Commission, was serving as a poll worker; it was not at a local business expo. And it didn’t involve multiple machines. ""I happened to be standing there when it happened,"" Harris said. The issue affected a man who arrived at the polling site with his wife. After poll workers moved the machine to a back room, Harris said the voter used another machine to cast his ballot as intended and flashed the workers a thumbs up on his way out the door. But Harris said the hiccup had been ""overexaggerated"" online and in the local press. ""It did not happen as reported,"" Harris told PolitiFact. ""But the machine did freeze up, and Biden’s name was lit up on the screen. And we pulled the machine and put it in the back."" In reality, the machine never recorded or looked like it would record a vote for Biden, Harris said, contradicting the claim in the Facebook post as well as the local Fox station’s report. Instead, the touch-screen froze, preventing the man from scrolling to vote for Trump. ""It did not check Biden,"" Harris said. ""The screen froze on the first screen. Biden’s name happens to be on the first screen, and you have to hit ‘more’ to go to the second screen.""  ""It did not compute to Biden,"" Harris said. ""It did not take anything away from Trump."" The issue was ""the result of a large number of candidates displayed and inadvertent touches as the voter scrolls down using the ‘more’ button to see all candidates,"" said Katina Granger, a spokesperson for Election Systems & Software, the Nebraska company behind the technology.  The screenshotted Facebook post was also wrong to claim that the incident involved multiple machines, and that it took place at a local business expo held at the River Valley Boys & Girls Club in Russellville. The Boys & Girls club isn’t a polling location for the city, Harris said. The incident was the first time Pope County had run into trouble with a voting machine, Harris said. She said voters should have ""no worries"" about problems with their votes. The county’s machines, known as ExpressVote systems, use ""touch-screen technology that produces a paper record for tabulation,"" according to Election Systems & Software’s website. The paper record is helpful, elections security experts said, because it gives voters a chance to review their selections and election officials a printed record to refer back to if necessary. ""While this issue is uncommon, voters should review their selections on the paper ballot and verify that their vote was recorded accurately before submitting for tabulation,"" said Granger, the Election Systems & Software spokesperson. Elections security experts said that while individual touch-screens are sometimes finicky or calibrated poorly, voters should not take isolated incidents as signs that the technology is flawed or untrustworthy, or as an indication that people behind the scenes are trying to alter their vote. ""I think this is a single, solitary problem with this one machine,"" said Matthew Weil, director of the Elections Project at the Bipartisan Policy Center. ""We should be a little cautious of ascribing any ill intent or extrapolating this to be a bigger problem with the entire technology."" ""It's probably not anything nefarious, and there are scattered reports of this kind of problem in every election,"" added Alex Halderman, a professor of computer science and engineering at the University of Michigan. The nation’s voting technology is ""far better than people understand it to be,"" Weil said, adding that ""people should be very confident in the process."" Poll workers are trained to deal with issues that come up, and voters who encounter problems should seek their help, Weil said. In Russellville, the poll workers were able to remedy the situation once they were alerted to it, and no ballots were cast in the wrong name. A Facebook post said broken voting machines in Russellville, Arkansas, tried to automatically tally votes meant for Donald Trump as votes for Joe Biden. A machine in Pope County did freeze on a voter in a way that prevented him from scrolling to cast his vote for Trump, said an elections official who was there when the incident took place.  But the machine never computed a vote for Biden or checked the box next to his name. The hiccup was quickly resolved and the voter was able to cast his ballot as intended. The incident involved just one machine, not two, Harris said. Election security experts said the isolated incident should not be extrapolated to suggest all elections technology is faulty. The statement contains an element of truth but ignores critical fact that would give a different impression. We rate this post Mostly False. This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/03/viral-image/facebook-post-exaggerates-isolated-voting-hiccup-a/
"['Elections', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']","
Pennsylvania residents under COVID-19 quarantine can cast an emergency absentee ballot
","On the eve of Election Day, a warning started to spread on social media that the state of Pennsylvania was undermining voters. ""After a reported ‘uptick' in Covid positive cases,"" a Facebook post said, ""thousands of Pennsylvania voters in York, Lebanon, and Dauphin counties have been receiving letters from the Department of Health demanding that they quarantine for 14 days.""  The post continued: ""The letter states that they’ve been exposed to Covid-19 (no proof given) and, as such, must remain quarantined and not vote in person on election day. If they fail to obey the order they face possible arrest. Do you believe the Wolf administration is attempting to silence voters — hours before the most important election in American history?"" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  It coincided with some grim news from the Pennsylvania Department of Health, which announced on Nov. 2 a two-day total of nearly 4,000 new COVID-19 cases, and 28 consecutive days with more than 1,000 new reported cases. Rachel Levine, the state’s secretary of health, said the virus is now ""everywhere,"" spreading not just in big urban cities but in smaller, rural areas. We reached out to Pennsylvania officials about the Facebook claim and here’s the upshot: Everyone can vote, regardless of their quarantine status — it’s just that some may have to do it using an emergency absentee ballot, which can be requested on Election Day and must be returned to the county board of elections by 8 p.m. If the voter doesn’t have anyone who can return it for them, a county employee will be made available for the task. The Department of Health has been sending letters to Pennsylvania residents who have been identified as ""close contacts"" of people who have tested positive for COVID-19. These letters order recipients to quarantine. The letters don’t mention voting, but the rules of quarantine do prohibit someone from showing up at the polls on Election Day. However, the state provides that these voters can still cast an emergency absentee ballot, despite the quarantine.  Here’s what we know. The letter orders recipients to quarantine for 14 days from the date of last contact with the person with COVID-19. Recipients who live with the infected person must self-quarantine for 14 days starting on the date the person with COVID-19 is released from isolation.  ""A person can develop the virus and become infectious between 2 to 14 days after exposure,"" the letter says, ""therefore, you must quarantine for the entire 14 days even if you have had a negative test during this time."" Only health care workers abiding by certain requirements are allowed to leave the place where they are quarantined. State officials did not respond directly to multiple questions PolitiFact asked about whether someone would face arrest if they defied the quarantine order and showed up at the polls. The letter health officials sent doesn’t explicitly mention the possibility of arrest.  It warns, however, that ""if you do not cooperate with this directive, the Secretary of Health may petition a court to have you confined to an appropriate place chosen by the Department to make certain that you are not able to infect the public, and to make certain that you receive proper care. This may be a hospital, or some other appropriate place, whichever the Department determines is best suited for your case. … Law enforcement may be called upon, to the extent necessary, to ensure your compliance with this directive."" Lyndsay Kensinger, press secretary for Gov. Tom Wolf, a Democrat, told us ""people under quarantine can still exercise their right to vote using an emergency absentee ballot."" They can either have someone pick up and return their emergency ballot on their behalf or, if no one is available, the law requires the county to send a sheriff’s deputy or another county employee to help provide and return the ballot, Kensinger said. Pennsylvania residents can apply for an emergency ballot through Election Day.  Since the beginning of the pandemic, Pennsylvania has mailed letters to some directing them quarantine, Kensinger said. ""The significant uptick in cases we’re seeing means a corresponding uptick in letters,"" she said. The state identifies the close contacts of people who have tested positive for COVID-19 through contract tracing. ""We urge those directed to isolate or quarantine to follow all instructions contained in the letters they receive, and to exercise their right to vote,"" Kensinger said.  Our ruling The Facebook post claims that letters from Pennsylvania’s Department of Health order people to quarantine and not vote in person on Election Day. The post suggests that this is a voter suppression effort. In actuality, the state has been issuing quarantine directives to close contacts of people who have tested positive for COVID-19 since the pandemic began in March. These letters do order recipients to quarantine, but they don’t mention voting. The letters also warn that the state’s health secretary could call on the courts or law enforcement to intervene if the recipients do not cooperate.  However, those under quarantine can still cast an emergency ballot until 8 p.m. on Election Day.  We rate this post Mostly False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/02/facebook-posts/pennsylvania-residents-under-covid-19-quarantine-c/
"['Elections', 'Voter ID Laws', 'TikTok posts']","
Video gives misleading impression of Mass. voting rules
","A video posted on TikTok seeks to cast doubt in the integrity of elections in Massachusetts by claiming that people can vote for other voters as long as they have their information. A woman in the video said she went to vote in a primary election (she doesn’t specify when), that she’s a registered independent from Boston. ""Not once,"" she says, did people at the polling station ask her for identification. She says she was told she didn’t need an ID because she was already registered to vote. ""Now here’s my deal. I have two sisters that look a little like me, what’s stopping me right now from throwing on a mask, changing my clothes and going back out there to vote two more times in my favor?"" said the woman in the video. ""So basically, anybody can go vote for anybody so long as they have their information. We are worried about voter mail-in fraud. They're not even checking IDs at the polling stations."" PolitiFact reached out to the Massachusetts state office that oversees elections for data on instances of voter fraud as described in the TikTok. Debra O’Malley, a spokesperson for Massachusetts Secretary of State William F. Galvin, told PolitiFact she was not aware of any in-person voter impersonation cases in Massachusetts. O’Malley said there are certain circumstances in which voters may be asked for identification, but it is not required to be a photo ID. Acceptable types of ID include a recent utility bill or any other printed identification which contains the voter's name and address. The secretary of state’s website says people may be asked to show identification when they check in at a polling station for any of the following reasons: Voting for the first time in Massachusetts in a federal election; Inactive voter; Casting a provisional or challenged ballot; The poll worker has a reasonable suspicion that leads them to request identification. There is a police officer in every polling place to help enforce the election laws, O’Malley said. While Massachusetts doesn't have a photo ID requirement for voting, ""there's no evidence of widespread impersonation fraud in jurisdictions that lack photo ID requirements,"" said Nicholas O. Stephanopoulos, a professor at Harvard Law School whose expertise includes election law. A person would also be committing a crime if they assert someone else’s identity to vote, Stephanopoulos said. An attempt to impersonate a voter could also be detected if that other person has already voted, or the crime could be caught once the actual voter goes to the polls, he said. Massachusetts law says that ""whoever votes or attempts to vote in any name other than his own, or knowingly casts or attempts to cast more than one ballot at one time of balloting; or whoever votes or attempts to vote otherwise illegally, shall be punished by a fine of not more than ten thousand dollars or by imprisonment for not more than five years, or both."" News21, a student reporting project based at Arizona State University's Walter Cronkite School of Journalism, in 2012 analyzed 2,068 alleged election-fraud cases since 2000. The study found that in-person voter impersonation was ""virtually nonexistent."" The National Conference of State Legislatures says there are 36 states that have laws requesting or requiring voters to show some form of identification at the polls, 35 of which are in force in 2020. A video posted on TikTok claimed that in Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations."" Massachusetts does not require that everyone show an ID in order to vote, but there are some instances when people will be asked to show an ID before voting. The video ignores that voting or attempting to vote under someone else’s name is not permissible, it is illegal. The video also implies that the absence of an ID requirement at polls is conducive to voter fraud. An election law expert said there's no evidence of widespread impersonation fraud in places that lack photo ID requirements. The statement contains an element of truth but ignores critical facts that would give a different impression. We rate it Mostly False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/02/tiktok-posts/video-gives-misleading-impression-mass-voting-rule/
"['Elections', 'Wisconsin', 'Robyn Vining']","
Voters choosing more on party than personality, but Trump is the exception for some
","In a year and an election that has been polarized at every turn, are voters focusing more on party or personality? That’s the question a freshman state representative addressed while discussing — in part — how President Donald Trump is faring among suburban women. Those voters are a key demographic for Trump, one he has been overtly courting in the runup to the presidential election. At a mid-October rally in Pennsylvania. Trump declared: ""Suburban women, will you please like me? Please. Please."" As part of an Oct. 25, 2020, segment on suburban women on WISN-TV’s UpFront program, state Rep. Robyn Vining said this: ""We get a lot of calls from national press asking what’s happening here so that they can try and understand what the shift is in the suburbs, but I think people are less likely to just vote for party now,"" said Vining, D-Wauwatosa. ""I really believe that they vote for people, so they’re looking at the personalities who are running for office — who can they trust? It’s not just who do I want to have a beer with now, it’s also who can I trust, who can I trust to fight for me like they’re fighting for their own family. And I think moms look at it that way."" So Vining was presumably asked about Trump’s support in the suburbs — the TV clip doesn’t show what exactly she was responding to — but her statement offers a broad assertion that voters in 2020 are considering personality more than they have in the past. Let’s take a look. If we interpret Vining’s comment to narrowly address suburban women’s response to Trump, there’s a truth there. ""It is clear that their support for Trump actually has dropped off quite a lot,"" said Kenneth Mayer, professor of American politics at the University of Wisconsin-Madison. ""All of the data point to the fact that what is changing the attitudes of these voters is Trump, his sort of personality and operating style."" A New York Times analysis by UCLA Professor Lynn Vavreck said polls show suburban white women are among the groups with the largest swings away from Trump in 2020 compared to 2016. But Vining’s statement seems to make a broader claim about voters choosing based on personality, and ""the evidence does not support that,"" Mayer said. The frequency of ticket splitting — voters who support candidates from multiple parties on the same ballot — and the general polarization of the country show Americans are making party-based decisions now more than ever. An analysis by FiveThirtyEight.com found ticket splitting hit an all-time low in 2018, the last time many states had an election offering voters a candidate from multiple parties in a statewide election (senator and governor, for instance). The median difference between the margin of victory in the senate and gubernatorial races has regularly declined since at least 1998, hitting a low in 2018. In other words, voters are increasingly unlikely to vote for one party for senate and another for governor.  That analysis concluded ""more voters are casting straight-ticket ballots. There are exceptions, of course, but this shift matches what we know about the larger electoral picture: voters are more partisan and the country is more divided than it’s ever been in the modern era of U.S. politics."" A Pew Research Center poll conducted Sept. 30 to Oct. 5 found only 4% of registered voters supported Trump or Democratic nominee Joe Biden and a U.S. Senate candidate from the opposing party. And Trump’s approval rating offers further proof of the polarization, particularly when it comes to the president. The party split on his approval rating is the largest ever recorded by the Gallup poll, which goes back to President Dwight Eisenhower in the 1950s. In the Oct. 16-27, 2020, Gallup poll, 95% of Republicans approved of Trump’s work in the White House, compared to 3% of Democrats — a 92-point gap. Before Trump, the largest gap recorded was a 77-point difference during President Barack Obama’s last year in office. Vining said, ""People are less likely to just vote for party now. … They’re looking at the personalities."" Looking narrowly at Trump’s support among suburban women, there’s a case this is accurate. Trump’s abrasive approach doesn’t appear to be resonating with that group, and fewer appear likely to support him than in 2016. But Vining’s comment was more general than that. And broadly speaking, party is playing a growing role in voters’ decisions — not a shrinking one. Voters are less likely than in the past to cast ballots supporting candidates from multiple parties. And they’re more likely than ever to agree with people from their own party when assessing something like the president’s job performance. We rate this claim Half True. ",/factchecks/2020/nov/02/robyn-vining/voters-choosing-more-party-personality-trump-excep/
"['Facebook Fact-checks', 'Pennsylvania', 'Facebook posts']","
Trump’s Butler, Pa., rally drew thousands of supporters, but there’s no evidence it was 57,000
","Leading up to Election Day, President Donald Trump continued to hold large rallies with thousands of attendees, despite health officials’ warnings against large gatherings amid a spike of COVID-19 cases in several states. But some posts on social media appeared to inflate the attendance numbers.  One Facebook post claims that a Trump rally held in Pennsylvania on Halloween had a crowd of nearly 60,000, which would make it Trump’s largest rally ever. ""At Trump's Butler, PA rally alone, a whopping 57,000+ people came out to see him. Off the charts enthusiasm!"" the post reads. Thousands of supporters attended the event north of Pittsburgh, but we found no evidence the number is as high as the post claims. The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  The rally was held at the Pittsburgh-Butler Regional Airport and marked Trump’s third campaign stop of the day in the state. No official attendance number has been released, but the Penn Township Police Department told us that officers at the event estimated there were about 15,000 people in attendance.  The Butler Eagle, the county’s daily newspaper, reported that ""more than 10,000 people"" showed up to the event. The Pittsburgh Tribune-Review said that bus drivers who ferried supporters from their cars to the airport in the afternoon were told to expect about 15,000. One bus company, Campbell Bus Lines, told PolitiFact it had 45 buses transporting people at the event for about two and a half hours, and estimated there were probably around 10,000 to 12,000 people. The 57,000 figure seems to stem from a tweet by Sebastian Gorka, a former White House aide in the Trump administration. ""According to my friend Denise, who was at the last rally in Butler, PA, the @SecretService put the crowd at 57,000. Did you get that?"" Tweet embed We reached out to the Secret Service to verify the number but did not hear back. We also contacted the Trump campaign and Butler County and got no response. The largest Trump rally that we could find took place in Alabama in August 2015, during his first presidential run, with a reported attendance of 30,000 people. Facebook posts claim that Trump’s Oct. 31 rally at the Pittsburgh-Butler Regional Airport drew 57,000 people. We could find no official tally, but estimates from police, local news outlets and bus operators put the number of attendees between 10,000 and about 15,000. Without evidence to support it, we rate this post False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/02/facebook-posts/trumps-butler-pa-rally-drew-thousands-supporters-t/
"['Corrections and Updates', 'Facebook Fact-checks', 'Facebook posts']","
No, Nancy Pelosi’s son didn’t serve on the Burisma board
","When Democratic presidential nominee Joe Biden was vice president, his youngest son, Hunter Biden, served on the board of a Ukrainian energy company called Burisma Holdings. It’s a position that’s drawn lots of attention in the runup to the presidential election as Republicans accuse the Bidens of misconduct in connection with overseas business ventures. Though we’ve written about the allegations, in many cases we don’t have enough information to make judgments about their truthfulness.  But that’s not the case with a recent Facebook post airing an old, inaccurate claim about the Burisma board.  ""Did you know who sat on the Burisma board with Hunter Biden?"" the Oct. 29 post says. ""PAUL PELOSI, Jr. $$$$? The plot thickens! Very interesting."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  We checked a similar statement in January after a conservative blog claimed that Paul Pelosi Jr., son of House Speaker Nancy Pelosi, was an executive at Ukrainian gas company similar to Hunter Biden. And in 2019, we debunked a claim that the sons of Nancy Pelosi, Sen. Mitt Romney and former Secretary of State John Kerry were all on the board of ""energy companies doing business in Ukraine."" We’ve found no evidence that Pelosi Jr. ever served on the Burisma board.  Here’s what we know.  Pelosi Jr. once served on the board of an American energy company, Viscoil. After he left the board, the company dissolved and then reformed in Singapore under a different name.  He wasn’t involved in the reformed company, which — for the record — wasn’t based in Ukraine. It’s unclear to what extent the company has done any business in that country.  When Pelosi Jr. was on the board, Viscoil was based in California. At that time, a spokesperson for Pelosi said, the company focused ""solely on U.S. business."" An old version of the company’s website said Viscoil was created to ""engage in research and in the commercial development of hydrocarbon production methods and technologies."" None of that lends credibility to this Facebook claim that Pelosi Jr. was on Burisma’s board. We rate this post False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more. Correction (Dec. 15, 2020): Joe Biden was vice president when his son served on the Burisma Holdings board. An earlier version of this post had an incorrect title; the story has been updated.",/factchecks/2020/nov/02/facebook-posts/no-nancy-pelosis-son-didnt-serve-burisma-board/
"['China', 'Facebook Fact-checks', 'Facebook posts']","
No evidence that Kamala Harris’ husband represents the Chinese Communist Party
","A Facebook post suggests that lawyer Douglas Emhoff, Sen. Kamala Harris’ husband, has close ties to the Chinese government. ""Kamala’s husband, a lawyer, represents the Communist Chinese Party in America!! Think about that!!"" the Oct. 30 post reads. It was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  That’s because the claim doesn’t hold water.  Douglas Emhoff isn’t practicing law at the moment, but he used to specialize in entertainment, business and real estate. In August, when Harris became the Democratic nominee for vice president, he took a leave of absence from DLA Piper, where he has been a partner in Los Angeles since 2017, to avoid the appearance that he and his wife had any conflicts of interest.  We found no evidence that Emhoff has ever represented the Chinese Communist Party.  Reports in the New York Times and the Washington Post about Emhoff’s legal career  don’t note any connections to the Chinese Communist Party.  Emhoff is not required to publicly disclose a full list of his clients by federal law and we find no record that he has. The Biden/Harris campaign did not respond to our inquiry about his clients in time for publication.  However, we searched for a possible source for the Facebook post’s allegations and found a Sept. 5 article published by National Pulse, a conservative news site led by former Breitbart editor Raheem Kassam. National Pulse does not claim that Emhoff was a member of the CCP or that he represented the Chinese government. Rather, the story speculates that Emhoff’s past employment at the firm could constitute a conflict of interest for Harris because the law firm allegedly ""employs a host of former Chinese Communist Party officials"" and has represented some state-affiliated Chinese companies. The second-largest law firm in the U.S., DLA Piper employs lawyers in more than 40 countries. Of the nearly 4,000 attorneys working for the firm, the National Pulse article identifies two employees with ties to the Chinese Communist Party, both of whom work in Hong Kong. (Emhoff is based in California.) It also notes that a consultant at the firm ""advised"" the Chinese embassy in Canberra, Australia, and that a DLA Piper lawyer represented investors in deals with Bytedance, the parent company of TikTok.  In addition, the article reports that the firm represented some state-backed companies, including two Chinese airlines and the China Merchants Group, a government-owned conglomerate based in Hong Kong. However, the story doesn’t provide evidence that Emhoff himself represented these companies. A DLA Piper press release about the firm’s involvement with the China Merchants Group mentions two other lawyers leading the negotiations.  Foreign policy experts told PolitiFact that none of this proves that the firm is subject to undue CCP influence. Rather, it reflects the way that business and government are intertwined in China.  In the U.S., corporations generally operate as independent actors, whereas in China, the Communist Party routinely exercises influence over companies and businesses. As China analyst Ashley Feng wrote in Foreign Policy, ""Chinese domestic laws and administrative guidelines, as well as unspoken regulations and internal party committees, make it quite difficult to distinguish between what is private and what is state-owned."" David Dollar, the U.S. Treasury’s former economic and financial emissary to China, told PolitiFact that the sheer number of Chinese Communist Party members makes it difficult for multinational firms to avoid them entirely.  ""The CCP has about 90 million members, so it would be difficult to do business in China without doing business with some of them,"" he wrote in an email.  If DLA Piper has CCP party members on its payroll, that doesn’t indicate that it has close ties to the Chinese government, Dollar said. Rather, it’s a reflection of the way that business and government in the country overlap. A Facebook post claims, ""Kamala’s husband, a lawyer, represents the Communist Chinese Party in America!!"" We could find no evidence that Douglas Emhoff has represented the CCP. Emhoff is currently on leave from his law firm.  The post seems to inaccurately summarize an article in National Pulse, which alleges that several employees of DLA Piper have ties to the CCP.  However, foreign policy experts told us that it’s difficult for a multinational firm to entirely avoid doing business with the CCP, when over 90 million Chinese are party members.  We rate this post False. PolitiFact researcher Caryn Baird contributed to this report.",/factchecks/2020/nov/02/facebook-posts/no-evidence-kamala-harris-husband-represents-chine/
"['Religion', 'Facebook Fact-checks', 'Facebook posts']","
Democratic Party’s 2020 platform includes mention God
","The Democratic Party made headlines in 2012 when it unveiled a platform that did not include any reference to God. Party leaders quickly amended it to restore language from 2008 about helping people ""make the most of their God-given potential."" The party’s 2020 platform includes the same reference to ""God-given potential,"" but critics continue to cite the 2012 omission. One Facebook post says, ""Dems have removed any mention of ‘God’ from their Platform. Why are they getting support from any Christian?"" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) When the 2012 platform was unveiled and did not include the word God, Democrats, under pressure from President Barack Obama, quickly changed it. The Washington Post reported at the time that a press secretary for the Democratic National Committee called it a ""faux controversy,"" referred to a section of the platform about faith and pointed out there were multiple uses of the words faith, religion, religious, church and clergy.  The 2020 platform similarly includes references to faith and religion, including a section titled ""Supporting Faith and Service,"" that reads, ""Religious freedom is a core American value and a core value of the Democratic Party. Democrats will protect the rights of each American for the free exercise of his or her own religion. It will be the policy of the Democratic Administration to advocate for religious freedom throughout the world."" It also says, ""Democrats remain committed to ending poverty and enabling all Americans to live up to their God-given potential.""  We reached out to the Democratic National Committee for comment but did not receive a reply. Over time, the Democratic Party has reduced its use of the word God in its platform. In 2004, the platform included the phrase ""one nation under God,"" and also referred to ""God’s children,"" ""eyes of God"" and ""God’s gifts."" In 2008, 2012, 2016 and 2020, the only references to God in the platform were to ""God-given potential."" A search of the Republican Party platform turns up 16 mentions of the word ""God."" A Facebook post says that ""Dems have removed any mention of ‘God’ from their Platform."" That’s not true, as the party’s 2020 platform includes a reference to ""God-given potential."" It also makes numerous references to faith, including a section that outlines its intent to protect religious freedom and uphold ""separation of church and state enshrined in our Constitution."" The Democratic Party in 2012 introduced a platform that did not mention God, only to quickly re-insert the reference. The party’s platforms in recent years have had fewer mentions of the word God than in the past. But the assertion that the Democratic Party platform doesn’t include a reference to God is wrong. We rate it False.",/factchecks/2020/nov/02/facebook-posts/democratic-partys-2020-platform-includes-mention-g/
"['Facebook Fact-checks', 'Coronavirus', 'Tweets']","
Photo of Biden on plane without face mask is from before the pandemic
","An old photo of Democratic presidential nominee Joe Biden is spreading on social media, suggesting the former vice president is a hypocrite when it comes to wearing face coverings to protect against the coronavirus.  While he urges Americans to ""be a patriot"" and wear a mask, a widely shared tweet makes it look like he doesn’t hold himself to the same standard. ""Washington, DC phony!"" reads the tweet from former acting national intelligence director Richard Grenell. ""@JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!?"" The tweet features two photos. One shows Biden talking to a woman on a plane, and neither one is wearing a mask. The second shows Biden standing outdoors wearing a mask while speaking into a microphone.  This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  That’s because the photo of Biden without a mask is from November 2019, before the first case of COVID-19 was reported in China the following month.  The image ran in a story in Vogue magazine about Remi Yamamoto, Biden’s traveling national press secretary. The caption says: ""Yamamoto and Biden huddle on a flight to South Carolina in November 2019."" We rate this tweet False. This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Click here, for more.",/factchecks/2020/nov/02/tweets/photo-biden-plane-without-face-mask-pandemic/
