tags,sub_header,text_body,sources,quote_href
"['National', 'Iran', 'Mike Pompeo']","
Pompeo falsely claims Trump did not say he’d go after Iranian cultural sites
","Secretary of State Mike Pompeo falsely claimed on Fox News that President Donald Trump did not threaten to target Iranian cultural sites. Pompeo’s claim came when host Maria Bartiromo asked about a tweet in which Rep. Alexandria Ocasio-Cortez, D-N.Y., said Trump was advocating for a war crime. ""President Trump didn't say he'd go after a cultural site,"" Pompeo said. ""Read what he said very closely."" We read what Trump said closely. In a series of tweets, the president issued a warning to Iran, saying the United States has ""targeted 52 Iranian sites"" it could strike if Iran were to attack. Trump’s twitter thread came after the United States killed Iranian military commander Qasem Soleimani in an airstrike aimed at an airport in Baghdad, Iraq. ""Iran is talking very boldly about targeting certain USA assets as revenge for our ridding the world of their terrorist leader,"" Trump said.  ....targeted 52 Iranian sites (representing the 52 American hostages taken by Iran many years ago), some at a very high level & important to Iran & the Iranian culture, and those targets, and Iran itself, WILL BE HIT VERY FAST AND VERY HARD. The USA wants no more threats! ""Let this serve as a WARNING that if Iran strikes any Americans, or American assets, we have targeted 52 Iranian sites (representing the 52 American hostages taken by Iran many years ago), some at a very high level & important to Iran & the Iranian culture, and those targets, and Iran itself, WILL BE HIT VERY FAST AND VERY HARD,"" he continued.  Iran has 22 cultural sites on the UNESCO World Heritage List. Some pundits and politicians, such as Ocasio-Cortez, argued that strikes against them could be considered war crimes under international law.  The Geneva Conventions prohibit ""acts of hostility directed against the historic monuments, works of art or places of worship which constitute the cultural or spiritual heritage of peoples."" And in March 2017, the United Nations Security Council unanimously adopted a resolution condemning ""the unlawful destruction of cultural heritage."" Hours after Pompeo made his claim on Bartiromo’s show, Trump restated his willingness to go after Iran’s cultural sites while speaking to reporters. ""They’re allowed to kill our people,"" he said, according to the Associated Press. ""They’re allowed to torture and maim our people. They’re allowed to use roadside bombs and blow up our people. And we’re not allowed to touch their cultural sites? It doesn’t work that way."" The State Department did not respond to our requests for comment by deadline. Pompeo said, ""President Trump didn't say he'd go after a cultural site."" On Twitter, Trump said the United States has ""targeted 52 Iranian sites,"" including ""some at a very high level & important to Iran & the Iranian culture,"" that he would consider blasting if Iran were to retaliate for the U.S. airstrike that killed Soleimani in Iraq. He later repeated the threat while speaking to reporters. We rate Pompeo’s statement False.",[<zip object at 0x0000028097B3C840>],/factchecks/2020/jan/06/mike-pompeo/pompeo-falsely-claims-trump-did-not-say-hed-go-aft/
"['Elections', 'Facebook Fact-checks', 'Pennsylvania', 'Viral image']","
This is a photo of Live Aid, not a Trump rally in Philadelphia
","President Donald Trump recently campaigned for re-election at a rally in Hershey, Pa. The Philadelphia Inquirer reported on the Dec. 10 event and published a video on its website showing interviews with supporters and shots of the crowd on a rainy day.  It’s not the scene that appears in this Dec. 12 Facebook post, which shows an image of a massive crowd in a stadium.  ""No, this is not Live Aid,"" text over the image reads. ""This is a Trump rally in downtown Philly yesterday. Why isn’t the media showing this??"" Because it is a photo of Live Aid, the July 13, 1985, concert held at Wembley Stadium in London.   This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  Getty Images has a collection of photos of the approximately 72,000 people who attended the concert, which raised funds for relief of the Ethiopian famine. A photo by Daily Mirror photographer Brendon Monks appears to be the image that has been doctored and shared in the Facebook post. In the manipulated version, a Trump sign appears in lieu of a white tent near the stage and two more Trump signs appear where the Live Aid logo appears on the stage.  But, as one commenter noted, the Photoshop job still includes a ""Feed the world"" banner on the concert stage.  Back in May, we fact-checked a similar Facebook post that used a photo from the 1969 Woodstock festival and proclaimed: ""Nope it’s not Woodstock. It’s the Trump Rally yesterday in PA!!"" We rated that Pants on Fire.  This Facebook post that appropriates earns the same distinction. Pants on Fire!",[<zip object at 0x00000280973803C0>],/factchecks/2020/jan/06/viral-image/photo-live-aid-not-trump-rally-philadelphia/
"['Iran', 'Military', 'Facebook Fact-checks', 'Facebook posts']","
The soldiers in this photo are traveling on a break from basic training — not deploying to Iran
","As Iran promised ""severe revenge"" after President Donald Trump announced that the United States had killed Iran’s top military commander in a drone strike on Jan. 3, the Pentagon said it would deploy 3,500 additional troops to the Middle East.   Since then, an image of a long line of soldiers at an airport has been shared online by users offering their prayers. But in some cases, the photograph has been mischaracterized.  The image in this Jan. 5 post, for example, includes this text: ""Off they go. Praying for each one and their families."" It features crying emojis and a broken heart emoji and this hashtag: #sadday. The user who shared the photo wrote: ""This is a photo from JFK airport of our troops leaving to protect each one of us and our country.""   It was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  First, as another Facebook post correctly noted, the image was taken in the Hartsfield-Jackson Atlanta International Airport. And Jennifer Ogunsola, a spokesperson there, told PolitiFact that it’s a typical sight around the holidays as soldiers return to basic training.  Ben Garrett, a spokesman for the Army’s Maneuver Center of Excellence at Fort Benning in Georgia, said he wasn’t sure when the photo shared on Facebook was taken but said the soldiers in it are basic training soldiers either traveling home for the holidays or returning from ""holiday block leave.""  ""Most likely Ft. Benning,"" Garrett said, ""where they will continue their training.""  Because the soldiers are lined up under a sign that says ""North Domestic Baggage Claim"" and ""Ground Transportation,"" they appear to be returning from holiday block leave.     Atlanta is the closest large airport, Garrett said, and soldiers depart a few days before Christmas and return through Atlanta a day or two after the New Year to complete their training.  Garrett said he was confident the soldiers were traveling on holiday block leave because drill sergeants can be seen greeting them and marshalling them along the guide ropes.  But that context isn’t always clear in the posts that have appeared on social media. One Facebook account, apparently frustrated with the misinformation, posted the image on Jan. 5 with this note: ""Stop sharing this photo saying soldiers leaving for Iran this is a photo of basic training soldiers returning from holiday leave. There is a drill sergeant directly in the middle.""  The Facebook post we’re checking here gives a different impression, and leads users to believe these soldiers are being deployed overseas. It also names the wrong airport.  We rate it False.",[<zip object at 0x0000028097B2D6C0>],/factchecks/2020/jan/06/facebook-posts/soldiers-photo-are-traveling-break-basic-training-/
"['Fake news', 'Facebook Fact-checks', 'Facebook posts']","
Tlaib did not tweet about 'raping and pillaging' America after protests at U.S. embassy in Iraq
","A Facebook post attempting to portray U.S. Rep. Rashida Tlaib as anti-American has resurfaced as tensions between the United States and Iran escalate. The content of the post is fabricated. There are multiple parts to the image in the Facebook post — it includes a picture of Tlaib on the left, a screenshot of a purported tweet by Tlaib, commentary about it by another Twitter user named ""Fed up American,"" and a description at the bottom of the image claiming that the alleged tweet was ""her comment on the Protesters Siege of the U.S. Embassy in Iraqi."" (sic) ""She tweeted this out and deleted it immediately but not quick enough. She’s clearly anti-american and should not be in office,"" says Fed up American. The tweet that Tlaib allegedly wrote says: ""Americans have spent decades raping and pillaging my people. What goes around comes around. #FridayFeeling."" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) That’s because Tlaib never tweeted that. This faux tweet first surfaced a year ago shortly after Tlaib was sworn into office and made headlines for using profanity in a vow to impeach President Donald Trump. Tlaib was born and raised in Detroit and is the daughter of Palestinian immigrants. She’s a Democrat representing Michigan’s 13th congressional district. As PolitiFact reported, the hoax tweet originated on Jan. 4, 2019, and came from another user who tried to make it seem as if it was a real account for the congresswoman. Tlaib’s real account has a blue checkmark badge by her name to indicate that it’s been verified by Twitter as truly belonging to her. ""Quick public servant announcement: If there isn't a checkmark next to my name on the tweet then it's fake! To all the foreign countries & reckless commentators out there spreading lies about me: Try to focus on disagreeing with me with facts, instead of making up shit,"" Tlaib tweeted Jan. 6, 2020. Quick public servant announcement: If there isn't a checkmark next to my name on the tweet then it's fake! To all the foreign countries & reckless commentators out there spreading lies about me: Try to focus on disagreeing with me with facts, instead of making up shit. pic.twitter.com/DPxdZSEKP0 Tlaib has tweeted that the United States should not go to war with Iran following news of the U.S. military killing Iranian security and intelligence commander, Qasem Soleimani, who led the Quds Force in the Islamic Revolutionary Guard Corps, a U.S.-designated foreign terrorist organization. A series of events have intensified tensions between the United States and Iran, including a break into a U.S. embassy compound in Baghdad by supporters of an Iranian-backed militia (the Facebook post alludes to the embassy events.) As for the fake tweet in the Facebook post, we rate it Pants on Fire!",[<zip object at 0x0000028096F5DB40>],/factchecks/2020/jan/06/facebook-posts/false-2019-and-false-now-rashida-tlaib-did-not-twe/
"['Education', 'Polls and Public Opinion', 'Florida', 'Frederica Wilson']","
How unpopular is Betsy DeVos?
","A congressional hearing about the Trump administration’s policy on student debt turned personal for Education Secretary Betsy DeVos. Most of the Dec. 12 hearing focused on DeVos’ actions related to a student debt relief rule. Democrats said DeVos made it harder for certain students to get debt relief, while Republicans defended her response to Obama-era rules. At the hearing, the main topic was how DeVos sought to make changes to the borrower defense to repayment rule. The provision was little used until the Obama administration established new rules to help students get their federal education loans cancelled if colleges misrepresented graduation rates, their ability to transfer credits or their job placement rates. The Obama administration finalized changes to the regulations in 2016 after Corinthian Colleges, a for-profit chain, closed its doors amid fraud allegations. DeVos sought to rewrite the rules, leading to extensive litigation, including a contempt of court finding against DeVos. DeVos blamed the Obama administration for the backlog of tens of thousands of cases and announced changes that include tiers of loan relief.  U.S. Rep. Frederica Wilson, a former school board member and principal from South Florida, went after DeVos, saying she is trying to ""destroy public education.""  ""You are the most unpopular person in our government,"" said Wilson, a Democrat. ""Millions will register to vote in 2020. Many will vote to remove you more than to remove the president."" The ranking Republican on the committee, Rep. Virginia Foxx of North Carolina, said Wilson’s comments were ""over the line."" DeVos’s confirmation in 2017 was a contentious one for the Trump administration and required a tie-breaking vote by Vice President Mike Pence. DeVos, a longtime wealthy Republican donor from Michigan, is an advocate for vouchers and charter schools.  As fact-checkers, we wanted to focus on the checkable aspect of what Wilson said: Is DeVos really the most unpopular person in the U.S. government? Wilson’s statement about ""in our government"" was overly broad, but what she was referring to was what poll respondents said about DeVos compared to other Trump Cabinet officials. We found polling that supports Wilson’s statement about DeVos’s popularity, but the polling is more than one year old. We found that YouGov and Morning Consult have conducted separate polls that compare the favorability of Trump’s Cabinet members. Wilson’s spokeswoman cited a 2017 article in the Huffington Post entitled, ""How Betsy DeVos Became The Most Hated Cabinet Secretary."" The article cited an October 2017 HuffPost/YouGov internet poll that found 35% had a strongly unfavorable view of DeVos, the highest among 13 officials. (Former Attorney General Jeff Sessions finished second.)  However, the poll also showed that many respondents were not familiar enough with the Cabinet members to give a favorability opinion. DeVos was among the most familiar officials, as 30% of respondents said they were unfamiliar with her.  YouGov has polled about DeVos’ favorability five times since she was appointed. The most recent poll, in April 2018, found DeVos had the highest ""very unfavorable"" rating (28%).  Politico/Morning Consult polled about the favorability of DeVos on four occasions since 2017, with the most recent one in the spring of 2018. That poll showed DeVos with a 31% very unfavorable rating, the highest among 15 Cabinet members.  Even though the polls are a little dated, Wilson’s statement is consistent with the evidence, said Washington University political scientist Steven S. Smith. Education Department spokeswoman Angela Morabito told PolitiFact that DeVos isn’t working to win a popularity contest. But she pointed to polling by an education research and policy journal showing growing public support for certain school choice programs. Related: By the numbers: Is college worth the cost? Wilson said DeVos is the ""most unpopular person in our government."" Two polling organizations asking about popularity for about a dozen Trump administration officials back up her statement, though they are a little outdated. We found no polling about the popularity for DeVos in 2019. We rate this statement Mostly True.",[<zip object at 0x00000280971A5300>],/factchecks/2020/jan/06/frederica-wilson/how-unpopular-betsy-devos/
"['Foreign Policy', 'Military', 'Facebook Fact-checks', 'Facebook posts']","
Facebook post's attack on Hillary Clinton over Benghazi and praise for Trump on Iraq mostly misses
","A Facebook post blasts Hillary Clinton and praises President Donald Trump in contrasting how Clinton responded to an attack on Americans in Libya in 2012 with how Trump responded to the storming of the U.S. embassy in Iraq. The claim, posted Jan. 1, the day after the Iraqi embassy was stormed, says: ""Hillary ignored multiple requests for security, didn’t respond for 13 hours, & let 4 Americans die in Benghazi. Trump rushed in reinforcements, threatened to destroy Iran, & made sure no lives were lost in Baghdad. That’s the difference between a traitor & a leader."" The post is wrong in its assertions about Clinton, who was secretary of state during the attack in Benghazi, Libya, on Sept. 11, 2012. The only element of truth in this comparison is that Trump did rush in military reinforcements. The Benghazi attacks killed the U.S. ambassador and three other Americans.  It’s true that the State Department did not honor requests for more security prior to the attacks, but there was no evidence that Clinton was made aware of those requests.  As for Clinton’s response, none of the many congressional investigations about the attacks asserted (as Trump did) that she was inattentive throughout the hours in which the attacks occurred. Moreover, it was not Clinton’s responsibility to send troops to the scene — the military chain of command took that responsibility. The Defense Department attempted to send help to the scene, but was unable to reach Benghazi before the deaths occurred.  Several investigations found that no action by Clinton, or anybody in the administration, could have moved additional forces to Benghazi before the last American deaths. The terrorist attacks were much more violent than the storming of the U.S. embassy in Baghdad. As Time magazine reported, protesters broke into the U.S. Embassy compound shouting ""Death to America!"" and ""Death to Israel!"" and smashed through a main door, set a reception area on fire, and covered the embassy wall with militia flags and anti-U.S. graffiti.  The same day, Dec. 31, U.S. marines deployed to Iraq. The next day, Trump deployed more troops to the Middle East.  Trump blamed Iran for the attack and issued a threat. ""Iran will be held fully responsible for lives lost, or damage incurred, at any of our facilities,"" Trump tweeted on Dec. 31: ""They will pay a very BIG PRICE! This is not a Warning, it is a Threat. Happy new year!"" A Facebook post attacked Clinton, claiming: ""Hillary ignored multiple requests for security, didn’t respond for 13 hours, & let 4 Americans die in Benghazi. Trump rushed in reinforcements, threatened to destroy Iran, & made sure no lives were lost in Baghdad."" There was no evidence that Clinton ignored requests for more security before the U.S. ambassador to Libya and three other Americans were killed in attacks in Benghazi in 2012. It was the military’s responsibility, not Clinton’s, to respond; and several investigations concluded that no one in the administration could have moved additional forces to Benghazi before the last American deaths. Meanwhile, in a much different situation, Trump did rush military reinforcements after the storming of the U.S. embassy in Iraq. He threatened to hold Iran responsible, but did not threaten its destruction. We rate the statement Mostly False.",[<zip object at 0x00000280971A5B00>],/factchecks/2020/jan/06/facebook-posts/facebook-posts-attack-hillary-clinton-over-benghaz/
"['Environment', 'Animals', 'Fires', 'Facebook Fact-checks', 'Viral image']","
No, that viral image of a tiger burning is not from Australia’s wildfires
","A disturbing image of what appears to be a tiger on fire has been viewed more than 20 million times since it was posted on Jan. 4. Given the timing, many commenters assumed the photo depicts a scene from this season’s devastating bush fires in Australia — which has burned millions of acres and killed over 20 people and millions of animals.  The Facebook account that posted the image, Mr. Fluffy PH, included it in a multi-photo post shared 84,000 times that shows animals surrounded by smoke or fire, with the caption, ""Huge wildfire in Australia has resulted in deaths of more than 480 milion animals. Hundred of rare koalas are also reported dead among them. Lets pray for Australia Source: University of sydney report #wildfire."" The Facebook page also has as its cover image a separate photo that shows a kangaroo rushing past a burning house on Dec. 31; that picture was legitimately captured in New South Wales, Australia, by photojournalist Matthew Abbott. The University of Sydney estimated Jan. 3 that 480 million animals have been killed in the New South Wales bushfires since September 2019. The tiger image, however, was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) We found that the photo is several years old, was not taken in Australia and does not show animals killed in a fire.  The image is from 2012 and depicts a bonfire of confiscated taxidermy animals in Jakarta, Indonesia. (Several commenters on the multi-photo post also said that some of the other images are from other fires, as well). Trading in or being in possession of protected animals or their body parts is a criminal offense in Indonesia, and animal traffickers can face up to five years in jail and fines up to $10,000 USD. Jakarta officials seized 258 animal remains in the 2012 raid, according to an article by the Daily Mail, which included 15 tigers, 2 sun bears and 48 deer, before destroying them. The animals had all been killed by poachers before being stuffed and sold to be displayed in peoples homes. Australia’s fire season is shaping up to be one of the deadliest for the country’s wildlife, but this image is unrelated. We rate the post Mostly False.",[<zip object at 0x0000028096EB7E00>],/factchecks/2020/jan/06/viral-image/no-viral-image-tiger-burning-not-australias-wildfi/
"['Fake news', 'Facebook Fact-checks', 'Facebook posts']","
No, the Obamas didn’t surrender their law licenses to avoid discipline
","A years-old hoax that claims Barack and Michelle Obama surrendered their law licenses to avoid disciplinary action has resurfaced on social media. A viral Facebook post features a photograph of the Obamas along with text that reads:  ""Barack Obama surrendered his law license in 2008 to escape charges of lying on his bar application. Michelle Obama voluntarily surrendered her law license in 1993 after a Federal Judge gave her a choice between surrendering her license or standing trial for insurance fraud."" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The Obamas no longer hold active licenses to practice law, but they were not forced to surrender their licenses over any disciplinary proceedings. On the website for the Attorney Registration and Disciplinary Commission of the Supreme Court of Illinois, Barack Obama is listed as retired and was last registered in 2008. Michelle Obama is listed as voluntarily inactive and was last registered in 1993. The website shows neither of the Obamas has any public record of discipline or pending proceedings. Steve Splitt, a spokesman for the commission, confirmed to PolitiFact that there is no record ""of any sort of disciplinary proceedings"" involving the Obamas.  It’s possible that the rumor spread because of the way Michelle Obama had to change her registration status. Prior to 1999, active lawyers were required to petition the court if they wanted to change their status, pursuant to Illinois Supreme Court rule 770. The online registration record previously listed Michelle Obama as being ""on court ordered inactive status."" ""It used to be that if an attorney wanted to move from active to inactive they would need to file a motion with the court,"" Splitt said. ""Now, if they’re thinking about moving to inactive or retired status, they will often do it at the beginning of the year during registration to pay a reduced fee, but it can also be done during the year."" Splitt told us Michelle Obama filed a motion to transfer to inactive status in 1994. Barack Obama elected to have his license placed on inactive status after he announced his candidacy for president in 2007 and changed it to retired after becoming president in early 2009.  Meanwhile, the Illinois State Bar Association continues to list the Obamas as honorary members of the organization.  There is no evidence that supports the claim that the Obamas were subjects of any disciplinary proceedings and were forced to give up their law licenses. Both changed their registration status voluntarily and remain in good standing with the Illinois Bar Association. We rate this post Pants on Fire!",[<zip object at 0x00000280978407C0>],/factchecks/2020/jan/06/facebook-posts/no-obamas-didnt-surrender-their-law-licenses-avoid/
"['Fake news', 'Facebook Fact-checks', 'Facebook posts']","
No, Tom Hanks did not wear a T-shirt with progressive slogans
","Celebrity Tom Hanks has not kept his ideas about politics a secret.  He endorsed Barack Obama for president, spoke out against then-candidate Donald Trump when a recording of Trump’s lewd comments about grabbing women was made public, and is among the celebrities involved in a voter-registration campaign launched by former first lady Michelle Obama. Yet, a 2015 selfie tweet from Hanks about soccer has snowballed into a viral image containing slogans associated with the political left — shared over 15,000 times on Facebook and saved endlessly on Pinterest. The slogans say Science is Real, Black Lives Matter, No Human is Illegal, Love is Love, Women’s Rights Are Human Rights, Kindness is Everything. The Facebook post was flagged as part of the company’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  Hanks took the photo of himself in 2015 in support of the U.S. Women’s Soccer Team ahead of their World Cup Final against Germany. The real selfie shows him wearing a national team jersey, which Hanks shared on Twitter and Facebook.   The manipulated version of the photo has proven popular, sometimes for strange reasons. After circulating for two years, a Facebook page called ""No racism no war"" posted it in July 2019, helping the page earn followers, according to The Atlantic. Facebook took down that page and many others as part of its efforts to detect ""coordinated inauthentic activity on the platform."" Facebook said ""No racism no war"" was linked to Iran, though not the Iranian government.  This isn’t the first time Hanks has been depicted in a doctored image. In 2018, the actor was falsely shown as wearing a tee bearing a vulgar anti-Trump Halloween message.  We rate this viral image Pants on Fire.",[<zip object at 0x0000028096B6F7C0>],/factchecks/2020/jan/03/facebook-posts/no-tom-hanks-did-not-wear-t-shirt-progressive-slog/
"['National', 'Elections', 'Mooncult']","
A deceptively edited video of Joe Biden falsely suggests he made racist comment
","An out-of-context clip of Joe Biden speaking in New Hampshire is deceptively edited in a way that suggests he made a racist comment. ""The culture, our culture, our culture is not imported from some African nation or some Asian nation, it is our English jurisprudential culture — our European culture,"" Biden said in the video, which was first published on Twitter on Jan. 1. When heard in isolation, the video makes it sound like Biden is making a racist statement promoting America’s European roots and dismissing minorities. But when we listened to his full statement, that wasn’t the point of the quote at all. The clip was posted by the Twitter user @mooncult and has been viewed more than 1.4 million times. The edited clip was one in a thread of similar videos posted by @mooncult, who has more than 12,000 followers and frequently posts anti-Biden content.  The 17-second clip comes from a 13-minute answer Biden gave to a woman who asked about his work on domestic assault and sexual violence. (Her question at the Dec. 30 campaign event starts around minute 39.) Biden’s lengthy answer started with him explaining lessons from his father who told him that ""the cardinal sin is a man raising his hand to a woman or a child.""  Biden then pivoted to talk about the phrase ""rule of thumb,"" which he said stemmed from a court ruling in England in the late 1300s that no man could beat a woman with a rod bigger than the circumference of his thumb. (There’s ample reason to doubt that the ruling is the origin of the phrase.) Biden recounted his work while in the U.S. Senate holding hearings about violence against women. As a U.S. senator from Delaware, Biden championed the Violence Against Women Act of 1994. The measure increased funding and provided more legal tools for combating violent crimes against women. In his comments in New Hampshire, Biden said as vice president he also worked to try to persuade university presidents to take action to combat sexual violence.  About 11 minutes into his answer, Biden then said: ""Folks this is about changing the culture, our culture, our culture. It’s not imported from some African nation or some Asian nation. It’s our English jurisprudential culture, our European culture that says it’s alright."" Listened to in context, it appears that Biden was saying that the roots of violence against women are rooted in European culture and that the United States must change the culture of violence against women. The edited video on Twitter omits Biden saying ""this is about changing…"" and just cuts right to  ""The culture, our culture, our culture is not imported from some African nation or some Asian nation, it is our English jurisprudential culture — our European culture."" In March, Biden made a similar statement when speaking about his role in the Supreme Court confirmation hearings for Clarence Thomas and his treatment of Anita Hill. Speaking about a culture that allows violence against women, he said: ""It’s an English jurisprudential culture, a white man’s culture. It’s got to change."" @mooncult’s bio says it is ""an exclusive 'weird twitter' posting collective operated by an anonymous rotating cast of your favorite online personalities & podcast hosts."" Weird Twitter is characterized by loose groups of users who experiment with spelling, punctuation and post format to create elaborate jokes or art. The Biden video is the latest example of how selective editing can cause misinformation on social media.  RELATED FACT-CHECK: Viral video of Nancy Pelosi slowed down her speech RELATED FACT-CHECK: Trump retweets false claim that Ilhan Omar partied on 9/11 anniversary A video posted on Twitter purports to show Joe Biden making a racist comment about America’s European roots. The clip selectively shortened something Biden said at a campaign event in New Hampshire. He was responding to a woman’s question about what he’s done to address domestic assault and sexual violence. In that response, Biden said, ""this is about changing the culture, our culture."" The tweeted clip does not include that context. More importantly, the video clip watched in isolation makes it falsely appear that Biden was making a racist comment dismissing minorities. When watched in full, his comment related to what he said were the roots of domestic violence in America. We rate this video clip False. See a fishy video on social media that you want us to fact-check? Send it to [email protected].",[<zip object at 0x00000280979F3FC0>],/factchecks/2020/jan/03/Mooncult/deceptively-edited-video-joe-biden-falsely-suggest/
