tags,sub_header,text_body,quote_href
"['Gas Prices', 'North Carolina', 'Thom Tillis']","
Tillis: gas prices more in North Carolina than any other state
","U.S. Sen. Thom Tillis says his state was recently the hardest-hit by rising gas prices. ""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation,"" Tillis tweeted on Oct. 26. Because of the way Tillis’ tweet is phrased, it could be interpreted a couple ways. Did he mean North Carolina’s increase was the highest in the nation? Or that the state’s gas price was the highest in the nation? A Tillis spokesperson told PolitiFact the senator’s tweet was meant to compare North Carolina’s price increase to those in other states. And he said it’s based on data from AAA, one of the largest vehicle and travel organizations in the country.  Experts told PolitiFact that North Carolina’s gas situation isn’t necessarily worse than other states. But Tillis’ tweet appears to accurately reflect price fluctuations over the previous seven days. AAA tracks gas prices across America to see how they compare to previous weeks, months, and years. The group announced in an Oct. 25 press release that the national average price for a gallon of gasoline had risen six cents since Oct. 18 to hit $3.38 for a gallon of unleaded. AAA singled out North Carolina and Florida as states that experienced the largest increase in gas prices, 14 cents. North Carolina’s average price increase between Oct. 17 and Oct. 24 was also the largest of any state tracked by GasBuddy.com, which collects data from more than 100,000 stations across the country. Patrick De Haan, head of petroleum analysis for GasBuddy, said the average gas price in North Carolina rose 15 cents per gallon. While groups such as AAA capture accurate data, De Haan noted that the weekly snapshots can quickly become outdated.  ""Gas prices fluctuate throughout the course of the day,"" he said. ""Just like the stock market constantly moves, gas prices constantly move."" Thus, other snapshots can yield different results, De Haan said. For example, De Haan said GasBuddy data from Oct. 27 showed North Carolina with the 11th-largest price increase over the most recent seven days, and the third-largest increase over the previous month. AAA’s reports list the 10 states with the largest gas price increases. North Carolina’s price hikes didn’t make the list in AAA’s Oct. 18, Oct. 14, or Oct. 11 reports. ""Yes, over the last month North Carolina has seen one of the biggest increases in average prices. Basically everyone, North Carolina included, has seen a sharp uptick in prices,"" De Haan said. Experts have repeatedly said gas prices are rising across the country because there’s not enough supply for increasing demand. ""The cost of crude oil, a global commodity, accounts for more than 50% of the price at the pump,"" Andrew Gross, AAA’s public relations manager, told PolitiFact NC in an email. He added that the Organization of the Petroleum Exporting Countries, known as OPEC, ""still isn't producing at pre-pandemic levels, and it is leading to the higher cost."" Experts have told PolitiFact and PolitiFact North Carolina that the increase isn’t tied to presidential policies. ""The bulk of what we’re dealing with is COVID-related. It’s not presidential policy. If we didn’t have covid, we wouldn’t be sitting here right now talking about $3 gas,"" De Haan said. Why did North Carolina, of all states, have the largest price increase over the course of last week? The answer isn’t clear. AAA didn’t identify a specific cause for North Carolina’s increase in its report or in emails with PolitiFact NC. A state’s proximity to a major fuel pipeline can play a role in a state’s gas prices, Gross said. ""And with a shortage of drivers, gas stations may be accounting for higher transportation costs."" Gross also noted that North Carolina still pays ""quite a bit less"" for gas than the average national price. North Carolinians on average paid $3.25 per gallon on Oct. 27, while the national average was $3.39 per gallon. Anna Mikulska, a nonresident fellow in energy studies for the Center for Energy Studies at Rice University's Baker Institute for Public Policy, said the surge is related to lingering issues at the Colonial Pipeline. She said the pipeline, which was hacked this May, delivers 75% of North Carolina’s fuel. De Haan suggested states may simply be adjusting market conditions at different speeds. ""Everyone is going to get to the same spot, some states are just going to get there faster,"" he said. Tillis tweeted that ""gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation."" That appears to be accurate, according to AAA and GasBuddy data. Experts clarified that North Carolina’s gas situation, overall, isn’t the worst in the country. They also warned that gas prices can change rapidly, so weekly snapshots may not always represent the latest fluctuations across the country. The statement is accurate but could use additional information. We rate it Mostly True.",/factchecks/2021/oct/29/thom-tillis/tillis-gas-prices-more-north-carolina-any-other-st/
"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Viral image']","
Vaccine boosters mean vaccines failed? Wrong
","A viral image claimed that COVID-19 vaccines are a ""failed product"" and, therefore, the vaccines’ booster shots are more of the same. ""There is no such thing as a booster,"" read text in an image shared on Instagram. ""There is a failed product that is sometimes used again in hopes of a different outcome, which is the definition of insanity."" The image was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) No vaccine is 100% effective. And while vaccines have not eradicated COVID-19, they have provided significant protection. The aim of booster shots is to extend the protection the vaccines provide. Other vaccines, such as the tetanus vaccine, come with standard timetables for recommended boosters.  One way to measure the vaccines’ success is the greater impact COVID-19 has had on the unvaccinated. Here’s a look, based on our past fact-checks. The federal Centers for Disease Control and Prevention reported in September that the range of COVID-19 vaccine effectiveness remained high in the United States, even though it had decreased since the onset in late June of the delta variant, which the agency said is more than twice as contagious as previous variants. The effectiveness against infection ranged from 39% to 84%, and against hospitalization ranged from 75% to 95%.  A study in the Netherlands published in August said that the COVID-19 vaccines not only protect the vaccinated person, ""but also offer protection against transmission to close contacts."" A study led by University of Oxford researchers that was posted Oct. 15 found among cases in England that vaccinated people who get breakthrough infections are less likely than unvaccinated people to infect others with the delta variant.  A study in China published in August also found that the unvaccinated were more likely to spread infection. A third study, done in Singapore and published in July, found that vaccination is associated with faster decline in viral load, a possible indicator of declining infectiousness. None of the studies had been peer reviewed. The alpha, beta, gamma and delta variants were first detected in unvaccinated populations. Most variants were detected before vaccines were approved for use. Studies show that unvaccinated people are far more likely to spread the delta variant than vaccinated people. In September, the CDC analyzed vaccine effectiveness across 13 U.S. jurisdictions from April 4 to July 17 and matched that data to vaccine registries from those areas. It found that after delta became dominant, unvaccinated people were five times more likely to be infected than fully vaccinated people, and more than 10 times more likely to be hospitalized or die.  As of Oct. 18, more than 189 million people in the United States had been fully vaccinated against COVID-19, according to the latest CDC statistics. Of them, 41,127 got COVID-19 and were hospitalized or died. That is 0.021%. About 85% of the deaths and 66% of the hospitalizations were among those 65 or older. It’s also important to understand that boosters are a standard part of administering vaccines generally, since the immunity they provide can wane over time. For example, the CDC recommends that adults get a Tdap vaccine once if they did not receive it as an adolescent to protect against pertussis (whooping cough), and then a Td (tetanus, diphtheria) or Tdap booster shot every 10 years.  An initial vaccine ""educates your body's immune system about what's in it, building immunity just as a natural infection would but without the disease,"" according to Dr. Suzanne Cassel, an immunologist at the Cedars-Sinai healthcare organization. ""Booster shots strengthen or maintain those immune responses."" An Instagram post read, ""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome."" Boosters are a standard means of extending protection that a vaccine provides. No vaccine is 100% effective but the vaccines against COVID-19 have been proven to be quite effective at staving off serious infection and death.  We rate the post False.",/factchecks/2021/oct/29/viral-image/claim-vaccines-failed-ignores-greater-impact-covid/
"['Religion', 'Facebook Fact-checks', 'Facebook posts']","
Old hoax about Muslims demanding pork-free menus is still false
","Social media users have revisited a falsehood about Muslims that has already been debunked. A Facebook post’s headline says, ""Muslim Figure: We must have Pork-Free Menus or We Will Leave U.S.,"" with a photo of a woman wearing a head covering, an American flag with stripes fashioned from strips of bacon and the words, ""Bacon America great again!"" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) There is no evidence to support the claim that a Muslim person made this demand. The problematic claim originated in July 2017 on a site called All News 4 USA, which is no longer in operation but had been a purveyor of fake news. That story mentioned Muslims in the United States, but then gave an account of a situation that occurred in Chevigny-Saint-Sauveur, a city in France. A June 28, 2017, report from conservative news site Breitbart that said the mayor of Chevigny-Saint-Sauveur said he would ban school menus that did not include pork ""to promote secular values in schools."" The Breitbart story did not mention any demands by Muslims, but its headline says the French mayor demanded pork in school lunches. The new Facebook post does not include all of those details, but it mimics the style of the 2017 post, including using pilfered photos from CNN stories on unrelated subjects. The All News 4 USA story used a photo of a woman wearing a head covering that had been published with a CNN story in 2016. This latest Facebook claim used a photo of a different woman wearing a head covering that had aired on CNN in 2015. Neither CNN story was related to Muslims and pork. A Facebook post’s headline says, ""Muslim Figure: We must have Pork-Free Menus or We Will Leave U.S.,"" with a photo of a woman wearing a head covering. There is no evidence to support the claim that a Muslim person made this demand. The claim originated in 2017 on a fake-news website and has been debunked by multiple outlets. The original story references a situation that happened in France, not in the United States, and it involved a mayor demanding that pork be kept on menus, not Muslims demanding that pork be removed from menus. The photo that accompanies the Facebook claim was taken from a story on an unrelated subject that aired on CNN in 2015. We rate this claim Pants on Fire! ",/factchecks/2021/oct/29/facebook-posts/old-hoax-about-muslims-demanding-pork-free-menus-s/
"['Facebook Fact-checks', 'Facebook posts']","
Navy SEALs still haven’t arrested Hillary Clinton
","Former Secretary of State Hillary Clinton was not arrested by U.S. Navy SEALs.  That claim wasn’t true back in March, when we fact-checked a Real Raw News story that they had fired a tranquilizer dart in her neck, taped her mouth shut and charged her with treason, destruction of government property, and aiding and abetting the enemy.  It isn’t true now, as the title of a widely-viewed Oct. 27 Facebook video that says, ""Navy SEALs arrested Hillary Clinton.""  This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The video contains the audio of a man speculating about Clinton’s fate — whether she was already arrested and executed, whether a clone of Clinton was arrested — and none of it is backed up by any evidence.  Clinton, meanwhile, can be found online and sometimes in person — but not in custody. She is active on Twitter, making public appearances and promoting a new book, giving an address at the University of Oxford, and bumping into Duran Duran in a studio.   We rate this post Pants on Fire! ",/factchecks/2021/oct/29/facebook-posts/navy-seals-still-havent-arrested-hillary-clinton/
"['Criminal Justice', 'Facebook Fact-checks', 'Viral image']","
No, Alec Baldwin wasn’t arrested for murder, child pornography
","The district attorney in Santa Fe County, N.M., said on Oct. 26 that she wasn’t ruling out criminal charges in the shooting that left Los Angeles cinematographer Halyna Hutchins dead on the set of ""Rust."" Actor Alec Baldwin was handling the gun that fired, but District Attorney Mary Carmack-Altwies said that her office was focused on figuring out what kind of round was in the gun and who had loaded the ammunition, the New York Times reported.   ""It’s probably weeks, if not months, of follow-up investigation that we’re going to need to get to the point of charging,"" the Times quoted her as saying. A more dramatic news headline now being shared on social media contradicts that narrative, and that’s because it’s not true.  ""Alec Baldwin arrested for first-degree murder and possession of child pornography,"" the headline says.  It continues: ""The Santa Fe County Sheriff’s Office has arrested Alec Baldwin and charged him with first-degree murder as well as possession of child pornography, and ordered a media blackout that has been approved by a judge. Outlets in the United States are temporarily banned from reporting on Baldwin’s arrest.""  Posts sharing it were flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) A spokesperson for the Santa Fe County Sheriff’s Office did not return our calls asking about the claims.  But there is nothing to support these allegations, and the website that posted this story has previously posted other misinformation that we’ve debunked, including claims that Brian Laundrie is alive in Mexico, that former President Barack Obama was arrested for espionage, and that Pope Francis was arrested.   This story about Baldwin’s supposed arrest was posted on the website on Oct. 23, several days before the New York Times story reporting that prosecutors were not close to filing criminal charges.  And since then, Fox News reported that Baldwin was seen picking up food in Vermont on Oct. 25. TMZ posted a photo of Baldwin there on what it said was Oct. 24. We rate claims that he was arrested Pants on Fire!",/factchecks/2021/oct/29/viral-image/no-alec-baldwin-wasnt-arrested-murder-child-pornog/
"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Alex Berenson']","
COVID-19 death rate in England much higher among unvaccinated than vaccinated
","A dramatic claim about the pandemic in the United Kingdom was made by Alex Berenson, a former New York Times reporter who has questioned the safety of COVID-19 vaccines and whose posts are sometimes cited for misinformation. ""I have to keep saying this to people because they almost don’t believe it,"" Berenson said to podcast host Joe Rogan.  ""In the U.K., 70-plus percent of the people who die now from COVID are fully vaccinated."" Video excerpts from the podcast were included in an article widely shared on Facebook. The article was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The data Berenson cited apply only to England, not the entire U.K. And while a high percentage of COVID-19 deaths occurred among vaccinated Englanders, according to a mid-September report, that’s largely because such high percentages of the population are vaccinated.  Moreover, the same data show that unvaccinated people in England are far more likely than vaccinated people to die from COVID-19. Berenson in the interview cited a report from Public Health England, a government agency. But he misstated the scope of the data. The report’s figures apply only to England, a spokesperson for the agency told PolitiFact, and not the rest of the U.K., which also includes Wales, Northern Ireland and Scotland. Berenson highlighted a table in the report that showed COVID-19 deaths in England, broken down by age group, for the four-week period ended Sept. 19. Deaths are counted as COVID-19 deaths if they occurred within 28 days of a positive COVID-19 test. Totaling the figures in the table shows that 2,284 of the 3,158 deaths during the period, or 72%, occurred among fully vaccinated people. But the same table, along with another graphic in the report, show that deaths occurred at a far higher rate among unvaccinated people. The table reports the rate of deaths — that is, the number of COVID-19 deaths per 100,000 people. The rate for people under age 18 was zero for both the vaccinated and the unvaccinated. But for each of the other seven age groups, the rate of death was higher for unvaccinated people than for vaccinated people. For example, for people age 80 and over, the rate among unvaccinated people was 156 deaths per 100,000 people — more than three times higher than the 49.5 for the vaccinated. The difference was highest among people age 50 to 59. In that group, the rate was 12.4 deaths per 100,000 people among the unvaccinated, compared with 1.4 deaths among the vaccinated, or more than eight times higher. The report also says estimates suggest that vaccinations prevented 123,000 deaths as of Sept. 17. ""In the context of very high vaccine coverage in the population, even with a highly effective vaccine, it is expected that a large proportion of cases, hospitalizations and deaths would occur in vaccinated individuals, simply because a larger proportion of the population are vaccinated than unvaccinated and no vaccine is 100% effective,"" the report says. ""This is especially true because vaccination has been prioritized in individuals who are more susceptible or more at risk of severe disease."" The report shows vaccination rates exceeding 90% among certain age groups, including those age 70 and above. ""The important thing is the percentage of vaccinated people who get severe disease versus unvaccinated people who get severe disease, and we know from those statistics that the vaccines are protecting people really well,"" said virologist Emily Bruce, a professor in microbiology and molecular genetics at the University of Vermont. Berenson said that in the United Kingdom, ""70-plus percent of the people who die now from COVID are fully vaccinated."" The figure he cited does not apply to the entire U.K., only England. But a high percentage of COVID-19 deaths in England occurred among fully vaccinated people largely because high percentages of Englanders are vaccinated, especially older people who are more likely to die from illness.  Moreover, the report Berenson cited shows that the unvaccinated are still much more likely to die from COVID-19: The COVID-19 death rate — the number of deaths per 100,000 people — is much higher among unvaccinated people than vaccinated people. We rate the claim False.",/factchecks/2021/oct/29/alex-berenson/covid-19-death-rate-england-much-higher-among-unva/
"['National', 'Criminal Justice', 'Fake news', 'Tweets']","
No, Marjorie Taylor Greene didn’t tweet about ‘flimsy circumstantial evidence’ related to Jan. 6
","As the special House committee investigating the Jan. 6 attack ramps up its examination into the riot, people are sharing a tweet attributed to Rep. Marjorie Taylor Greene, R-Ga., that appears to show her nervously responding to reports that members of Congress may have been in contact with organizers of the protest that led to the riot. The tweet reads: ""People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America."" The fabricated tweet comes days after Rolling Stone published a story that reported some Jan. 6 protest organizers are in communication with congressional investigators regarding what they claim was the involvement of multiple members of Congress, including Greene or members of her staff, as well as Trump White House staff, in planning the day’s activities. Responding to the story, Greene has maintained she had no involvement in protest planning.  There have been no credible reports or trending Twitter responses about the fabricated tweet, and no such post appears on Greene’s Twitter timeline.  The message also doesn’t show up in the PolitWoops database, which keeps track of politicians' deleted tweets. Greene’s spokesperson, Nick Dyer, confirmed to PolitiFact that the tweet is a ""fake, doctored image.""  We rate it Pants on Fire!",/factchecks/2021/oct/28/tweets/no-marjorie-taylor-greene-didnt-post-tweet-about-f/
"['Climate Change', 'Energy', 'Transportation', 'Iowa', 'Randy Feenstra']","
Biden Administration predicted liquid fuel for cars to outlast 2050
","President Joe Biden was in Michigan’s auto industry hub on Oct. 5 when he said, ""the whole world knows that the future of the auto industry is electric."" Rep. Randy Feenstra, R-Iowa, had a quick response, writing on Twitter: "".@POTUS no it’s not — in fact, your own administration published a study concluding 4/5 new cars on the road by 2050 will still require liquid fuels ... ""It’s past time Biden lives up to his promise to expand clean-burning #biofuels. Don’t mess with the RFS!"" Feenstra is correct about the share of cars in the United States projected to use liquid fuels. The U.S. Energy Information Administration’s 2021 Annual Energy Outlook report, which projects the nation’s environmental plans through 2050, says about 79% of new vehicle sales will be powered by liquid fuels — gasoline and blends that include up to 85% ethanol — in 2050. They accounted for 95% of sales in 2020, the report states. PolitiFact contacted Feenstra’s communications staff over 10 times for comment but did not receive a response. However, Feenstra’s tweet shared the link to his sourcing, and on page 15, the federal report notes that, while electric energy’s biggest demand growth area is transportation, the share will be small — less than 3%: ""Current laws and regulations are not projected to induce much market growth, despite continuing improvements in electric vehicles (EVs) through evolutionary market developments. Both vehicle sales and utilization (miles driven) would need to increase substantially for EVs to raise electric power demand growth rates by more than a fraction of a percentage point per year."" And, on the report’s page 26: ""Because most light-duty vehicles have internal combustion engines, motor gasoline remains the major transportation fuel through 2050 as personal travel returns to pre-pandemic per-driver levels in the longer term.""  While 2050 is 29 years down the road, Biden did not state in Michigan a time limit on when he thinks electric power would come close to liquid fuels’ share of the automobile market. Nor did he state in detail what that future for electric power for automobiles would be. His administration’s Annual Energy Outlook reports that it is not predicting future energy use; rather it is a projection based on assumptions and methodologies that can be changed when subjected to changes in technology, demographics and resources. The report also notes that it is a response to the Department of Energy Organization Act of 1977. That law requires the U.S. Energy Information Administration to produce annual reports on trends and projections for energy use and supply, the report notes. But Feenstra was precise with his facts, and is not alone reminding Biden to support biofuels. Other Iowa congressional members, Republican and Democrat, have pushed for biofuels support, regardless of who is president. So has the biofuels industry. The reason? Iowa leads the nation when it comes to producing biofuels from farm crops. It has capacity to produce 4.6 billion gallons, double the 2.3 billion in the No. 2 state, Nebraska. While we focused this story on predicted biofuels use in vehicles, it’s worth noting that Biden promised support for biofuels in a Sept. 9, 2020, campaign statement that criticized a pre-election policy reversal by then-President Donald Trump on biofuels. Trump’s reversal led to his administration’s rejection of oil refinery industry requests to be exempt from requirements to blend certain amounts of ethanol and biodiesel in gasoline: ""A Biden-Harris Administration will fight for family farmers and revitalize rural economies — from keeping our promises to farmers by ushering in a new era of biofuels, to investing in the broadband infrastructure and rural health care access that families and communities need,"" the Biden statement read. Trump reversed course again and approved on Jan. 19, 2021, just before leaving office, three biofuel waivers for refineries. Feenstra said the Biden Administration predicts that four out of five new cars on the road will require liquid fuels in 2050 and he cites the source. That source, a report from the Biden Administration, states that 79% of vehicles on the road will require liquid fuels by 2050.  We rate Feenstra’s statement to be True. ",/factchecks/2021/oct/28/randy-feenstra/biden-administration-predicted-liquid-fuel-cars-ou/
"['Facebook Fact-checks', 'Coronavirus', 'Instagram posts']","
No, Jen Psaki didn’t talk about the mark of the beast in this press conference
","Social media users are sharing a clip of an old press conference with White House Press Secretary Jen Psaki and suggesting that the Biden administration is now openly talking about ""the mark of the beast,"" an allegiance to Satan as told in the New Testament that some people associate with the COVID-19 vaccine.  In a short video of Psaki responding to a reporter’s question about a shift in tone when talking about unvaccinated people, she says: ""What you heard the president convey yesterday is the next steps that he is taking using every lever of government to reduce sicknesses, to reduce hospitalizations, to protect more people, and save more lives.""  But text over the video says: ""Protect ‘marked’ people…""  ""They are openly saying this is the mark of the beast now,"" one person sharing the video said.  This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Psaki didn’t say ""marked"" people. She said ""more"" people. It’s clear in the video, and it’s clear from the context of her statement. She goes on to say,  ""There are many people in this country who aren’t vaccinated"" and that ""we’ve also seen, during this time, the delta variant, a transmissible variant, pose greater risk, put more people in hospitals."" The White House transcript of this Sept. 10 press briefing reflects that Psaki said ""more,"" and not ""marked."" So does this transcript from Factba.se, which is unaffiliated with the White House.  We rate this post False.",/factchecks/2021/oct/28/instagram-posts/no-jen-psaki-didnt-talk-about-mark-beast-press-con/
"['National', 'Facebook Fact-checks', 'New York', 'Instagram posts']","
No, a church in upstate New York didn’t get a liquor license. The report is fake.
","Have you ever wanted to sip on a few cocktails during Sunday church?  Well, an image of a newspaper headline being shared online would have you believe you could do just that in upstate New York. ""True Bethel Baptist Church becomes the first church in NYS to receive a Liquor License: Rev. Darius Pridgen thanks Mayor Brown,"" reads what appears to be the lead headline on the front page of the Buffalo News newspaper. The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) We could find no credible reports, from Buffalo News or any other news organization, that the church was granted a liquor license. A query on the New York State Liquor Authority website also showed no results. True Bethel Baptist Church told PolitiFact that it does not have a liquor license and that the image reflects a fake report.  We rate this Pants on Fire!",/factchecks/2021/oct/28/instagram-posts/no-church-upstate-new-york-didnt-get-liquor-licens/
