tags,sub_header,text_body,sources,quote_href
"['Colorado', 'Texas', 'Coronavirus', 'Lauren Boebert']","
Texas has recorded COVID deaths since removing its mask mandate — thousands of them
","U.S. Rep. Lauren Boebert, a Republican of Colorado, invoked Gov. Greg Abbott's repeal of the state's mask mandate to illustrate how Republicans, and not Democrats, are basing COVID-19 policies on science.   During a May 19 interview on Dr. Gina Prime Time with host Gina Loudon, a conservative TV personality on the web-based network Real America’s Voice and former campaign surrogate for President Donald Trump, Boebert and Loudon blasted House Speaker Nancy Pelosi, D-Calif., over Democrats' mask rules  House rules state that, until all members and staff are fully vaccinated, masks are required on the House floor and in committee meeting rooms, with fines of $500 for the first offense and $2,500 for the second offense, Politico reported.   As of May 14, all House Democrats reported having received a COVID-19 vaccine. Ninety-five of the 212 Republican House members reported being vaccinated, with 112 Republicans not responding to a survey, according to CNN.  Boebert was one of many House Republicans who joined a maskless protest within the House chamber alongside a dozen other members, including Texas representatives Chip Roy, Beth Van Duyne and Louie Gohmert, according to Politico. Their protest argued that leaving the mask-wearing rules in place contravened the latest guidelines released by the U.S. Centers for Disease Control and Prevention, which eased face covering guidelines for vaccinated people. ""It just goes to show that this party’s ‘follow the science’ slogan is a total joke,"" Boebert said.  Then she referenced Abbott's move to lift the statewide mask rules effective March 10 as part of an effort to ""open Texas 100%.""  ""Texas removed their mask mandate two months ago, and sleepy Joe called it Neanderthal thinking,"" she said. ""No sir. Republicans are just following the science. And since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one."" A look at the state’s COVID-19 dashboard shows that, although daily fatality numbers are decreasing, more than 3,000 Texans have died of the coronavirus since the mask mandate was lifted. That’s about 6% of the 50,000 deaths Texas has recorded since the beginning of the pandemic.  This total also does not include fatalities from May 23 to date, which have not yet been recorded by the state. And totals from May 10 onward are still trickling in because, according to a Texas Department of State Health Services spokesperson, it takes around 10 days, on average, for funeral homes and medical officials to submit death certificates.   About 34% of Texans, or around 9.9 million people, have been fully vaccinated, according to state data. Health officials have said that between 75% and 95% of the state population need to be vaccinated in order to achieve herd immunity.   Boebert represents Colorado’s 3rd Congressional District, which comprises the western swath of the state, home to a smattering of ski resorts, national forest, ranches and coal-mining towns, according to the Associated Press. Boebert defeated longstanding Republican Rep. Scott Tipton in 2020 after accusing Tipton of not being sufficiently pro-Trump. Her far-right views are centered around gun rights, and she owns a restaurant where servers openly carry firearms.  Her spokesperson, Ben Stout, did not respond to requests for comment.   Boebert said during a May 19 interview with Gina Loudon that, since Texas removed its mask mandate, the state ""has not reported a single COVID death. Not one.""  A quick look at the state-run COVID-19 dashboard, which tracks coronavirus cases, deaths and other metrics, shows that more than 3,000 Texans have died of COVID-19 since Abbott lifted the mandate on March 10.   We rate this claim Pants on Fire. ",[<zip object at 0x000002809C0BAF80>],/factchecks/2021/may/25/lauren-boebert/texas-has-recorded-covid-deaths-removing-mask-mand/
"['Israel', 'Facebook Fact-checks', 'Viral image']","
This is not a video of Israel’s ‘Iron Dome’
","Israel’s Iron Dome anti-missile defense system has intercepted rockets from Gaza but a video clip that’s being shared on social media does not show the technology in action.  Gunfire rumbles in the clip that was posted on Facebook on May 22 with this title: ""OMG!!! Israel’s defense system.""  Some social media users were rightly not convinced.  ""Video game,"" one person wrote.  This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The clip is from a video game called Arma 3.  A longer clip of the game was posted on YouTube on Jan. 24 and described as a simulation of shooting down a hostile jet.  On May 14, someone posted a shorter clip of the video and wrote that it was a ""created simulation"" in Arma 3.  ""The graphics of Arma are very good, it almost looks like real life,"" the post says.  The public relations manager for Bohemia Interactive, the company that makes the game, told Lead Stories that the footage in the post is an altered version of the company’s game.  We rate claims that it shows Israel’s defense system False.",[<zip object at 0x0000028096E414C0>],/factchecks/2021/may/25/viral-image/not-video-israels-iron-dome/
"['Deficit', 'State Budget', 'Wisconsin', 'Wisconsin Republican Legislative leaders']","
Yes, Evers’ proposed budget would return the state’s general fund to a deficit
","Wisconsin’s state government is diving into another battle over how its budget will look for the upcoming two-year period.  In February, Gov. Tony Evers, a Democrat, proposed a $91 billion spending plan for 2021-23, seeking to expand Medicaid, roll back Act 10-era collective bargaining limits, legalize marijuana and raise the minimum wage -- among scores of other items intended to put the state back on its feet after the coronavirus pandemic.  On May 6, 2021, the Republican-controlled Joint Finance Committee stripped nearly 400 items from Evers’ budget, with the co-chairs saying it included ""a tremendous amount of excessive spending, pet projects, tax increases and divisive non-fiscal policy.""  Democrats say Evers’ budget would fix long-standing problems in the state and honor measures that are widely popular with voters. But Republicans say their plan would keep Wisconsinites from facing a higher tax burden.  They’ve also argued that the governor’s budget would send the state’s general fund back into a deficit based on a common accounting standard, after its 2019-21 budget created the first positive balance by that standard that the general fund had seen since 2000.  Staff of Sen. Howard Marklein, R-Spring Green, created a chart showing as much that several members of the Republican caucus have shared on social media.  Is the claim correct?  Let’s dig in.  The chart cited depicts Wisconsin’s general fund deficit dating back to 2000, at which time the deficit totaled around $1 billion based on Generally Accepted Accounting Principles, or GAAP.  The line peaks in fiscal year 2010-11, when the general fund deficit was nearly $3 billion, by this measure.  In 2020, the chart shows a negative deficit — or rather, a positive general fund balance. An arrow then indicates that Evers’ proposed 2021-23 budget would return the general fund to a deficit.  ""Gov. Evers’ budget is a ‘bounce back’ to larger GAAP deficits,"" Sen. Duey Stroebel, R-Saukville, tweeted along with the chart on April 7, 2021. Adam Gibbs, communications director for the office of Senate Majority Leader Devin LeMahieu, R-Oostburg, provided an analysis from the nonpartisan Legislative Fiscal Bureau that bears some of the claim out.  The analysis, which Marklein requested in December 2019, indeed shows the state’s general fund had been in deficit since 2000, with the largest — $2.99 billion — during fiscal year 2010-11. It ends with fiscal year 2017-18, at a $1.25 billion deficit.  The general fund deficit for the following year is detailed in Wisconsin’s Comprehensive Annual Financial Report. In 2019, it was just under $800 million in deficit.  In 2020, the tide turned and the general fund reached $1.5 million under those standard accounting principles, according to the Comprehensive Annual Financial Report for the fiscal year ending June 30.  At the time, Evers credited his government for working on issues important to Wisconsinites ""without running up the state’s credit card."" It was the first time Wisconsin had reached a positive GAAP fund balance since the state began issuing the comprehensive annual financial reports, he said.  Evers’ 2021-23 budget in brief, released in February 2021, outlines a return to the general fund deficit over the next two years.  In 2021, the estimated closing GAAP fund balance is still positive, at about $921 million. In 2022, it’s estimated at a deficit of nearly $2 million. In 2023, the estimated deficit is about $938 million.  This deficit doesn’t mean the state’s budget isn’t balanced — in fact, Wisconsin is required by law to pass a balanced budget where estimated revenues are at least equal to estimated expenditures.  The GAAP system, however, counts future expenditures at the time that the state commits to spending on them, even if they won’t be paid until the next budget cycle. The state’s other method of accounting, called cash modified accrual, doesn’t count expenditures until it comes time to pay them. Members of the state’s Republican caucus claim that Evers’ proposed budget would return the state to a GAAP fund deficit, after its first positive balance in the fund in decades in the biennium prior.  The Legislative Fiscal Bureau analysis shows the fund’s deficit through fiscal year 2018, and the state’s annual financial report shows it turning around in 2020. In the Department of Administration’s estimation of the next two years, the deficit would return in 2022 and persist through 2023.  We rate this claim True.     ",[<zip object at 0x00000280975B8F40>],/factchecks/2021/may/25/wisconsin-republican-legislative-leaders/yes-evers-proposed-budget-would-return-states-gene/
"['Public Health', 'Pundits', 'Facebook Fact-checks', 'PunditFact', 'Coronavirus', 'Instagram posts']","
Were Democratic lawmakers 'caught' maskless at White House? This needs context
","Social media accounts popular with conservatives are claiming that a clip of lawmakers at a recent White House event shows ""Dems caught not wearing masks."" ""It’s not about your health,"" says the text on the video, which was shared widely on Instagram, including by One America News Network, a pro-Trump outlet. ""It’s about control."" Instagram posts sharing the video were flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  The video, made from a 12-second clip posted by the Recount, shows Sen. Raphael Warnock, D-Ga., House Speaker Nancy Pelosi, D-Calif., Attorney General Merrick Garland and other politicians mingling in the White House. The group gathered as President Joe Biden signed into law a bill meant to address the rise in hate crimes against Asian Americans during the pandemic.  President Joe Biden smiles after signing the COVID-19 Hate Crimes Act in the East Room of the White House on May 20, 2021, in Washington. (AP) The video is missing critical context: The Democrats present were acting in accordance with the Centers for Disease Control and Prevention’s recently updated guidance for fully vaccinated Americans, which as of May 13 said vaccinated people could gather indoors without masks and without physically distancing. The people in the video were not ""caught"" violating any mask mandate. ""Fully vaccinated people no longer need to wear a mask or physically distance in any setting, except where required by federal, state, local, tribal, or territorial laws, rules, and regulations, including local business and workplace guidance,"" the agency said. The White House emailed staff the day the guidance was updated to say that those who were fully vaccinated would no longer be required to wear masks, according to reports. CNN reported soon after that 100% of Democratic lawmakers in the House and Senate had been vaccinated. The crowd at Biden’s event also included Sen. Susan Collins, R-Maine, who co-wrote the legislation, and whom Biden thanked in his remarks.  ""The nicest part is being able to shake hands again and to see people's smiles,"" Collins said. The Wall Street Journal reported that the event was open to 68 seated guests, plus a few dozen staff and journalists. Fact-checkers at Lead Stories and the Dispatch also determined that the video saying Democrats at the event were ""caught not wearing masks"" was missing context. The Instagram posts are partially accurate — the Democrats were together without masks — but the videos also leave out important details and take things out of context. The Democrats were acting in line with the CDC’s guidelines and White House policies for fully vaccinated individuals. We rate this post Half True.",[<zip object at 0x0000028097CE0F80>],/factchecks/2021/may/24/instagram-posts/video-maskless-democratic-lawmakers-was-captured-a/
"['National', 'Education', 'Federal Budget', 'Science', 'Josh Mandel']","
Fish treadmills, earthquake-proof gingerbread houses? Not so fast
","Josh Mandel, an Ohio politician who describes himself as the first statewide Ohio official to support former President Donald Trump, voiced concern over government waste. ""The federal government spent over $500k trying to force fish to exercise on treadmills, an additional $150k to see if gingerbread houses are earthquake proof, and that’s just the tip of the iceberg,"" Mandel tweeted May 21. ""Wasteful spending is robbing America’s future, it must be exposed and stopped!"" The federal government spent over $500k trying to force fish to exercise on treadmills, an additional $150k to see if gingerbread houses are earthquake proof, and that’s just the tip of the iceberg.Wasteful spending is robbing America’s future, it must be exposed and stopped! Mandel’s warnings come a bit late. Former Arizona Republican Sen. Jeff Flake listed them in his 2017 Wastebook.  The fish project, funded with $560,536 from the National Science Foundation, took place at the University of California-San Diego Scripps Institution of Oceanography. Mudskipper fish, a sort that can live and walk out of water, were put in a chamber and placed on a well-moistened treadmill. Researchers found that the fish could exercise longer when oxygen levels were higher. They took this to suggest that rising oxygen levels sped the emergence of animals on land hundreds of millions of years ago. The project lasted from 2009 to 2013. What Mandel took to be a test of earthquake readiness was actually a twist on the traditional gingerbread house at the Oregon Museum of Science and Industry. In 2016, for a price of $25 per house, adults spent an evening hearing architects describe how buildings are designed to withstand earthquakes. Then, participants had a chance to design, build and test their own quake-proof gingerbread house. They put their creations on a shaking platform and watched if it held up or crumbled. ""We have long considered a holiday-themed program for OMSI and this was the perfect fit, marrying food science with a beloved holiday tradition,"" said Andrea Edgecombe, the museum’s event director, in 2016. Mandel made too much of the federal contribution to the party, however. According to museum president Erin Graham, the gingerbread workshops were part of a larger effort to make use of the museum’s café outside of typical lunchtime hours.  ""The project funds spent on the workshops was only $3,432,"" Graham said. On average, the federal government sends the Oregon museum a grant in the neighborhood of $150,000 per year. The purpose is to ""strengthen the ability of an individual museum to serve the public more effectively."" The money is matched with local and state dollars. In the 2017-18 period for example, Washington’s $149,820 was matched with $164,893 from other sources. The gingerbread earthquake class proved to be popular, so the museum continued to offer it through at least 2018. We tweeted to Mandel to ask him about the lateness of his heads-up on Washington profligacy. We did not hear back, but if we do, we will add his comments to this piece. Mandel warned about wasteful spending, and cited the examples of $500,000 on a treadmill for fish and $150,000 to see if gingerbread houses are earthquake-proof. Waste is in the eye of the beholder, but Mandel failed to notice that the fish experiment was part of research into the evolution of life on land. It ended in 2013. He blamed the federal government for funding a museum class that injected a bit of fun into learning about resilient building design. But he greatly exaggerated the federal impact; Washington covered about $3,400 of the workshop, not the $150,000 he said. Mandel recycled old complaints, and mischaracterized what was funded. We rate this claim Mostly False.",[<zip object at 0x0000028096747AC0>],/factchecks/2021/may/24/josh-mandel/fish-treadmills-earthquake-proof-gingerbread-house/
"['Ohio', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']","
No, an Ohio doctor didn’t die from the COVID-19 vaccine
","On April 27, an Ohio plastic surgeon named Thomas Flanigan died. His obituary, which went viral, did not list a cause of death. But some social media users took it upon themselves to suggest that he died because of the COVID-19 vaccine he received.  Two screenshots have been shared side-by-side on Facebook. On the right is an image of the obit. On the left is a Feb. 3 Facebook post from Flanigan. In a photo, he’s holding up his COVID-19 vaccination card. ""Second dose. The microchip is working just fine,"" he joked. ""My mind is slowly being taken over by the hive mind. We are just fine. Resistance is futile.""   Some posts that connect the vaccine to his death chafe at his teasing. One person wrote that he died after mocking the people who are trying to warn the world about an experimental vaccine.  ""Death is never funny,"" someone else said. ""Thomas obviously had a good sense of humor, whether he was mocking us or not. RIP Thomas, wish you didn’t risk your life for a science experiment. It’s one mistake you can never take back."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Claims that Flanigan died because of the COVID-19 vaccine are unfounded.  We didn’t find any credible evidence that this is true. No news stories mention or suggest this. On May 10, the Toledo Blade reported that Flanigan died ""of an undetermined medical issue.""  Still, discussion of Flanigan’s supposed vaccine-induced death continued on a funeral home’s website where visitors could leave their condolences for his family.  We reached out to the funeral home to ask about the Facebook posts but didn’t hear back. However, comments about the COVID-19 vaccine that were left on the tribute page appeared to have been deleted after PolitiFact contacted the business.  And Flanigan’s wife, Amy Flanigan, told USA Today that his death was not related to the vaccine. Her husband died from an undiagnosed aortic dissection, she said. The often fatal condition happens when the inner layer of the aorta tears. We rate claims that he died from the COVID-19 vaccine False.",[<zip object at 0x0000028097490B40>],/factchecks/2021/may/24/facebook-posts/no-ohio-doctor-didnt-die-covid-19-vaccine/
"['Facebook Fact-checks', 'Viral image']","
No, Chelsea Clinton didn’t tweet this about Bill Gates
","Recent news reports have revealed that Microsoft co-founder Bill Gates had an affair with an employee in 2000. But what looks like an oblivious tweet from Chelsea Clinton, daughter of former President Bill Clinton, who had his own workplace affair, is fake. This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) ""The more I hear about Bill Gates behavior the more ashamed for him I feel,"" reads what looks like a screenshot of a tweet from Clinton’s verified Twitter account. What kind of man pursues a physical relationship with an underling and has relations with her in their office???"" We searched Clinton’s Twitter account for mentions of Gates and found none that resemble the tweet in the Facebook post, though she has mentioned him about 10 times over the years, including a November 2013 tweet promoting a Wired magazine story about ""the ‘Bills’ — my father @BillClinton and @BillGates.""  We also looked more broadly online for credible evidence that Clinton sent this tweet and we found none. Ordinarily if someone tweets something and then deletes it, there are still traces of the scrubbed message in Google search results, but that’s not the case here.  Doctored tweets are not uncommon. If a public figure like Clinton had actually said this about Gates, someone she has praised in the past, it would likely have drawn widespread news coverage but, like the tweet, that doesn’t exist either.  We rate this post Pants on Fire.",[<zip object at 0x0000028096F20600>],/factchecks/2021/may/24/viral-image/no-chelsea-clinton-didnt-tweet-about-bill-gates/
"['Education', 'Elections', 'Illinois', 'Robert Martwick']","
Yes, large majorities support elected Chicago school board
","For the first time in Chicago’s history, voters would get a say in who runs the city’s school board under two competing proposals now before the state legislature. One calls for a fully elected board of education, and the other for a ""hybrid"" model splitting the school board into some elected members with the majority still appointed by the mayor. In an interview with The Daily Line’s ""CloutCast"" podcast, the state senator sponsoring the fully elected school board plan addressed his opponents by pointing to referendums, surveys and previous House floor votes showing overwhelming support of a fully elected board. ""The idea that there is opposition to this, it is super-minority opposition,"" said state Sen. Robert Martwick, a Chicago Democrat who has pushed for a fully elected board for years. ""It’s just a couple of loud voices."" Is the record of support for a fully elected school board as strong as Martwick described? We decided to find out. For 150 years, the Chicago Board of Education has been chosen through a political appointment process headed by the city’s mayor. That stands in contrast to over 90% of school districts nationwide, according to a 2016 Pew Charitable Trusts study. There is no consensus among researchers about which form of governance fosters better student performance or fiscal management, however, the Pew study noted. And school boards in some other major cities, such as New York, are run by appointed members too. Still, overwhelming majorities of Chicagoans have long favored a switch. The Chicago Tribune published the results of a 2011 Tribune/WGN-TV poll that found 77% supported an elected board. A 2015 Tribune poll found roughly the same level of support. And last month, Crain’s Chicago Business released the finding Martwick cited during the podcast: 79% of business executives surveyed backed his proposal for a board elected by citizens in 20 districts across the city. Chris Mooney, a state politics expert at the University of Illinois’ Institute of Government & Public Affairs, cautioned that surveys on questions like this don’t necessarily show the depth of public support for or understanding of a policy change, however. If you ask voters whether they favor an elected school board, Mooney said, the answer will be, ""‘yeah, well of course, why wouldn't we? It’s America, we have democracy.’"" Martwick said he believes democracy is what’s at stake. ""People say, ‘Oh, well this’ll fix all of our financial problems?’ Didn't say that. ‘Provide for better student outcomes?’ Didn't say that either,"" Martwick told us in a phone interview. ""It’s about the ability to choose my government and hold them accountable."" Chicago voters also have backed the chance to have that kind of say in two non-binding referendums. Ahead of both elections, then-Mayor Rahm Emanuel and his allies blocked the question from appearing citywide, but the Chicago Teachers Union and other supporters were able to collect enough signatures for it to appear on ballots in some parts of the city. In 2012, the elected school board question received 87% support in 327 precincts, and in 2015, 89% of voters in 37 wards backed it. The measure also received near-unanimous support in previous years when it came up for votes in the General Assembly, which would have to pass a bill changing state law in order to alter how the board is governed. In 2016, 2017 and 2019, the House voted to approve Martwick’s plan for a 21-member fully elected board, by margins of 110-4, 105-9 and 110-2, respectively. A modified version calling for fewer members and an independent commission to draw district maps also passed the Senate 53-2 in 2017, but was never taken up by then-House Speaker Michael Madigan. Asked why the bill has languished in Springfield for all these years despite its popularity, Martwick told us the short answer is ""politics."" Emanuel, he said, ""had a lot of influence over the process and he was able to stall that bill successfully in the Senate."" Opponents of an elected school board have traditionally argued a school board appointed by an elected mayor offers a good balance between efficiency and accountability. Mayor Lori Lightfoot, who supported an elected school board during her campaign, opposes Martwick’s plan and has called a 21-member board ""unwieldy."" The city’s counter proposal would create a board of seven members and later grow to 11, a minority of whom would be elected by voters. State Sen. Kimberly Lightford is sponsoring that bill. The mayor would appoint five, and later eight, of the members. One version of Martwick’s plan passed the House 71-39 last month, with all Chicago-based legislators voting in favor of it. Following that vote, Senate President Don Harmon promised to put a bill creating an elected Chicago school board on Gov. J.B. Pritzker’s desk this year. However, Harmon has asked the sponsors of the different proposals to first work toward a compromise that would transition the board from appointed to elected members gradually rather than immediately. Martwick said opposition to letting voters pick who sits on Chicago’s school board is in the ""super minority."" For support, he pointed to surveys, referendums and House floor votes all overwhelmingly favoring an elected board. Several older polls Martwick did not mention garnered similar results, as did a vote on a modified version of his plan in the state Senate. A recent House vote on the measure this year also gained majority approval. We rate Martwick’s claim True. TRUE — The statement is accurate and there’s nothing significant missing. Click here for more on the six PolitiFact ratings and how we select facts to check.",[<zip object at 0x000002809C139100>],/factchecks/2021/may/23/robert-martwick/yes-large-majorities-support-elected-chicago-schoo/
"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'TikTok posts']","
No, video doesn’t prove AstraZeneca COVID-19 vaccine contains Bluetooth chip
","A debunked claim from the early days of the pandemic — that the COVID-19 vaccines contain microchips — is spreading anew online, courtesy of a TikTok video circulating across platforms. ""AstraZeneca Bluetooth side effect,"" says the text on the two-part TikTok video, which shows a man who claims that his body has been connecting to Bluetooth-enabled devices ever since he got the AstraZeneca shot. One hashtag on the video: ""#chipped."" The ingredients for the AstraZeneca COVID-19 vaccine are publicly available online, including on government websites where the vaccine is approved for use, such as Australia, Canada and the United Kingdom. (The vaccine has not been authorized for emergency use in the U.S.) It does not contain anything related to Bluetooth technology or microchips. PolitiFact has fact-checked several claims alleging that the vaccines contain microchips, all inaccurate. Yet, the viral TikTok video has been reposted to Instagram, YouTube and other platforms. The posts were flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.)  Conspiracy theories about microchips in the COVID-19 vaccines have been so persistent that the U.S. Centers for Disease Control and Prevention addressed them in a vaccine safety FAQ. ""There may be trackers on the vaccine shipment boxes to protect them from theft, but there are no trackers in the vaccines themselves,"" the agency wrote. This two-part TikTok video adds a new wrinkle to the false narrative, with the man in the video claiming his body is connecting to Bluetooth-enabled devices as a result of the vaccine. In the first part of the video, the man sits at a counter and talks about the side effects he felt after getting his vaccine. The camera focuses on his smartphone, which then shows a notification for a ""Bluetooth pairing request"" from a device titled ""AstraZeneca_ChAdOx1-S."" ""The only problem is that everywhere I go, everywhere I go, everything is trying to connect to me now, like Bluetooth connectivity,"" the man says before showing his phone. ""I got Bluetooth connectivity. I get in the car, my car is trying to connect to me. I go home, my computer is trying to connect. My phone is trying to connect. Like everything, all the time."" In the second part of the video, the man is sitting at the same counter but wearing a different outfit. He approaches a TV, and the TV says, ""Connecting to AstraZeneca_ChAdOx1-S."" But the TikTok video doesn’t prove what it claims to.  First, Bluetooth-enabled devices can typically be renamed as the user sees fit, and any other device could be triggering the notifications in the video. Second, microchips are too big to fit into the COVID-19 shots. ""A microchip is about 0.5 inches long,"" said Dr. Paul Offit, chair of vaccinology at the University of Pennsylvania’s Perelman School of Medicine. ""That wouldn’t fit through the end of a needle."" The video resembles other recent postings by social media users who claimed, falsely, that they were able to stick magnets to their arms because of microchips in the vaccines.  As PolitiFact and other fact-checkers reported, there’s nothing magnetic or metallic in the vaccines. ""It’s protein and lipids, salts, water and chemicals that maintain the pH,"" Thomas Hope, a vaccine researcher at Northwestern University, told AFP. ""That’s basically it. AstraZeneca did not respond to requests for comment. A TikTok video claims the AstraZeneca COVID-19 vaccine contains a Bluetooth microchip. There’s no support for that claim. The ingredients for the AstraZeneca vaccine do not include Bluetooth technology. Claims that the vaccines contain microchips have been widely debunked.  What’s more, Bluetooth enabled devices can be renamed as users see fit — and there’s no evidence the man’s body is responsible for the notifications shown in the video. We rate this video False.",[<zip object at 0x0000028096F20DC0>],/factchecks/2021/may/21/tiktok-posts/no-video-doesnt-prove-astrazeneca-covid-19-vaccine/
"['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']","
No, getting a COVID-19 vaccine won’t expose you to high amounts of electromagnetic radiation
","Electromagnetic field detectors have long been associated with tracking and hunting ghosts — and now social media users claim to have found another use for these devices. ""EMF reader on a v site"" reads the title of a video posted on Facebook, referring to the site of someone’s vaccine injection. The video starts with a woman pointing a hand-held device labeled ""electromagnetic radiation tester"" at her own arm. ""This is my arm,"" she says, focusing the camera on the device’s readout screen, which shows ""E-field: 0 V/m,"" meaning volts per meter. Below that, the screen on the device reads, ""safe."" In the video comments, the woman writes that she is not vaccinated against COVID-19.  Next, she points the tester at a Bluetooth speaker and the device beeps, a red light blinks and the screen shows an ""E-field"" between 53 and 58. The screen also switches to ""harmful,"" instead of safe. The electromagnetic radiation tester has a similar response to being pointed at a charging port, with readings over 200. Finally, the narrator turns the device to another person who indicates he received a COVID-19 vaccine at a designated spot on his arm. When she points the tester at his arm, the device begins beeping, and the red light flashes. The screen shows an ""E-field:"" between 116 and 134 — which the device classified as ""harmful."" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Despite what the video implies, experts say there’s no way that a COVID-19 vaccine could contribute to the creation of an electromagnetic field that would set off an EMF detector. Dr. Gregory Poland, head of the Mayo Clinic’s Vaccine Research Group, said there is ""absolutely nothing in the vaccines that could do this."" Dr. Stuart Ray, a professor in the Division of Infectious Diseases within the Johns Hopkins University Department of Medicine, explained that ""all things emit EMF — because EMF is any radiation and everything radiates energy unless it’s at absolute zero."" (He is referring to the temperature absolute zero, or -459.67 degrees Fahrenheit.)  With this in mind, Ray said it is possible that a human body could emit some sort of radiation — and experts confirm that all things, including human bodies, emit radiation.  ""But there is nothing at all in a vaccine that we would expect to change the amount of radiation that somebody gives off,"" Ray said.  He also specified that the COVID-19 vaccines would not impact the amount of someone’s radiation. ""There’s nothing that sets them apart in this way because the (COVID-19) vaccines use the person’s own biological machinery to generate an immune response, and that same machinery is running all the time,"" Ray said. ""The process that is triggered is a usual process that is triggered for the immune system and involves no particular radiation."" Upon watching the video, Ray said, ""You can get anything to happen on a video.""  Based on his background with physics, he said: ""I’m confident that what they’re doing is somehow misleading,"" because the COVID-19 vaccines would not cause the readings on video. PolitiFact found the electromagnetic radiation tester that appears to be used in the video. It is advertised as capable of detecting electric fields in volts per meter and magnetic fields in microteslas. In the video, the electromagnetic radiation tester is registering only small electric fields. No magnetic fields are detected. People are exposed to a variety of ""weak"" magnetic and electric fields every day because of ""the generation and transmission"" of electric appliances and telecommunications equipment, according to the World Health Organization.  The WHO says magnetic and electric fields influence the body — but only a limited amount.  ""Both electric and magnetic fields induce voltages and currents in the body but even directly beneath a high voltage transmission line, the induced currents are very small compared to thresholds for producing shock and other electrical effects,"" the WHO explains.  In addition, the organization says, ""Tiny electrical currents exist in the human body due to the chemical reactions that occur as part of the normal bodily functions, even in the absence of external electric fields.""  Overall, the WHO concludes that more than 30 years of research have not revealed evidence ""of any health consequences from exposure to low level electromagnetic fields."" Iowa State University summarized the issue in this fact sheet: ""Some measurable biological effects from exposure to very high levels of EMF can be detected. There is no scientific evidence that exposure to normal levels of EMFs has any health effect.""  A Facebook video attempts to show that putting an electromagnetic radiation detector near someone’s COVID-19 vaccination site shows that those who are vaccinated give off high amounts of electromagnetic radiation.  All human bodies give off some level of radiation, but experts say that the video is misleading because there is nothing in the COVID-19 vaccines that could impact the amount of radiation a person gives off.  What’s more, there is also no evidence that exposure to low-level electromagnetic fields puts someone’s health at risk. We rate this claim False.",[<zip object at 0x000002809A29A240>],/factchecks/2021/may/21/facebook-posts/no-getting-covid-19-vaccine-wont-expose-you-high-a/
