tags,sub_header,text_body,quote_href
"['Tennessee', 'Energy', 'Gas Prices', 'Stephen Fincher']","
Congressman says if one Alaskan reserve was opened, gas prices could drop back to $2 per gallon in five years
",,/factchecks/2012/jan/29/stephen-fincher/congressman-says-if-one-alaskan-reserve-was-opened/
"['Tennessee', 'Health Care', 'Stimulus', 'Voting Record', 'Tennessee Democratic Party']","
Democrats claim GOP doctor voted against check he presented to hospital
",,/factchecks/2012/jan/29/tennessee-democratic-party/democrats-claim-gop-congressman-roe-voted-against-/
"['Tennessee', 'Infrastructure', 'Steve Cohen']","
Steve Cohen pushes Democratic claim that U.S. has fallen behind on infrastructure
",,/factchecks/2012/jan/25/steve-cohen/steve-cohen-pushes-democratic-claim-us-has-fallen-/
"['Population', 'Texas', 'Gene Wu']","
Has one-third of Texas seen a 25% population loss?
",,/factchecks/2020/jan/10/gene-wu/has-one-third-texas-seen-25-population-loss/
"['Crime', 'Transportation', 'Wisconsin', 'Chris Abele']","
Milwaukee County Executive Chris Abele says county buses are no less safe now than a year or two ago
","
A spate of diametrically opposed claims about safety on Milwaukee County buses is the latest product of the increasingly bitter battle between Sheriff David A. Clarke Jr. and County Executive Chris Abele.

The sheriff, whose agency helps police buses, released videos of student fights to dramatize that, as he put it, ""a ride on a Milwaukee county bus has become a frightening experience.""

The bad news aboard or around buses in December 2011 included a fight culminating in an attack against a mother who was with a 2-year-old child, an assault against a driver, a road-rage episode and stunning footage of beatings of students.

Taking a somewhat longer view, Abele told reporters there is no disturbing new trend.

""I think he’s misrepresenting the facts,"" Abele told CBS 58 TV reporter. ""If the sheriff has given you the impression that transit is less safe than it was a year ago or the year before that, then he’s giving the wrong impression.""

We’ll focus on that two-year time period, but also peek at how Clarke can say incidents on buses have spiked five years in a row since 2006, while Abele cites a big drop comparing 2011 to 2006.

This dispute escalated to the point that Milwaukee Police Chief Ed Flynn stepped in to have his officers patrol buses, which prompted Clarke and Flynn to hammer at each other.

Both Clarke and Abele referred to data on ""incidents"" when we asked. But Clarke couldn’t show us numbers to back up his assertion of a five-year rise. Abele did produce transit system figures, but his claim of a drop comparing 2011 to 2006 is misleading because he compared the present to a high point.

In any event, the ""incidents"" figures are highly diluted. They include many hundreds of problems so minor -- sleeping on the bus, for example -- that neither law enforcement nor the transit system’s private security force was called in to deal with them.

So let’s stick to more serious incidents -- and Abele’s statement about the last two years. We’ll look at violence, lawbreaking and other security problems that required intervention by law enforcement or G4S, the private security company formerly known as Wackenhut.

Here’s our analysis of figures provided by the Milwaukee County Transit System (2011 figures are through Dec. 20).

Law enforcement responses: This is arguably the most important measurement, and the trend line goes up -- though in roller-coaster fashion around 600 responses per year.

Police were called in 12 percent more often in 2010 than in 2009, but those cases were on pace to fall about 5 percent in 2011 compared to 2010. So, buses were less safe this year than in 2009, but more safe this year than in 2010.

But if you look at the last two years mentioned by Abele, and compare the responses from the previous two years, they are up slightly, about 4 percent.

All responses: Counting all instances when police and/or private security was needed, incidents went up the last two years. This year, compared to 2009, they are up more than 13 percent.

Those are the broad numbers for police and private security responses. But there are hundreds of non-criminal episodes such as fare disputes included, though, so let’s take a closer look at the violent incidents.

Assaults and verbal altercations against passengers: Security was called -- and law enforcement sometimes dispatched --  in 150 such cases in 2011, up from 139 in 2010 and 106 in 2009. That’s two years in a row of increases, though it moderated in 2011, according to a report MCTS ran for us.

Assaults against drivers: This counts drivers struck by a person, but mainly by objects or fluids (such as spittle). There were 29 such incidents in 2009, 24 in 2010 and 25 this year. It’s fallen off more compared to 35 in 2008. There were six drivers struck by individuals in 2011, though not all of these cases were serious enough to warrant medical attention.

Non-violent lawbreaking: We only have two years of data here. It was virtually unchanged at nearly 900 incidents per year, this category includes threats, weapons incidents, off-bus fights and disorderly conduct, vandalism and profane/drunken behavior. The number represents how many time private security -- and police in some cases -- were called in.

Those are the numbers.

A transit spokeswoman sees no red flags in the fluctuations and mixed trends.

""There’s not an increase in crime, there’s an increase in attention,"" said Jacqueline Janz of MCTS.

The numbers are a bit of a mixed bag, but show lawbreaking and violence is a consistent, if relatively uncommon, phenomenon on county buses that -- MCTS officials are quick to point out -- provide 44 million passenger trips a year on 411 buses, most without incident.

Broadly speaking, it’s happening less now than five years ago, but more than it was two years ago, based on total responses by police and security. The Abele statement we are checking referred to the last two years.

Assaults on drivers are notably down over two to three years.

But looking at the broadest measure of serious problems (altercations among passengers), the history shows a significant increase two years in a row. That’s the time frame Abele referred to, and we think Clarke’s critique focuses mainly on these kind of serious incidents.

To be sure, there’s no dramatic swing up, as Clarke’s rhetoric implied. And the picture improves when the longer view is taken, though as we noted that’s selectively taking a high point as the starting point.

But Abele’s claim about buses being no less safe than a year or two ago flies in the face of the passenger altercation stats. Plus, Abele makes use of overly broad ""incident"" numbers that are highly misleading as a measure of crime.

There’s enough counter evidence -- the declining number of bus drivers struck -- to give Abele’s claim an element of truth. But it also gives a wrong impression.

That is our definition of Mostly False.",/factchecks/2011/sep/02/chris-abele/milwaukee-county-executive-chris-abele-says-county/
"['Deficit', 'Federal Budget', 'Wisconsin', 'Mark Neumann']","
GOP Wisconsin Senate candidate Mark Neumann sees many more federal limos under Obama
",,/factchecks/2011/nov/13/mark-neumann/gop-wisconsin-senate-candidate-mark-neumann-sees-m/
"['Environment', 'Animals', 'State Budget', 'Water', 'Wisconsin', 'Jimmy Anderson']","
State lawmaker goes too far out to pasture with large-scale farm manure claim
",,/factchecks/2019/jun/11/jimmy-anderson/state-lawmaker-goes-too-far-out-pasture-large-scal/
"['Impeachment', 'Texas', 'Louie Gohmert']","
Texas congressman repeats false claim about whistleblower report
",,/factchecks/2019/oct/30/louie-gohmert/gohmert-repeats-false-claim-about-whistleblower-ru/
"['Education', 'Elections', 'Health Care', 'State Budget', 'Wisconsin', 'Rebecca Kleefisch']","
Rebecca Kleefisch says recall election would cost $7.7 million that could already be allocated to teacher raises, health care for poor
",,/factchecks/2011/nov/23/rebecca-kleefisch/rebecca-kleefisch-says-recall-election-would-cost-/
"['Abortion', 'Ohio', 'Message Machine 2012', 'Voting Record', 'Samuel Wurzelbacher']","
Samuel ""Joe the Plumber"" Wurzelbacher says Marcy Kaptur opposed a ban on gender abortions
","
Almost 40 years after the U.S. Supreme Court's decision in Roe v. Wade legalized abortion under most circumstances, abortion remains a political hot button. 
Samuel ""Joe the Plumber"" Wurzelbacher, the Republican congressional candidate in Ohio's 9th District, demonstrates that in a news release, video and series of Twitter tweets aimed at Democratic incumbent Marcy Kaptur.

""I'm not saying that Marcy Kaptur has the same belief system as someone in the Chinese politburo or that she thinks it's OK to kill unborn babies. And I'm not saying that Marcy Kaptur believes in gendercide,"" he says in the campaign video.

""But Marcy Kaptur voted against a ban which would have prevented the aborting of a baby girl for the sole reason that she's a girl.""

That's an emotional pitch.

PolitiFact Ohio decided to take a look.

Wurzlbacher’s campaign said the vote was on H.R. 3541, the Prenatal Nondiscrimination Act of 2012, or ""PRENDA.""

The bill, sponsored by Rep. Trent Franks, an Arizona Republican, would have made it a federal crime with a five-year prison sentence to perform or force a woman to undergo a gender-selection abortion -- a practice that is most common in some Asian countries where families that want sons abort female fetuses.

Under the bill, doctors, nurses and medical personnel who do not report suspected gender-related abortions would also face prison and a fine. The male partner and parents of the woman having the abortion would be able to sue for damages. The woman would be exempt from prosecution or civil suit.

Republicans said in debate that gender-selection abortion amounts to ""gendercide"" and a ""war on women"" because it is female fetuses that are most often targeted -- rhetoric that effectively turned the tables on Democrats who previously knocked Republicans for their stances on the Violence Against Women Act and who are pushing legislation requiring equal pay for men and women.

The bill's backers supported their charge of ""gendercide,"" the Christian Science Monitor reported, by citing a study showing that an analysis of the third child born to Chinese, Indian, and Korean parents in the U.S. ""strongly suggest[s]"" prenatal sex selection.

But a review of the legislation by the Guttmacher Institute, which promotes reproductive health and rights, argues that such practices are not widespread in the United States and that the studies to support the bill cannot prove that gender-selection abortions are a significant problem, even in particular immigrant communities.

""What is conclusively known,"" wrote Guttmacher's Sneha Barot, ""is that the U.S. sex ratio at birth in 2005 stood at 105 boys to 100 girls, squarely within biologically normal parameters.""

In a vote on May 31, the House bill won a majority of representatives -- 246 votes in favor and 168 against -- but failed because it was considered under a suspension of House rules. That procedure, normally used for non-controversial measures, limits debate and requires a two-thirds majority vote to pass.

Franks said in a news interview before the vote that he expected the measure to fail, but that it was a strategic goal to force Democrats to vote against it.

""I think we’re doing the right thing strategically,"" he told The Washington Post, adding that he wouldn’t be surprised if GOP candidates and conservative groups used the vote to attack Democratic opponents.

Franks was correct on that point. In one subsequent statement, Wurzelbacher described Kaptur as ""supporting abortions based on gender and skin color.""

We contacted Kaptur's campaign. Spokesman Steve Fought said the congresswoman opposed the bill because of privacy issues it raised and its potential consequences.

""How do you prove someone had a gender-based abortion?"" he asked, asserting that the proof would involve medical personnel knowing a woman's reason for an abortion and whether and when she knew the sex of a fetus.

Knowing  the gender of  a fetus would involve sonograms, he said. Medical personnel fearing the possibility of prosecution could reduce the use of sonograms, against the health interest of fetuses, children and mothers -- particularly in the Asian and immigrant communities  the bill targets.

""It was an eminently bad piece of legislation that was introduced strictly for political posturing, under suspension of the rules and not through committee,"" Fought said. ""The video proves that point. It was a show bill. They wanted to get people on the record voting against it so they can demagogue it.""

Where does that leave us?

Wurzelbacher’s statement is accurate. Kaptur did vote against PRENDA. The bill would ban gender-selection abortions.

But additional information is needed for clarification. Kaptur's record on abortion has been consistent. In a story about this vote, Roll Call, a Washington publication, described her as a  Democrat who opposes abortion. 
But in this case, her staff said, concerns about other effects and consequences of the legislation played a role in her vote. And, the bill’s leading sponsor acknowledged that political strategy drove the process under which it was considered.

On the Truth-O-Meter, Wurzelbacher's claim rates Mostly True.",/factchecks/2012/may/15/samuel-wurzelbacher/samuel-joe-plumber-wurzelbacher-says-marcy-kaptur-/
