tags,sub_header,text_body,sources,quote_href
"['National', 'Elections', 'Fred Thompson']","
Driving his truck to victory
","Yes, it's true. Fred Thompson combined his folksy charm (the truck) with a set of conservative principles (less government, lower taxes, more free markets) to win election to the U.S. Senate in 1994.
 
And, indeed, in February of that year Thompson trailed Democrat Jim Cooper by 19 points — 36 to 17 percent — according to polling at the time by Mason-Dixon Polling & Research.
 
Thompson went on to win the race, which was a special election to complete the term of Al Gore who became vice president, with 60 percent of the vote to Cooper's 39 percent (a 21 percentage-point spread). Thompson won re-election to a full term two years later, defeating Democrat Houston Gordon, 61 to 37 percent.
 
The truck played a role for the lobbyist and actor. He leased it to campaign in the state, building his down-home bona fides among voters.
 
In the same speech Thompson also pointed out, correctly, that President Bill Clinton won Tennessee twice. But it's worth noting that Thompson's first victory, 1994, came in a tidal wave year for Republicans, who took control of Congress.
 
""That was kind of a watershed year in Tennessee,"" said Brad Coker, managing director of Mason-Dixon.
 
",[<zip object at 0x000001B4E9CC6B00>],/factchecks/2007/oct/02/fred-thompson/driving-his-truck-to-victory/
"['National', 'Energy', 'Mitt Romney']","
Difficult to go it alone on energy
","On Sept. 19, 2007, Republican candidate Mitt Romney delivered the standard
Republican stump speech decrying big government and advocating lower
taxes. He criticized members of his own party for spending too much
and said the United States is too dependent on foreign oil.
 
""It doesn't make sense to me to send $1-billion a day out of our
country,"" Romney said. ""We can be energy independent and should be.""
 
Everyone agrees with Romney that U.S. dependence on foreign oil is not a
good thing. But that's where the accuracy of his comment ends, experts say.
 
If Romney had said we ""should"" be energy independent he might be able to get
away with it. But he chooses to be more emphatic, saying we ""can"" be. At the moment, that's not so.
 
American presidents have been promising to make the United States more fuel-independent for decades, says Mike Rodgers, a leading oil expert with
PFC Energy in Washington. When Richard Nixon made that pledge during
the Arab oil embargo in 1973, Rodgers says the United States relied on foreign oil
for 35 percent of its daily consumption. Now, 34 years later, the United States gets more than 60 percent of its energy from foreign oil supplies.
 
Electricity needs are not the issue. A combination of hydroelectricity, nuclear power and coal makes the United States relatively self-sufficient on electricity consumption. But our massive transportation sector consumes vast quantities of oil, and much of it comes from outside our borders. Imports have risen in the United States for the simple reason that with population growth our consumption has risen while our domestic production has dropped. For example, Alaska production is half what it was in the 1980s when the giant Prudhoe Bay field was at its peak.
 
Given available resources and existing technology, Romney's statement about becoming energy independent is little more than a pipe-dream, experts say.
 
""It's possible, just not likely,"" says David Rothkopf, president of
Washington, D.C.-based consultancy Gartner Rothkopf LLC and a leading
expert on energy issues. ""It's not realistic. His heart is in the
right place but I think he needs to look at the facts.""
(Rothkopf was a former deputy undersecretary of commerce for international trade policy in the Clinton administration.)
 
Rothkopf and others say that while the nation could conceivably achieve
energy independence in the long term, it's just not realistic in the
near term.
 
For the United States to achieve energy independence would take
massive investment in a range of options, from new conservation
technology, next-generation biofuels, hydrogen fuel cells, plug-in
hybrids, as well as aggressively seeking fossil fuel resources in the
United States.
 
Most of the newer technologies are not yet commercially viable, though they do hold
great potential.
 
The real focus, experts say, needs to be on energy security, not
independence, i.e., ensuring that we get our energy from a sufficiently
diverse number of countries and different technologies, to reduce our
vulnerability to political shocks and natural causes
like hurricanes and climate change. Experts call this ""energy
interdependence.""
 
T. Boone Pickens Jr., the Oklahoma oil tycoon, offered this
solution in an interview in September 2007 with the

Pittsburgh Tribune Review

:
""You can't become energy independent. That's out of the question
because you're importing 60 percent of the oil that you use every
day. ... If everybody in the United States started riding a bicycle,
it'll work.""
 
",[<zip object at 0x000001B4EAA0A740>],/factchecks/2007/oct/02/mitt-romney/difficult-to-go-it-alone-on-energy/
"['National', 'Iraq', 'Barack Obama']","
Obama has consistently opposed the war
","Obama opposed the war as a little-known state senator, and spoke out notably at a Chicago anti-war rally in 2002. In 2003, when he began campaigning for the U.S. Senate seat for Illinois, he reiterated his opposition in several debates and meetings.
 
In other words, Obama's sweeping claim to have long opposed Iraq is true.
Opponents have attacked Obama's record of opposition on two grounds. They argue that Obama should answer definitively how he would have voted if were in the Senate at the time of the vote. Obama said in 2004 he can't answer that question fully because he doesn't know what intelligence the senators had access to.
 
Opponents also have taken comments of his out of context to suggest he supported the war, particularly his 2004 statement that ""There's not much of a difference between my position and George Bush's position at this stage."" But that quote is pulled from a story in which Obama expresses a sentiment that now that the war has started, the U.S. should do the best job it can to steer Iraq toward stability.
 
Obama joined the U.S. Senate in 2005. He has voted several times to continue funding for the war, saying that troops in Iraq should be funded even if he disagreed with the overall war. (The measure passed 97 to zero.) In recent months, like other Democratic candidates, he has voted in favor of troop withdrawals and other measures to bring the war to a conclusion.
 
",[<zip object at 0x000001B4EAE2CA40>],/factchecks/2007/sep/28/barack-obama/obama-has-consistently-opposed-the-war/
"['Abortion', 'National', 'Rudy Giuliani']","
That's one way to slice the numbers. There are others.
","In early August, 2007, Rudy Giuliani announced he was making ""12 Commitments to the American People,"" including a pledge to ""increase adoptions, decrease abortions and protect the quality of life for our children.""
 
It's a point he has made before. During the May 3, 2007, Republican debate, he said this: ""When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent; abortions went down 16 percent.""
 
Indeed, abortions in Gotham declined 16.8 percent during Giuliani's eight-year tenure, according to the Centers for Disease Control and Prevention.
 
But his claims about adoptions are far less clear-cut. The campaign didn't offer any research showing that rising adoption rates cause lower abortion rates, and we couldn't find any, either.
 
Two years into his first term, Giuliani created the Administration for Children's Services with a mission to improve the lives of the city's children. The agency aims to help kids in foster care, and it measures its success in large part by how many adoptions it facilitates each year. We focus on page 14 of the ACS 2003 Year End Review, which shows a bar chart of adoptions conducted through the city's child welfare system from 1989 to 2003.
 
Giuliani was mayor from Jan. 1, 1994, to Dec. 31, 2001. His new agency came on line in January 1996.
 
The chart shows a gradual increase in adoptions from 1989 through 1994, then a steeper increase through 1997 — the middle years of Giuliani's tenure. After that year, the numbers decline through 2002.
 
Giuliani arrives at his 65 to 70 percent increase by taking adoption rates for the six years before ACS was created and comparing them to the six years after.
 
That's one way to look at it, but it conceals some things. For instance, the chart shows that if you simply compare adoption rates in the first year of his tenure and in the last year, the rate increased by only 17 percent, a point made by our friends at FactCheck.org.
 
Averaging the rates over two six-year blocks helps smooth out peaks and valleys in individual years caused by social, economic and other forces, campaign aides said. The first two years after ACS came on line, there was a spike in adoptions that Giuliani's campaign said was because of a backlog of foster kids waiting to connect with families. Then, the numbers leveled off.
 
It's true, the aides say, the numbers go down significantly in Giuliani's final two years. But they're still higher than those of his predecessor, David Dinkins.
 
More recently, Giuliani has used a much more flattering number than the one he started with. His staff compared adoptions in all eight of his fiscal years against all eight of his predecessors'. This works out to a whopping 133 percent increase in adoptions.
 
So which number is it?
 
Something's wrong if voters have to ask.
 
When a statistic seems to go in so many directions, the best approach is an apples to apples one. For its abortion statistic, the Guiliani campaign looked at two points in time (the beginning and end of his tenure) and compared the two. Doing that for adoptions yields an increase of 17 percent.
 
So, he's got his numbers right on abortion rates, but he has inflated the adoption figures by getting too fancy with his math. We find his overall claim half-true.
 
UPDATE: We've corrected the launch date for the Administration for Children's Services. We mistakenly said 2006 when we should have said 1996.
",[<zip object at 0x000001B4EA9C9DC0>],/factchecks/2007/sep/28/rudy-giuliani/thats-one-way-to-slice-the-numbers-there-are-other/
"['National', 'Federal Budget', 'Dennis Kucinich']","
Solid on Social Security
","In answering a debate question about the future of the Social Security system, U.S. Rep. Dennis Kucinich accurately described the lifespan of the popular program.
 
""You know, of course we ought to be raising the cap in order to protect Social Security, which is solid through about 2040 without any changes whatsoever,"" he said. U.S. Sen. Hillary Clinton also referred to that date.
 
Indeed, the most recent report by Social Security actuaries concludes that 2041 is the year when the system would run out of money. To be sure, while the system is ""solid"" until then, that doesn't mean it doesn't need attention.
 
If no changes are made, as Kucinich says, the annual cost of paying out benefits will exceed the payroll tax money flowing in by 2017, according to the 2007 report from Social Security actuaries. From that point forward, benefit payments would come out of the Social Security trust fund. The year 2041 is when all those assets would be exhausted.
 
The cap Kucinich mentions is a limit on the amount of salary that is taxed for Social Security. Right now, that cap is at $97,500, but Kucinich said he supports raising it to tax more income.
 
In 2007, the program had 50-million beneficiaries and 163-million covered workers and their families.
 
",[<zip object at 0x000001B4EB878980>],/factchecks/2007/sep/27/dennis-kucinich/solid-on-social-security/
"['National', 'Health Care', 'Joe Biden']","
Biden way off on alcohol-related birth defects
","Biden said he wouldn't consider changing the drinking age from 21 to 18 because of the negative effects of alcohol. As evidence, he said 300,000 babies suffer birth defects each year because their mothers are alcoholics.
 
Problem is, that number is way off. The National Organization on Fetal Alcohol Syndrome states that about 40,000 children are born each year suffering from Fetal Alchol Spectrum Disorders, which includes birth defects, but also conditions such as learning disabilities or poor motor skills. The group says that number is more than Spina Bifida, Down Syndrome and Muscular Dystrophy combined, but it's still quite a way from 300,000.
 
As for birth defects alone, the Surgeon General says that alcohol-related birth defects affect between .5 and 2 infants per 1,000 births. That comes to between about 2,100 and 8,300 cases a year, given current birth rates.
 
",[<zip object at 0x000001B4EAA02380>],/factchecks/2007/sep/27/joe-biden/biden-way-off-on-alcohol-related-birth-defects/
"['National', 'Economy', 'Bill Richardson']","
Not exactly, but close
","At the Democratic debate at Dartmouth College on Sept. 26, 2007, New Mexico Gov. Bill Richardson boasted about his state's economic growth. ""New Mexico (has) the sixth-fastest growing economy,"" he said.
 
He did not elaborate, so it's unclear whether he was referring to job growth or the state's gross domestic product.
 
In his speeches and TV ads, Richardson has often mentioned job growth as an indicator of a strong economy while he's been governor. In his TV ads, he's boasted that for job growth, the state ranked as high as sixth in the nation.
 
However, the latest employment report from the New Mexico Department of Workforce Solutions, which tracks job data, said the state ranked 14th for job growth in August 2007. The state hasn't ranked sixth since August 2006.
 
If economic strength is measured by the increase in state's gross domestic product, New Mexico actually ranks higher than sixth. Measured by the change from 2005 to 2006 (the most recent data available), the state ranks fifth, according to U.S. Commerce Department data.
 
So if Richardson was using this measurement of the economy, he slightly understated his state's growth.
 
Either way, Richardson is generally correct that the state's economy has done well in his term (largely because of gains in the oil and gas industry). We find his claim Mostly True.
",[<zip object at 0x000001B4EB86FC00>],/factchecks/2007/sep/27/bill-richardson/not-exactly-but-close/
"['National', 'Candidate Biography', 'Rudy Giuliani']","
Famous, but not that famous
","
Rudy Giuliani has been a world traveler since he ended his term as New York City mayor to become a security consultant. He says he's made 91 trips to 35 countries in the past five years.
 
On a whirlwind tour of the United Kingdom recently, he met with Prime Minister Gordon Brown and schmoozed Ronald Reagan's old friend Margaret Thatcher. In 2002, Queen Elizabeth II gave him an honorary knighthood for his leadership after the Sept. 11 attacks.
 
He must have been feeling particularly well-loved when he bragged to reporters in London that he was one of the ""four or five"" most famous Americans in the world.
 
Reporters were quick to ask: Who else is on the list?
 
""Bill Clinton … Hillary,"" Rudy began, before aides (wisely?) pulled him away.
 
He might want to add those two guys from his own party: George W. Bush and Dick Cheney.
 
We know Giuliani is from New York, and if you can make it there, you can make it anywhere. But still … top five? In the world?
 
We turned to the world of scientific polling. Polling the globe is a daunting proposition. But representatives of both the Gallup World Poll and the Pew Global Attitudes Project said they have never queried the world on who among us Americans is best known.
 
We asked Giuliani's campaign staff, but they didn't offer anything to back up the claim.
 
Opinionmakers across the Web guffawed at the notion that Giuliani ranks so high and were willing to offer other ideas. The New York

Daily News

suggested Brangelina, Madonna and Oprah Winfrey, among others. Wonkette, a political gossip blog, offered suggestions from George Washington to Michael Jackson. Chris Reed, a

San Diego Union-Tribune

blogger, said Colin Powell, Arnold Schwarzenegger, Tom Cruise and slew of other celebs are more famous. (Fair warning: Reed calls his blog ""America's Finest Blog."")
 
We here at PolitiFact finally turned to an unscientific — but world-famous — measure of celebrity: Google hits.
 
Here's what we found:
 
""George W. Bush"": 36.4-million hits
 
""Oprah"": 21.9-million hits
 
""Tom Cruise"": 10.1-million hits
 
""Angelina Jolie"": 9.9-million hits
 
""Brad Pitt"": 7.2-million hits
 
""Hillary Clinton"": 5.8-million hits
 
""Bill Clinton"": 5.8-million hits
 
""Dick Cheney"": 2.5-million hits
 
""Arnold Schwarzenegger"": 2.3-million hits
 
""Rudy Giuliani"": 2.1-million hits.
 
That puts Giuliani at No. 10. And we didn't even include Madonna, because we couldn't figure out how to weed out the religious and artwork references.
 
For all of the above reasons, we rate this claim ""pants on fire.""
 
 
",[<zip object at 0x000001B4EBD81500>],/factchecks/2007/sep/24/rudy-giuliani/famous-but-not-that-famous/
"['Immigration', 'National', 'Mitt Romney']","
A misleading account of NYC policy
","Romney is referring to a policy in New York and many other cities that directs municipal workers not to tell federal authorities about someone who might be an illegal immigrant unless the person is suspected of a crime or the federal government specifically requires such a report.
 
The policy, which began in 1989 under Mayor Ed Koch and was continued by Giuliani, is still in effect. It is based on the belief that undocumented immigrants are reluctant to report crimes, fires and seek medical care for fear of being deported. The idea is that they will be more likely to do so if they are reassured that city workers won't report them to the feds.
 
Immigration enforcement is primarily a federal obligation and local police haven't played much of a role, unless they have found that a suspected criminal is an illegal immigrant. And the local rules have no effect on federal authorities, who can still arrest and deport illegal immigrants.
 
But opponents of illegal immigration have dubbed municipalities with these policies as ""sanctuary cities,"" a term that conveys broader protection than the policies actually give. This is where Romney and Giuliani's attacks on each other are misleading.
 
Now Romney is correct that Giuliani was welcoming to immigrants and accurately quotes Giuliani's remarks from 1994. The comments come from a

New York Times

article that said Giuliani gave a ""spirited defense of illegal immigrants, virtually urging them to settle in New York City."" The article said he ""criticized the growing hostility toward illegal immigrants across the country as simplistic and unsophisticated.""
 
But Romney's claim that Giuliani ""made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come"" suggests that the Big Apple was a unique safe haven where they would be free from deportation.
 
That's not true. Federal authorities could always enforce the law in New York.
 
And Romney's claim that Giuliani ""instructed the leaders of the city not to enforce the law, not to enforce immigration law"" is also misleading. City workers had no role in enforcing federal law. That's the feds' job.
 
So we rate Romney's attack on Giuliani as Half True because it exaggerates the real effect of New York City's policies and makes it seem like more of a ""sanctuary"" than it really was.
 
",[<zip object at 0x000001B4EBBDD6C0>],/factchecks/2007/sep/24/mitt-romney/a-misleading-account-of-nyc-policy/
"['National', 'Iraq', 'Bill Richardson']","
Richardson wants all troops out
","Bill Richardson claims for himself a place among the top tier candidates (Hillary Clinton, Barack Obama and John Edwards) as he seeks to distinguish himself from the field on Iraq, saying he is alone among this group to want to withdraw all the troops.
 
The distinction is real. The others candidate want to leave residual forces in Iraq to be on hand for peacekeeping purposes or in case terrorists mount an offensive. Richardson says a small force will be ineffective, and all troops should come home.
 
But we feel compelled to point out that Richardson's poll numbers have never put him in league with Clinton, Obama or Edwards. A Sept. 16 Gallup Poll showed him with 5 percent support, a good six points shy of Edwards' 11 percent, and well behind Clinton and Obama. That leaves Richardson in the single digits, along with Sen. Joe Biden and Rep. Dennis Kucinich.
 
Of those two rivals, Richardson's position is not significantly different from Kucinich on questions of withdrawal and timetables. Kucinich advocates a prompt withdrawal of U.S. troops to be replaced with international peace keepers. Biden, on the other hand, has proposed an elaborate plan for partitioning Iraq into self-governing regions with U.S. troops helping maintain order.
 
We won't take any points off for Richardson's claim to be among the ""major"" candidates here, but we will lower his Truth-O-Meter rating because the other candidates have not said they want troops in Iraq indefinitely, as Richardson suggests. Instead, they have said they need the information a commander-in-chief gets to make a final decision on force levels in Iraq. It may be a fine distinction, but it's not the same thing as supporting an indefinite deployment.
 
",[<zip object at 0x000001B4EAA27C80>],/factchecks/2007/sep/23/bill-richardson/richardson-wants-all-troops-out/
