tags,sub_header,text_body,quote_href
"['Legal Issues', 'Military', 'Facebook Fact-checks', 'Facebook posts']","
No evidence that Trump invoked federal Insurrection Act. And he’s not still president.
","A post hotly circulated on Facebook claims the country is in the control of Donald Trump and the military because Trump, less than a week before his successor’s inauguration, invoked something known as the Insurrection Act. The Facebook user claims ""a high-up and trusted military source"" confirmed that Trump signed the law on Jan. 14, giving himself two more months as president; that the military extended that by two months to May 20; and ""most likely extended again by the military who is now in control…. I am assured that he still is president."" The post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) It’s a new take on a previously discredited claim. There’s no evidence Trump invoked the Insurrection Act. And he is not still president.  President Joe Biden’s inauguration occurred Jan. 20, and Trump stopped being president at noon that day. The Insurrection Act, signed by President Thomas Jefferson in 1807, empowers the president, in limited circumstances, to deploy the military and federalize National Guard troops to suppress certain situations including civil disorder, insurrection or rebellion. The act has been used to send the armed forces to quell civil disturbances a number of times during U.S. history. It was most recently invoked during the 1992 Los Angeles riots after four white police officers were acquitted in the roadside beating of a Black man, Rodney King. But there’s nothing in the law that would allow a president to extend his term. ""The Insurrection Act in no way gives an outgoing president additional time in office. It only authorizes the president to use the military to assist states against insurrection upon their request, to enforce federal law during times of unrest and to help enforce federal constitutional rights,"" said Scott Anderson, a governance studies expert at the Brookings Institution, citing Title 10 of the U.S. Code. ""All three of those authorizations require a proclamation first, and none allow the president to use the military in a way contrary to federal law, including by subverting the results of a legal federal election."" During Trump’s final days as president, false claims emerged on Facebook that he had invoked the Insurrection Act and would be inaugurated again as president. There was no evidence that Trump had invoked it, or that he had issued the requisite proclamation ""ordering the insurgents to disperse."" ""Every prior president to invoke the Insurrection Act has complied with this requirement,"" Anderson said. ""Trump never issued such a proclamation so, regardless of what he did or did not sign on January 14th, he did not take the steps necessary to invoke the Insurrection Act."" Syracuse University law professor Mark Nevitt, whose specialties include constitutional and national security law, said there is no evidence that the National Guard has been federalized, or the military has been activated under Insurrection Act authorities.  ""President Biden is currently the commander in chief and Lloyd Austin is the secretary of defense; they have legal authority over the military,"" he said. We rate the post Pants on Fire.",/factchecks/2021/jun/04/facebook-posts/no-evidence-trump-invoked-federal-insurrection-act/
"['Military', 'Patriotism', 'Facebook Fact-checks', 'Viral image']","
Fake quote about flag-burning attributed to James Mattis
","An image spreading on social media shows what looks like a dramatic statement attributed to Gen. James Mattis, who served as then-President Donald Trump’s secretary of defense before resigning in protest.  ""James ‘Mad-Dog’ Mattis,"" reads the text above a photo of the general. ""Forget jail: If you burn the American flag you’ll spend two years in the military. I promise you, you’ll be cured of the desire to burn a flag ever again. You’ll be waving it; saluting it; or you’ll be lying under it."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) We found no evidence that Mattis said this.  The same image has been shared on a meme website and Facebook but with a caveat: ""Not an official quote. Just an awesome idea featuring legendary marine, and now secretary of defense, Mattis."" That caveat is missing as it spreads on social media today, and it was in 2019 when an Indian politician tweeted the faux Mattis quote. Alt News, a fact-checking website based in India, looked into the origins of the quote claim then and noted that the name ""Mahesh Vikram Hegde"" was stamped on the photo. Hegde had been arrested twice in the southwest Indian state of Karnataka for spreading misinformation, according to Alt News.  In June 2020, Mattis said that Trump’s actions threatened the U.S. Constitution. Flag-burning is considered ""symbolic speech"" under federal law, and the Supreme Court ruled in 1989 that it is protected by the First Amendment.  We rate claims that Mattis said this False.",/factchecks/2021/jun/04/viral-image/fake-quote-about-flag-burning-attributed-james-mat/
"['Crime', 'TikTok posts']","
No, murder is not legal in a ‘zone of death’ in Yellowstone National Park
","If you believe social media users, there is one area of Yellowstone National Park that you should avoid at all costs when planning your summer vacation.  ""There is a place in the U.S. where murder is legal,"" a TikTok user claimed in a video.  In the video, a man claims that a ""zone of death"" exists in Yellowstone National Park. As he speaks, a map of Yellowstone and the state borders within the park appears behind him.  ""You see this little 50-mile strip of land in Idaho?"" he asks viewers. ""That is where murder is legal, and here's why. In all criminal proceedings in the U.S., the jury has to live in both the state and the district in which a crime took place. In other words, if there’s any crime that happens in this little strip of land, the jury in the trial has to be people that live in this little strip of land. The problem is that no one lives there, so the case would just get thrown out."" So, has this TikTok user discovered a foolproof scheme to get away with murder?  No. The TikTok video simply called a longstanding constitutional mystery back into the spotlight.  Legally, things are a bit complicated in a 50-square-mile region of Idaho that has been labeled the ""zone of death."" But, no, murder isn’t legal there. In 2005, Brian Kalt, a Michigan State University law professor, published a paper titled ""The Perfect Crime,"" in which he explored the idea that ""there is a 50-square-mile swath of Idaho in which one might be able to commit felonies with impunity."" He dubbed it the ""Zone of Death."" Kalt argued that this peculiarity existed ""because of the intersection of a poorly drafted statute with a clear but neglected constitutional provision: the Sixth Amendment’s Vicinage Clause."" The Sixth Amendment says, ""In all criminal prosecutions, the accused shall enjoy the right to a speedy and public trial, by an impartial jury of the state and district wherein the crime shall have been committed."" While this requirement is typically not an issue, Yellowstone National Park presents a unique challenge. The park is primarily in Wyoming, but it spreads into Idaho and Montana. In terms of federal judicial districts, Congress assigned the entire park to the District of Wyoming.  So, what would happen if, hypothetically, someone were to commit a felony or a Class A misdemeanor in Idaho’s small strip of Yellowstone National Park, where the federal government has jurisdiction? (Kalt noted that his analysis doesn’t apply to lesser crimes, where the accused isn’t guaranteed a jury trial.) Keeping the Sixth Amendment provision in mind, the jury for a federal criminal trial would need to be made up of individuals who live in Idaho, and who fall within the federal District of Wyoming — that is people, who live on that same swath of Yellowstone.  But no one lives there. As a result, Kalt argued, no jury could ever be assembled that would satisfy the Sixth Amendment provisions.  Additionally, Kalt said that only the defendants in federal criminal cases can request a change of venue. In his paper, Kalt theorized that such a case could be dismissed: ""Assuming that you do not feel like consenting to trial in Cheyenne, you should go free."" That’s the argument in the TikTok video, too. But in practice, it’s not quite that simple. When PolitiFact reached out to Kalt about the TikTok user’s claims, he emphasized that the claim that murder was legal in the so-called ""zone of death"" was inaccurate. The loophole ""does not make murder legal in the zone,"" Kalt said. ""It just presents a reason why it might be harder to prosecute someone for it successfully. But breaking the law is breaking the law, whatever happens to the person who does it.""  Since Kalt’s paper was published, the ""zone of death"" has received more attention. It inspired the 2008 novel ""Free Fire"" and ""Population Zero,"" a 2016 horror movie.  Kalt lobbied Congress to change the law so that the Idaho and Montana portions of Yellowstone fell within their respective state’s districts. But the legal loophole remains unclosed. To date, no felonies in the ""zone of death"" have been prosecuted.  When a hunter illegally shot an elk while standing in the Montana portion of Yellowstone and argued for his right to a trial with a jury made up of people who lived in that region, Vox reported that ""the court dismissed the argument out of hand."" The hunter later took a plea agreement that prevented him from appealing on Sixth Amendment grounds. It remains unclear exactly how justice would be pursued for crimes committed in the ""zone of death."" ""I don’t think the prosecution would just give up,"" Kalt said.  He pointed out that the loophole has limitations that ""sensationalistic sources like the TikTok video ignore,"" and noted that his argument was theoretical. ""The theory is just a theory,"" he said. ""So people shouldn’t talk about it like it is some well-settled precedent.""  A TikTok user claimed, ""There is a place in the U.S. where murder is legal."" A provision in the Sixth Amendment might make prosecuting some crimes committed within the Idaho portion of Yellowstone National Park complicated. It hasn’t been done before, and it’s unclear exactly what would happen. But murder isn’t legal in that region or anywhere else.  We rate this claim False.",/factchecks/2021/jun/04/tiktok-posts/no-murder-not-legal-zone-death-yellowstone-nationa/
"['Congress', 'Facebook Fact-checks', 'Jan. 6', 'Bloggers']","
No, the riot at the Capitol on Jan. 6 wasn’t a ‘completely peaceful protest’
","INSURRECTION DEBUNKED,"" begins a June 1 headline on the blog Gateway Pundit. ""New video shows completely peaceful protest inside US Capitol on Jan. 6."" The footage shows people milling around the Capitol, some carrying Trump flags. Someone can be heard singing the national anthem while others shout ""freedom"" and ""USA."" This isn’t the first time someone has downplayed what happened on Jan. 6, when rioters breached the Capitol by forcing past barricades and law enforcement. Police officers were attacked and the building was vandalized.   Just because this wasn’t shown in the footage shared by the Gateway Pundit does not mean that the events of that amounted to a ""completely peaceful protest."" This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) As we’ve previously reported, rioters smashed windows, broke doors and ransacked offices. They chanted ""Hang Mike Pence!"" They caused the House and Senate to shut down for several hours. The Justice Department has charged more than 400 people in connection with the riot, according to the George Washington University Center on Extremism. The charges against the alleged rioters include violence with a deadly weapon, assault, disorderly conduct, and unlawful possession of firearms. Charging documents say that rioters grabbed a police officer, dragged him and struck him. One rioter used a metal flagpole to attack a police officer.  We rate this post Pants on Fire!",/factchecks/2021/jun/04/blog-posting/no-riot-capitol-jan-6-wasnt-completely-peaceful-pr/
"['Taxes', 'Texas', 'Don Huffines']","
Texas has some of the highest property taxes in the nation
","Former GOP state Sen. Don Huffines’ recently launched gubernatorial bid is wagering that Republican Gov. Greg Abbott isn’t Republican enough for Texas.  According to his nascent campaign website, the border is too open, the voter rolls are too rife with ""illegal aliens,"" and the taxes are too high. To cure the state of its taxation problem, Huffines’ campaign proposes an unusual solution for a state that already doesn’t collect income taxes — the elimination of property taxes altogether.   ""Texans have some of the highest property taxes in the nation, and the tax only goes up,"" his campaign website says.  ""We will put the broken property tax system on a path to zero,"" it continues. There’s little question that property taxes in Texas have generally been rising year over year. The Texas Comptroller’s Biennial Property Tax Report shows that single family home values have been on the rise since 2010, resulting in a corresponding rise in the property taxes levied by local governments in each of those years.   In 2010, local governments in Texas collected $40.2 billion in property taxes. By 2019, the latest year for which data is available, that number had risen to $67.2 billion. Nearly half of these totals is collected from property taxes levied on single family homes.   But has this rise launched Texas’ taxes into the realm of high-tax states like New York, California and New Jersey? Does Texas now have ""some of the highest property taxes in the nation,"" as Huffines claims?  State and local governments depend on tax revenue flowing from three different categories, explained Kevin Erdmann, a tax policy expert at the Mercatus Center at George Mason University.   ""There's three pretty basic areas of taxation: sales tax, income tax and property tax,"" he said. ""Those are the big three to choose from and each state has chosen to weight each one slightly differently. But at the end of the day they all have bills to pay.""   Texas is one of nine states that doesn’t collect income tax revenue, therefore relying more heavily on the two other areas of taxation.   ""I don't think there's much dispute about Texas focusing on property taxes. Typically in discussions about tax bases, Texas will be referenced as a state that's a good example of a state that depends on property taxes as a revenue source,"" Erdmann explained.    But there isn’t a perfect method for comparing Texas’ dependence on property tax revenue to other states. This is partly because states tax real property in a variety of ways. For instance, while some states impose a tax rate on a home’s market value, others impose it on a percentage of the market value, according to the Tax Foundation, a non-partisan and pro-business think tank. In some states, counties also can differ in how levies are calculated.  According to Janelle Cammenga, a policy analyst with the Tax Foundation’s Center for State Tax Policy, there’s a variety of ways property tax burdens on residential properties can be measured.  ""There are a couple different ways you can compare, none of them are perfect, but they can all kind of give you an idea of where Texas is going to lie,"" Cammenga said.   For instance, state rankings could be organized by property tax collections per capita, which would provide a rough estimate by dividing a state’s total residential property tax payments by its number of residents.   Under this methodology, Texas would have the 13th highest property tax burden with Texans paying $1,973 per year, according to a Tax Foundation analysis. Washington D.C., New Jersey and New Hampshire would top that list, each with over $3,000 in annual per capita property tax payments. Another way to rank states would be to compare states’ effective tax rates on owner-occupied housing, or the average amount of residential property tax payments. This method takes home values into account by expressing this average amount as a percentage of home value.   Here, Texas would rank No. 6, with homeowners paying about 1.6% of their home value in property taxes per year, according to the Tax Foundation’s analysis. New Jersey again tops that list, followed by Illinois and New Hampshire.   This methodology also was used in an analysis cited by Huffines campaign spokesperson. According to this Wallet Hub study, released earlier this year, Texas’ effective tax rate is the 7th highest in the nation.  A third way to compare is by looking at how property tax burdens compare across counties. For instance, which states have the most counties with median property tax payments of over $5,000?  New Jersey has 19 counties in which the median property tax burden is higher than $5,000 per year — the highest in the nation. Texas would rank 7th, after New York, Illinois, California, New Hampshire and Connecticut, according to the Tax Foundation.  In Texas, the high watermark is set by Collin County, where the median property tax burden is $5,600. Fort Bend County and Travis County follow with median taxes at $5,563 and $5,439, respectively.  ""It’s safe to say that Texas tends to have pretty high property taxes,"" Cammenga said. ""Whether or not it’s the highest — that really hard to say. They're probably not, but it is up there.""  It's unclear exactly how feasible it would be for a state to eliminate property taxes altogether, especially one that already doesn’t collect income taxes, experts said. In 2018, property taxes made up 44% of state and local tax collections in Texas.  Both experts we spoke with agreed that, if Huffines were elected and able to fulfill this campaign promise, Texas would be the first state in the nation to eliminate property taxes.  ""Eliminating that is a really tall order. That's almost half of (Texas’) tax collections,"" Cammenga said. ""I don't know of a state that has eliminated property taxes, because it's such an essential part of local finances.""  ""I don't think there's another state that has literally zero property tax,"" Erdmann said.  Huffines has pledged to eliminate property taxes if elected governor. He justifies this pledge by claiming that Texas has ""some of the highest property taxes in the nation.""  There are several different ways to compare and rank states’ property tax burden. From the ranking methodologies reviewed here, Texas has between the 6th highest and 13th highest property taxes.  Huffines’ statement is somewhat subjective — there’s no absolute way to define ""some of the highest."" Nonetheless, experts generally agree that, even though there’s no standard way to compare and rank states‘ property tax burden, Texas is heavily dependent on property tax revenue.   We rate this claim Mostly True.  ",/factchecks/2021/jun/04/don-huffines/texas-has-some-highest-property-taxes-nation/
"['National', 'Elections', 'Florida', 'Ron DeSantis']","
Sticker shock: Ron DeSantis exaggerates cost of gas pump stickers with Nikki Fried's picture
","Florida Agriculture Commissioner Nikki Fried, a Democrat, mounted her campaign for governor with a rebuke of conditions under two decades of Republican leadership. ""I’m here to break the rigged system in Florida,"" Fried said in her June 1 video announcement. ""It’s corrupt. It’s anti-democratic. And it’s time for something new."" Asked about her campaign, Republican Gov. Ron DeSantis dismissed Fried as someone who is more show than substance and ""has done nothing in office."" ""She put her face, spent millions of dollars to put her face on every gas pump across this state, purely to boost her own image at your expense as a taxpayer,"" DeSantis said June 2. .@NikkiFried is a #lockdownlobbyist who has opposed every commonsense measure that has kept Florida safe and free like open schools, businesses, and places of worship. @GovRonDeSantis has done more in one week than Fried in her time as Ag Commisioner. pic.twitter.com/yw3pQp6YL0 Fried’s photo had been on many gas pumps in Florida. She added it to the customary inspection sticker that verifies that the pump is delivering the correct amount of gas and does not have a card skimmer. Those inspections are a standard part of the Agriculture and Consumer Services Department that Fried oversees. But those stickers didn’t cost millions of dollars. The cost was about $5,000. We asked DeSantis’ office about this, and they said they would look into the labor costs. We did not hear further. Fried’s campaign sent us two invoices from vendors: One for 120,000 stickers bought by Fried’s Republican predecessor, and one for 120,000 with her picture. The stickers the department bought in 2014 under Commissioner Adam Putnam cost $5,022. His face was not on the stickers. When we contacted the Iowa-based vendor, the sales department told us the 120 rolls purchased would have had either 500 or 1,000 stickers per roll. (The higher number seems more likely; otherwise, the state would have spent $5,000 for half as many stickers as Fried purchased.)   The 120,000 stickers bought on Fried’s watch from a Tallahassee vendor cost $5,027.16.   From these records, it looks like Fried’s department spent $5.16 more than in 2014 for the same number of stickers under Putnam. The sticker chosen by Fried, the only Democrat elected statewide, did not sit well with state Republican lawmakers. The Legislature in 2019 reacted to the stickers with Fried’s photo by adding a clause to the budget to bar them. By 2020, the Agriculture Department had changed the design for new stickers, but the old ones remained. In February 2020, lawmakers threatened to put a hold on $19.7 million in spending until the department submitted a plan for removing the stickers with Fried’s photo. The department removed the stickers and replaced them with ones lacking Fried’s face. FDACS inspection stickers used in 2019 vs. 2020. (Courtesy Tampa Bay Times, Fried campaign) Fried is far from the first politician to use official business to boost her name recognition. The doyen of the practice was North Carolina Labor Commissioner Cherie Berry who, starting in 2005, put her photo on every elevator certificate in the state. It seemed to work. One analysis found that come election time, Berry, a Republican, did better in counties with a higher count of elevators per 1,000 residents. In the pre-digital days, Baltimore Mayor William Donald Schaefer — who served from 1971 to 1987 — had every bus stop bench and construction site sign painted with the slogan ""William Donald Schaefer and the citizens of Baltimore.""  Schaefer took his cue from Chicago Mayor Richard J. Daley. Shortly before Schaefer won election in 1970, he toured Chicago where he saw Daley’s name everywhere. ""That’s the way to do it,"" he told a Baltimore business leader with him on the trip. DeSantis said Fried spent millions of taxpayer dollars to put her face on gas pump stickers across Florida. The sticker with Fried’s image really did happen, but DeSantis’ number is way off — he overshoots by a factor of 400, at least. The most the state paid was about $5,000. The statement contains an element of truth but ignores critical facts that would give a different impression. We rate this claim Mostly False.",/factchecks/2021/jun/04/ron-desantis/sticker-shock-desantis-wrong-democrat-fried-spendi/
"['Corrections and Updates', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']","
Fauci’s emails didn’t ‘leak,’ they were obtained under federal law
","The Washington Post and BuzzFeed News both recently obtained and published emails to and from Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases and President Joe Biden’s chief medical adviser on COVID-19.  Some social media posts and news coverage have characterized the emails as ""leaked,"" but that’s wrong.  Both news organizations received them in response to Freedom of Information Act requests.   These posts were flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The 1967 law, often referred to as ""FOIA,"" is designed to let members of the public request access to federal records, including communications among government officials related to public matters. Federal agencies are required to disclose those records unless they fall under one of nine exemptions, such as information that is classified to protect national security.  Generally, anyone can make a FOIA request. In this case, it was BuzzFeed and the Post. A leak happens when someone who has worked in government, such as an employee or contractor, shares secret information with the public. Whether a leak is illegal depends on the information that’s leaked. It’s a crime, for example, to leak national defense secrets to help another country. Well-known examples of actual leaks: the documents published by Wikileaks that were leaked by U.S. Army intelligence analyst Chelsea Manning, and 1.5 million documents that were leaked to journalists by former NSA contractor Edward Snowden.    We rate claims that Fauci’s emails leaked False.",/factchecks/2021/jun/04/facebook-posts/faucis-emails-didnt-leak-they-were-obtained-under-/
"['Criminal Justice', 'Facebook Fact-checks', 'Viral image']","
An old photo of R. Kelly leaving jail is being shared online but the singer is still in custody
","The singer R. Kelly faces 22 federal criminal charges connected to allegations that he sexually abused 11 girls and women. Kelly, who denies the charges, has been incarcerated at the Metropolitan Correctional Center in Chicago.  An image that’s being shared on social media shows Kelly walking out of a facility with barbed-wire fences.  ""The GOAT is out!!"" one post that shared the photo on June 2 said, using emojis.  But the image is from 2019. This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) The photo shows Kelly leaving Cook County Jail in Chicago with attorney Steve Greenberg on March 9, 2019. He had been arrested for outstanding child support payments, and he was released after paying off the $161,000 he owed to his ex-wife, ABC News reported at the time.  Prison records show that Kelly, whose full name is Robert Sylvester Kelly, is 54 years old. According to the Federal Bureau of Prisons, a Robert Sylveste Kelly, age 54, was in custody at the Metropolitan Correctional Center in Chicago as of June 4. We don’t know why ""Sylvester"" is missing an R on the prison bureau’s website, but the register number listed there for Kelly matches what’s appeared in court filings and news coverage. We rate this post False.",/factchecks/2021/jun/04/viral-image/old-photo-r-kelly-leaving-jail-being-shared-online/
"['Congress', 'Elections', 'Facebook Fact-checks', 'Viral image']","
Claims that Pelosi, Schiff and Nadler are up for re-election this summer are wrong
","House Speaker Nancy Pelosi’s current term ends in 2023, which means she’s up for re-election in 2022. Same goes for another California Democrat, U.S. Rep. Adam Schiff, and Rep. Jerry Nadler, D-N.Y.  Which means that a screenshot of a TikTok video that says all three are up for re-election within the next two months is wrong.   ""In 38 days Pelosi and Schiff are up for reelection. Nadler up June 23,"" reads the screenshot posted on Facebook June 1. ""Drain the swamp, repost this.""  Posts that did repost this were flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) Pelosi has held her seat since 1987. She has yet to say whether she’s going to run again in 2022. We also didn’t find evidence that Schiff and Nadler have launched re-election campaigns. In February, Axios reported that Schiff has quietly lobbied California Gov. Gavin Newsom to appoint him as the state’s next attorney general.  What we do know: Claims that Pelosi, Schiff and Nadler are up for re-election this summer are False.",/factchecks/2021/jun/04/viral-image/claims-pelosi-schiff-and-nadler-are-re-election-su/
"['Facebook Fact-checks', 'Viral image']","
Photos show Tom Hanks in a movie, not after a health diagnosis
","Actor Tom Hanks makes regular cameos on PolitiFact’s website. Sometimes it’s because we’re debunking claims that he was arrested. Once, it was because someone wrongly said he had died. Now, two photos showing Hanks in a hospital bed with a shaved head and oxygen mask are spreading on social media.  ""Tom Hanks wife Rita exposed his condition after he was spotted in a bad state,"" a poorly punctuated Facebook post sharing a link with the photos says. ""Tom will spend the remainder of his life in and out of hospitals.""  The headline of the link says: ""Tom Hanks’s wife Rita announced his diagnosis and fans are broken.""  This post was flagged as part of Facebook’s efforts to combat false news and misinformation on its News Feed. (Read more about our partnership with Facebook.) First, those pictures are from the 1993 movie, ""Philadelphia,"" which starred Hanks as a gay man diagnosed with AIDS.   Second, when we clicked on the link in the Facebook post, the headline on the website Journey Ranger is not the same headline that appears on Facebook. The headline on the site says: ""Celebrities who have been living with hidden health conditions.""  The post on the site mentions Hanks among other actors and says that he ""revealed he had Type 2 diabetes in 2013."" His wife, actress Rita Wilson, is not mentioned.  Hanks, not Wilson, spoke publicly about his diagnosis for the first time in a 2013 interview with David Letterman. ""I went to the doctor, and he said, ‘You know those high blood sugar numbers you’ve been dealing with since you were 36? Well, you’ve graduated! You’ve got type 2 diabetes, young man,’"" Hanks said at the time.  He told Letterman that the disease is ""controllable."" In 2020, Hanks and Wilson were diagnosed with COVID-19, but we couldn’t find any evidence to support the claim that Wilson has recently revealed something tragic about her husband’s health.  We rate this post False.",/factchecks/2021/jun/04/viral-image/photos-show-tom-hanks-movie-not-after-health-diagn/
