tags,sub_header,text_body,quote_href
"['National', 'Energy', 'Sarah Palin']","
Palin exaggerates status, cost of pipeline
","
In the vice presidential debate, Gov. Sarah Palin repeated claims she has made from time to time  about a plan to build a natural gas pipeline in Alaska.
 
After arguing the wisdom of the chant, ""Drill, baby, drill"" — heard frequently at McCain-Palin rallies — she followed up with this:
 
""Even in my own energy-producing state we have billions of barrels of oil and hundreds of trillions of cubic feet of clean, green natural gas. And we're building a nearly $40-billion natural gas pipeline — which is North America's largest and most expensive infrastructure project ever — to flow those sources of energy into hungry markets.""
 
It certainly would be something to boast about if Alaska had started building a natural gas pipeline under Palin. The state has been trying to get a pipeline built from its natural gas-rich North Slope for some three decades.
 
But her claim is premature. We've scrutinized her claims on the pipeline before (see

our review of her claim about the cost here

 and

a look at the status of the project here

) and found them less than accurate.
 
Palin did spearhead a plan under which TransCanada Corp., a Canadian company, will get $500-million in state funds to design and seek approvals for the pipeline. But they are not obligated to build it. Financing and approvals are far from certain, and the company can back out even if those contingencies come through.
 
TransCanada does not anticipate construction beginning until at least 2015, and several experts we spoke to were skeptical that the company's plan would come to fruition.
 
""I'll believe it when I see it,"" said Sarah Ladislaw, a fellow specializing in Western Hemispheric energy issues at the Center for Strategic & International Studies.
 
Palin has repeatedly mischaracterized the agreement with TransCanada. In a news conference in Alaska on Aug. 1, 2008, she said the state never before had ""commitments to build this line. Now we do.""
 
In its news story the next day, the

Anchorage Daily News

wrote: ""That's incorrect. TransCanada has not promised to actually build the gas line, one of the state's grandest and most frustrated economic development dreams.""
 
Now what about Palin's claim that the pipeline would cost ""nearly $40-billion""? We're not sure where she got that figure — neither her office in Alaska nor the McCain campaign has ever returned our calls to tell us. TransCanada estimates the cost at $26-billion.
 
Yes, there could be cost overruns. But experts were skeptical the price could reach Palin's estimate.
 
Palin was certainly wrong that the pipeline would be the ""most expensive infrastructure project ever."" What we suspect she meant to say — and has said repeatedly in the past — is that it would be the most expensive

privately funded

infrastructure project ever.
 
But she's probably wrong on that count, too. We talked to several experts in pipelines and large-scale engineering projects, who said the only private infrastructure project on the scale of Palin's proposed pipeline was the Trans-Alaska Pipeline System, an oil pipeline also from the North Slope that is often referred to as the Alaska Pipeline. The Alaska Pipeline was completed in 1977 at a cost of $8-billion. In 2007 dollars that would be just over $27-billion, edging out Palin's proposed natural gas pipeline.
 
While there are plans on the drawing board to build a pipeline, and Palin moved them forward in certain respects as governor, her claim in the debate suggests construction is underway, when that's not true. And she overstated the estimated cost of the project. We find her claim to be False.
",/factchecks/2008/oct/03/sarah-palin/palin-exaggerates-status-cost-of-pipeline/
"['National', 'Iraq', 'Sarah Palin']","
McCain and Biden agree on military matters? Barely, not adamantly
","
During the vice presidential debate in St. Louis, Gov. Sarah Palin claimed that before the presidential campaign, Sen. Joe Biden agreed more with Sen. John McCain than with Sen. Barack Obama on military matters.
 
Her claim came during a discussion of the Iraq war.
 
""You're one who says, as so many politicians do, I was for it before I was against it or vice-versa,"" Palin said during the Oct. 2, 2008, debate. ""Americans are craving that straight talk and just want to know, hey, if you voted for it, tell us why you voted for it and it was a war resolution.
 
""And you had supported John McCain's military strategies pretty adamantly until this race and you had opposed very adamantly Barack Obama's military strategy, including cutting off funding for the troops — that attempt all through the primary.""
 
Palin was correct to say that both Biden and McCain voted to authorize the Iraq war in 2002, and voted for a military-funding bill that Obama opposed in 2007.
 
But was she right to state broadly that Biden ""supported McCain's military strategies pretty adamantly""?
 
First let's look closely at just how adamant Biden and McCain were about voting for the Iraq war resolution.
 
McCain was a strong supporter of granting Bush broad authority to invade pre-emptively. ""The president has spoken clearly of the threat Saddam Hussein's regime poses to America and the world today,"" he said in the Senate on Oct. 10, 2002, the day before the vote. ""In this new era, preventive action to target rogue regimes is not only imaginable but necessary ... In the new era we entered last September, warning of an attack before it happens is a luxury we cannot expect.""
 
By contrast, Biden was a reluctant supporter of the resolution.
 
Before it was approved, he and Sen. Richard Lugar, the Indiana Republican, offered an unsuccessful alternative resolution narrowing the goal of American military action to disarming Iraq of weapons of mass destruction, and emphasizing multinational support for any military action.
 
When Biden did vote for the resolution, he voiced misgivings.
 
""I find myself supporting this resolution but worried that supporting this resolution will get us into real trouble,"" he said in the Senate on Oct. 10, 2002. ""I hope we don't walk out of here with my voting for this final document and somebody six months from now or six years from now will say we have the right now to establish this new doctrine of pre-emption and go wherever we want anytime.""
 
So he did not support McCain's position on the war resolution ""pretty adamantly."" More like pretty reluctantly.
 
The other example to which Palin referred of Biden siding with McCain rather than Obama was their vote in favor of a military funding bill on May 24, 2007. Obama voted against the measure because it did not include a timetable for withdrawal from Iraq.
 
Here's what Biden said about his vote on CNN on May 27, 2007: ""I'm not going to use the troops as a pawn in this game...I've worked very hard...on getting these new mine-resistant vehicles into the field, which will cut casualties by two-thirds...We delay this funding, it kicks down the road another two to three months before these vehicles get on the road.""
 
That's pretty adamant.
 
But there's a major area of military strategy on which Biden and McCain have not agreed: the surge.
 
McCain pushed for an influx of troops to Iraq for several years before Bush finally adopted the strategy in early 2007. For that reason, it is the military strategy most closely associated with McCain.
 
But Biden spoke out against it forcefully.
 
On

Meet the Press

on Jan. 7, 2007, Biden said a surge would be ""a tragic mistake.""
 
In April 2007, he told the

Washington Post

the surge would not succeed. He even singled out McCain as misguided. ""Assume the surge worked, then what?"" he told the

Post

. ""Stay there forever?""
 
So Biden ""supported McCain's military strategies pretty adamantly,"" as Palin claimed, only when it came to military funding. He voted to authorize the war, but his reluctance stood in stark contrast to McCain's zeal. And he and McCain were utterly at odds on the surge. We find Palin's claim to be Barely True.
",/factchecks/2008/oct/03/sarah-palin/mccain-and-biden-agree-on-military-matters-barely-/
"['National', 'Foreign Policy', 'Joe Biden']","
McCain refused to commit
","
During the vice presidential debate in St. Louis, Joe Biden argued for a vigorous diplomacy and attacked John McCain's approach to foreign policy.
 
""John McCain said as recently as a couple of weeks ago he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now. I find that incredible,"" Biden said.
 
Biden was referring to an interview McCain gave with Radio Caracol in Miami on Sept. 17 in which McCain was asked if he would invite José Luis Rodríguez Zapatero, the Spanish prime minister, to the White House.
 
McCain's tangled and somewhat confused response prompted lots of criticism. Democrats said it illustrated reluctance by the Bush administration — and now McCain — to engage in diplomacy even with longtime allies.
 
Here's the relevant portion of the interview:
 
Q: Senator, finally, let’s talk about Spain. If you’re elected president, would you be willing to invite President José Luis Rodríguez Zapatero to the White House, to meet with you?
 
A: I would be willing to meet with those leaders who are our friends and want to work with us in a cooperative fashion. And by the way, President Calderón of Mexico is fighting a very, very tough fight against the drug cartels. I’m glad we’re now working in cooperation with the Mexican government on the Merida plan, and I intend to move forward with the relations and invite as many of them as I can of those leaders to the White House.
 
Q: Would that invitation be extended to the Zapatero government? To the president, itself?
 
A: Uh, I don’t, you know, honestly, I have to look at the relations and the situations and the priorities, but I can assure you: I will establish closer relations with our friends, and I will stand up  to those who want to do harm to the United States of America. I know how to do both.
 
Q: So, you have to wait and see if he’s willing to, to meet with you, or you be… able to do it? In the White House?
 
A: Well, again… I, I don’t… All I can tell you is that I have a clear record of working with leaders in the hemisphere that are friends with us, and standing up to those who are not, and that’s judged on the basis of the importance of our relationship with Latin America, and the entire region.
 
Q: OK, what about Europe? I’m talking about the President of Spain. Are you willing to meet with him, if you’re elected president?
 
A: I’m willing to meet with any leader who is dedicated to the same principles and philosophy that we are for human rights, democracy and freedom. And I will stand up to those that do not.
 
McCain's reluctance to meet with Zapatero was odd because Spain is a member of NATO and a longtime U.S. ally. The CIA World Factbook calls it ""a global champion of freedom."" The U.S. State Department says ""Spain and the United States have a long history of official relations and are closely associated in many fields.""
 
But it's worth noting that U.S.-Spain relations have suffered since Zapatero became prime minister in 2004 and withdrew Spanish troops that were helping the U.S. war in Iraq.
 
We listened to the McCain interview several times and got the impression that the senator was confused during the first few questions. The interviewer says Zapatero's name quickly and it seemed to us that McCain did not recognize the name. His answer suggests he is focused on other leaders from Latin America. But the interviewer seems to notice his confusion and reminds him ""OK, what about Europe? I’m talking about the president of Spain.""
 
But McCain's reply does not suggest that registered with him and he offers a more general reply about meeting with ""any leader who is dedicated to the same principles and philosophy that we are.""
 
We would have accepted a McCain-was-confused explanation for this one, but when the issue first came up during the campaign, the McCain campaign sent reporters a statement from foreign policy adviser Randy Scheunemann that said McCain's answer was intentional.
 
""The questioner asked several times about Senator McCain's willingness to meet Zapatero — and id'd him in the question so there is no doubt Senator McCain knew exactly to whom the question referred. Senator McCain refused to commit to a White House meeting with President Zapatero in this interview,"" Scheunemann said in an e-mail sent to the

Washington Post

and CNN.
 
Scheunemann said that if elected, McCain ""will meet with a wide range of allies in a wide variety of venues but is not going to spell out scheduling and meeting location specifics in advance.""
 
To us, McCain seemed confused. But Scheunemann's statement is adamant that McCain knew the subject was Spain. As a result, his comment that ""I have to look at the relations and the situations and the priorities"" indicates at least some doubt about U.S.-Spanish relations.
 
Which bring us back to Biden's statement. Biden said, ""John McCain said as recently as a couple of weeks ago he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now."" Our reading of the interview is that McCain won't commit himself in advance to meeting or not meeting with the government of Spain. That's very different from refusing to meet with Spain.
 
Biden could have criticized McCain for that noncommittal stance and been more accurate. But instead Biden took it a step further and said McCain refused outright to meet with Spain. We rate Biden's statement Barely True.
",/factchecks/2008/oct/02/joe-biden/mccain-refused-to-commit/
"['National', 'Health Care', 'Sarah Palin']","
Obama's plan does not call for government-run health care
","
At the vice presidential debate in St. Louis, Sarah Palin defended John McCain's health care plan and criticized Barack Obama's.
 
Obama has a plan ""to mandate health care coverage and have a universal government-run program,"" Palin said. ""And unless you're pleased with the way the federal government has been running anything lately, I don't think that it's going to be real pleasing for Americans to consider health care being taken over by the feds.""
 
Problem is, Obama's plan keeps the free-market health care system intact, particularly employer-based insurance. It is not a goverment-run program and is very different from the health care systems run by the government in some European countries.
 
Obama's plan essentially takes the health care system as it is today and seeks to expand it to the uninsured. The plan increases eligibility for the poor and children to enroll in initiatives like Medicaid and the State Children’s Health Insurance Program. It also creates pools for individuals to buy their own cheaper insurance. And it outlines several strategies aimed at reining in costs for everyone, such as streamlining medical record-keeping and emphasizing preventive care.
 
Obama's plan does not mandate coverage, except for children. Obama said often during the Democratic primary campaign that he did not include a mandate for adults so as not to penalize people with modest incomes.
 
His reasoning for not including a mandate for adults was this: If premiums don’t drop enough after his reforms are implemented, people will still be unable to afford insurance. If a law mandates they buy it anyway, they probably won’t. Obama’s argument is that if you then fine them, you’re essentially punishing the poor — and they will still be uninsured. Obama said he hopes his plan will lower costs enough that many of the estimated 47-million uninsured will sign up without a mandate, and a mandate will come later.
 
Obama has said he would like it to be universal, in that everyone has health care coverage.
 
So Palin is mostly wrong about Obama's plan having a mandate; it only has one for children. He would like it to be universal at some point. She also emphasized that Obama proposes government-run health care, a statement that is completely inaccurate. Taking all that together, we rate her statement Barely True.
",/factchecks/2008/oct/02/sarah-palin/obamas-plan-does-not-call-for-government-run-healt/
"['National', 'Taxes', 'Joe Biden']","
McCain's tax plan doesn't ignore middle class
","
 
In the much-anticipated vice presidential debate, Sen. Joe Biden and Alaska Gov. Sarah Palin sparred  over distribution of the tax burden under the tax plans proposed by the top of their tickets.
 
Biden picked up a refrain hammered by his running mate, Sen. Barack Obama, saying that Obama’s plan would provide more relief for the middle class. Biden would have been on solid footing had he stopped there, but he went one step further, claiming Sen. John McCain’s plan has nothing for the middle class.
 
""The economic engine of America is middle class,"" Biden said. ""It’s the people listening to this broadcast. When you do well, America does well. Even the wealthy do well. This is not punitive. John wants to add $300-million, billion in new tax cuts per year for corporate America and the very wealthy while giving virtually nothing to the middle class. We have a different value set. The middle class is the economic engine. It’s fair. They deserve the tax breaks, not the superwealthy who are doing pretty well. They don’t need any more tax breaks.""
 
Though independent analyses of the income tax provisions have generally concluded McCain’s plan would most benefit wealthy Americans, his plan does have provisions that would help individuals with lower household incomes.
 
Chief among these is a proposed increase to the exemption taxpayers may claim for each dependent — currently $3,500 — by $500 each year beginning in 2010 until it would reach $7,000 in 2016, after which it would be indexed for inflation. Under the McCain plan, married couples that file a joint return reporting adjusted gross income of $50,000 or less would be eligible for the $7,000 exemption immediately. So clearly, middle- and lower-income households with children would receive above-average tax cuts.
 
McCain also would raise and index for inflation the threshold for the alternative minimum tax, or AMT, a separate income tax that was intended to ensure that people did not use loopholes to avoid paying taxes but that has been ensnaring more and more middle-income Americans. Congress in recent years has extended the AMT exemption for a year or two at a time so that large numbers of taxpayers don’t become subject to the tax.
 
Congress is almost certain to enact another temporary ""patch"" covering the 2008 tax year. But McCain would permanently extend the AMT exemption, index it for inflation and allow individuals to claim personal nonrefundable credits against the AMT. How much this would help middle-class families largely depends on how you define middle class. The Tax Policy Center says it would primarily benefit more affluent households in the 80th to 95th percentile of income — those earning between $111,645 and $226,918 in 2008 dollars, were McCain’s plan to be fully phased in next year. Still, households with more modest means would not be subjected to the AMT under McCain’s proposal.
 
McCain would also extend President Bush’s 2001 and 2003 tax cuts, currently set to expire at the end of 2010. Those cuts collectively reduced top marginal tax rates on individuals’ incomes, cut the rates on capital gains and dividends, expanded the child tax credit and reduced taxes on married couples compared to singles.
 
The Tax Policy Center says McCain’s policy proposals collectively would reduce the tax exposure of 60 percent of all American households, though fewer than half of those making between $18,981 and $37,595.
 
But for the middle 20 percent of taxpayers — people making between $37,595 and $66,354 — here’s how the Tax Policy Center sees the respective tax plans shake out: Under McCain’s plan, their tax bill would go down by $325 in 2009, on average, and $1,118 under Obama’s plan. If you look down the road to 2012, those in the middle quintile would see tax cuts of $1,441 under McCain’s plan and $2,197 under Obama’s.
 
The analysis backs up Obama’s broad contention that McCain’s tax policy is weighted to give the largest benefit to higher-income taxpayers. However, it’s wrong to say McCain’s plan would provide no relief to middle-class Americans. Its more generous exemption for dependents and lower tax rates would cut across income levels and reduce or eliminate many taxpayers’ AMT exposure. For this reason, we rule the Biden’s comment Barely True.
",/factchecks/2008/oct/02/joe-biden/mccains-tax-plan-doesnt-ignore-middle-class/
"['National', 'Candidate Biography', 'Sarah Palin']","
Biden's words haunt him
","
Trying to challenge Sen. Barack Obama’s preparedness to be president, Gov. Sarah Palin used Sen. Joe Biden’s own words against him.
 
As Biden and Palin debated records on Iraq during the St. Louis debate, Palin noted, “You also said that Barack Obama was not ready to be commander in chief.”
 
Indeed Biden did. In an Aug. 19, 2007, debate among Democratic hopefuls, moderator George Stephanopoulos pressed Biden whether he stood by a recent quote that Obama was “not ready” to be president.
 
Biden said he stood by it.
 
It’s worth noting that in May 2008, Biden changed his tune. “He’s learned a hell of a lot,” Biden said.
 
Still, he said what he said. Based on those first comments, Palin’s assessment is True.
",/factchecks/2008/oct/02/sarah-palin/bidens-words-haunt-him/
"['National', 'Candidate Biography', 'Sarah Palin']","
Yup, Obama votes with the D's
","
In the vice presidential debate in St. Louis, Republican Gov. Sarah Palin tried to take a hammer to Democratic presidential nominee Barack Obama’s postpartisan campaign tack.
 
“Now, Barack Obama, of course, he’s pretty much only voted along his party lines. In fact, 96 percent of his votes have been solely along party line,” Palin said, questioning whether he could reduce polarization in Washington.
 
In fact, Obama — who joined the Senate in 2005 — has voted with his party 96 percent of the time, according to a study by

Congressional Quarterly

. CQ’s calculation of party unity measures how often members vote with their party on bills where the parties split. By comparison, rival Sen. John McCain has voted with his fellow Republicans at an 81 percent clip over the entire Bush presidency.
 
But as PolitiFact has reported

before

, voting studies can be skewed depending on a lot of factors, such as attendance, the roll-call votes picked and the issues that arise during the course of the year. Some congressional sessions may have more head-to-head party line votes than others.
 
Examining votes that matched the position of President Bush — the titular head of the GOP — shows McCain has supported him 90 percent of the time, while Obama has gone along 40 percent, CQ found.
 
But the question here is if it's true that Obama voted along party lines 96 percent of the time, and that claim is True.
",/factchecks/2008/oct/02/sarah-palin/yup-obama-votes-with-the-ds/
"['National', 'Economy', 'Joe Biden']","
Biden more or less right on McCain's subprime surprise
","
On two occasions in the vice presidential debate, Sen. Joe Biden alleged that Sen. John McCain said some time ago that the mortgage crisis had taken him by surprise.
 
""Two years ago Barack Obama warned about the subprime mortgage crisis,"" Biden said early in the Oct. 2, 2008, debate. ""John McCain said shortly after that in December he was surprised there was a subprime mortgage problem.""
 
Then a few minutes later Biden said: ""John McCain said as early as last December, quote – I'm paraphrasing – 'I'm surprised about this subprime mortgage crisis.'""
 
This was likely an attempt to mute McCain and Gov. Sarah Palin's recent touting of McCain's advocacy in 2006 for stricter oversight of Fannie Mae and Freddie Mac, the federally sponsored mortgage companies. McCain has cited that position to suggest he saw the mortgage crisis coming. (Indeed McCain did support more oversight of Fannie and Freddie, as we reported

here

.)
 
But is it true that McCain said he was ""surprised"" at the mortgage crisis?
 
We believe Biden was referring to McCain's remarks in

this interview

with the editorial board of the

Keene Sentinel

, a newspaper in New Hampshire, on Nov. 4, 2007.
 
Turning to the subject of the mortgage crisis, one of the journalists asked him: ""The dimension of this problem may be surprising to a lot of people, but to many people, many others, there were feelings that there was something amiss, something was going too fast, something was a little too hot, going back several years. Were you one of them? Or, you're a busy guy, you're looking at a lot of things, maybe subprime mortgages wasn't something you focused on every day. Were you surprised?""
 
McCain: ""Yeah. And I was surprised at the dot-com collapse, and I was surprised at other times in our history – I don't know if 'surprised' is the word, but –""
 
Question: ""S&L's?""
 
McCain: ""Yeah the S&L –""
 
Question: ""Is this bigger than that?""
 
McCain: ""You know, I don't know the dimensions of this. It's hard to know what the dimensions of it are. As I say, I never thought I'd pick up the paper and see a city in Norway somehow dramatically impacted by it. When I say 'surprised,' uh, I'm not surprised when in capitalist systems that there's greed and excess. I think it was Teddy Roosevelt who said unfettered capitalism leads to corruption or something like that...""
 
McCain went on to say that a handful of people, including an adviser of his, Doug Holtz-Eakin, did sense something amiss in the economy. But he concluded with this: ""I'd like to tell you I did anticipate it, but I have to give you straight talk, I did not.""
 
So yes, McCain said the mortgage crisis surprised him. And he concluded by acknowledging flat-out that he did not anticipate the crisis. So there is certainly truth to Biden's accusation.
 
But McCain also said he didn't know if 'surprised' was the word. And he issued a blanket caveat about how greed and excess among capitalists never surprised him. So the context undermines Biden's claim a bit. (Not to mention that Biden flubbed the month that McCain made his comments.) We give Biden a Mostly True.
",/factchecks/2008/oct/02/joe-biden/biden-more-or-less-right-on-mccains-subprime-surpr/
"['National', 'Energy', 'John McCain']","
A clean hit? Not quite
","
""Clean coal,"" the promising yet distant ideal of burning coal for electricity without releasing harmful pollution, appeals to just about everybody.
 
Yet a new radio advertisement by Sen. John McCain's campaign, targeted to the coal-rich states of Colorado, Ohio, Pennsylvania and Virginia, alleges that Sen. Barack Obama opposes it.
 
""Clean coal is important to America. And to Colorado/Ohio/Pennsylvania/Virginia,"" the ad says, tailoring the narration to the state. ""For [residents of that state], coal means thousands of jobs. Economic growth. More affordable electricity. For America, coal means energy independence. And clean coal means cleaner air. But Obama-Biden and their liberal allies oppose clean coal. Listen to Joe Biden.""
 
The ad then replays part of 



an exchange

between Biden and a voter on a rope line in Maumee, Ohio, in on Sept. 17, 2008:
 
""Senator, wind and solar are flourishing here in Ohio, so why are you supporting clean coal?"" the voter asked.
 
""We're not supporting clean coal,"" Biden replied. ""Guess what, China is building two every week, two dirty coal plants, and it's polluting the United States, it's causing people to die.""
 
He touted his record on supporting solar energy and fighting global warming, then continued:
 
""But guess what, China's going to burn 300 years of bad coal unless we figure out how to clean their coal up, because it's going to ruin your lungs, and there's nothing we can do about it. No coal plants here in America. Build them if they're going to build them over there. Make them clean, because they're killing you.""
 
The phrase ""clean coal"" refers to a number of technologies, some in use and others early in the development stage, which would allow the burning of coal for energy without the harmful pollution that coal-fired power plants currently emit. Chief among them is ""carbon sequestration,"" a process by which the greenhouse gas carbon dioxide would be captured and injected underground or into the ocean, where it would not contribute to global warming. That is at least a decade or two away.
 
Strictly speaking, Biden's comments in Maumee were not evidence that he ""oppose[s] clean coal,"" as the ad claims – rather they suggest he opposes clean coal plants in the United States, but supports the idea of developing the technology here and providing it to China.
 
In fact, Biden himself has voiced support for clean coal, calling for ""carbon capture and sequestration technologies that will allow us to use coal cleanly"" in the



energy plan

he released during his presidential campaign in the autumn of 2007.
 
In a



statement

, Obama campaign spokesman David Wade explained Biden's comments this way: ""Senator Biden's point is that China is building coal plants with outdated technology every day, and the United States needs to lead by developing clean coal technologies.""
 
Moreover, Biden's remarks are far outweighed by the many instances in which Obama has spoken out in favor of clean coal, as our fellow fact-checkers at FactCheck.org



 pointed out recently

.
 
Here's Obama in his acceptance speech at the Democratic National Convention in Denver on Aug. 28, 2008: ""As president, I will tap our natural gas reserves, invest in clean coal technology, and find ways to safely harness nuclear power.""
 
Here he is in Detroit, Mich., on May 7, 2007: ""We'll also need to find a way to use coal – America's most abundant fossil fuel – without adding harmful greenhouse gases to the environment.""
 
If there were any doubt that Obama supports the development of clean-coal plants in the United States specifically, the energy plan on his Web site makes that explicit: ""Barack Obama and Joe Biden will...develop and deploy clean coal technology. Carbon capture and storage technologies hold enormous potential to reduce our greenhouse gas emissions as we power our economy with domestically produced and secure energy...Barack Obama and Joe Biden will instruct DOE (the Department of Energy) to enter into public private partnerships to develop “first-of-a-kind” commercial scale coal-fired plants with carbon capture and sequestration.""
 
So no, Obama and his ""liberal allies"" do not oppose clean coal. Nor does Biden, unless you interpret comments he made off the cuff on a rope line overly broadly, and give them more credence than the energy plan he developed during his presidential campaign. We find McCain's claim to be False.
",/factchecks/2008/oct/01/john-mccain/a-clean-hit-not-quite/
"['Environment', 'National', 'Defenders of Wildlife Action Fund']","
Palin supports aerial shooting, for a reason
","
Produced by the political arm of the Defenders of Wildlife Action, a new television ad takes aim at Sarah Palin’s position on wildlife issues. The minute-long video starts by juxtaposing Palin’s darkened picture with majestic images of a bear and a wolf, while an announcer talks about her support for an aerial predator-control program.
 
""The more voters learn about Sarah Palin, the less there is to like. As Alaska governor, Sarah Palin actively promotes the brutal and unethical aerial hunting of wolves and other wildlife,"" the narrator says.
 
""Using a low-flying plane, they kill in winter, when there is no way to escape. Riddled with gunshots, biting at their backs in agony, they die a brutal death. And Palin even encouraged the cruelty by proposing a $150 bounty for the severed foreleg of each killed wolf. And then introduced a bill to make the killing easier,"" the narrator says. ""Do we really want a vice president who champions such savagery?""
 
The ad shows grisly video footage: low-flying aircraft with gunners leaning out the door shooting wolves and bears from the air. The plane later lands and the shooter finalizes the kill. In one picture, a wolf’s carcass hangs from one of the plane’s wing braces.
 
For this item, we'll focus on the claim that Palin promotes ""aerial hunting of wolves and other wildlife.""
 
Palin’s record on the issue is actually quite clear. As a candidate, and as governor, the Republican has endorsed wildlife management practices that include the controversial use of airplanes to thin out predator populations.
 
But in Alaska, frontier politics look different than they do in the Lower 48. Alaska has vast populations of wolves, bears, caribou and moose, and sportsmen who hunt and sometimes live off those species.
 
“If I am elected, I don’t want you to be surprised that I am a proponent of predator control in order to build those populations of moose and caribou,” Palin said, according to news reports from a gubernatorial debate in 2006.
 
Alaska state officials take issue with the use of the phrase “aerial hunting,” preferring “aerial shooting.”
 
“The predator-control program that we do — that isn’t hunting and we never claimed it is,” said Tim Barry, spokesman for the Alaska Department of Fish & Game. “It deliberately gives hunters an unfair advantage. That’s what we want.”
 
It’s tougher to assess the ad’s subjective assessment that such practices are “brutal and unethical,” though many wildlife groups would agree. Defenders of Wildlife has filed lawsuits challenging Alaska’s wildlife management practices. President Rodger Schlickeisen said his group takes the view that any killing of animals, outside of a biological emergency, is unwarranted. In September 2007, more than 120 scientists signed a letter to Palin that questioned the biological basis for the state’s intensive predator management.
 
Aerial hunting has been banned since 1972 in every state but Alaska, which gets around the federal law by claiming that predator population control is more important.
 
The ad is missing an important note of context. Unlike other areas around the United States where wolf populations are smaller, Alaska officials count between 7,000 and 11,000 in the state. Wolf populations are managed in five parts of the state as part of a program that began in 2003 under former Gov. Frank Murkowski.
 
In 2007, Palin’s administration proposed enhancements to encourage hunters to kill more wolves when it became clear that not enough wolves were being taken out of the population to meet the state’s goal for the year. Palin’s office announced a plan to pay hunters $150 for each wolf killed with the money to be paid when hunters turned in the left foreleg of dead wolves to state biologists. The program was axed by a judge who ruled it an improper bounty on wildlife.
 
“I have said many times that my administration is committed to management of game for abundance, and to a proactive, science-based predator management program where appropriate,” the governor said in a news release at the time.
 
We find her actions are adequate to support the statement that she promotes aerial shooting. But the environmental group’s categorization of the program is debatable and not putting it within the context of a state predator management program is a bit misleading. We find the claim is True.
",/factchecks/2008/oct/01/defenders-wildlife-action-fund-defenders-wildlife-/palin-supports-aerial-shooting-for-a-reason/
