name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Bob Corker
",/personalities/bob-corker/,"
stated on August 18, 2012 in in a story in the Chattanooga Times-Free Press:
","
""We have only one person on the (TVA) board, to my knowledge, who even has any corporate board experience.""
",/factchecks/2012/aug/26/bob-corker/sen-bob-corker-says-tva-board-directors-has-only-o/,mostly-true,"
By Tom Humphrey • August 26, 2012
"
"
Sheldon Whitehouse
",/personalities/sheldon-whitehouse/,"
stated on August 15, 2012 in a news release:
","
""For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.""
",/factchecks/2012/aug/26/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-proposal-would-keep/,mostly-true,"
By C. Eugene Emery Jr. • August 26, 2012
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on August 18, 2012 in a speech at Windham High School in New Hampshire:
","
""His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.""
",/factchecks/2012/aug/24/barack-obama/barack-obama-says-paul-ryan-tax-plan-would-have-el/,mostly-true,"
By Jake Berry • August 24, 2012
"
"
Paul Ryan
",/personalities/paul-ryan/,"
stated on August 18, 2012 in a campaign stop at The Villages:
","
The Romney-Ryan plan for Medicare ""does not affect"" benefits for anyone 55 or older.
",/factchecks/2012/aug/24/paul-ryan/paul-ryan-says-his-plan-would-not-affect-current-m/,half-true,"
By Katie Sanders • August 24, 2012
"
"
Special Operations OPSEC Education Fund
",/personalities/special-operations-opsec-education-fund/,"
stated on August 15, 2012 in a Web video:
","
The Obama administration ""willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.""
",/factchecks/2012/aug/24/special-operations-opsec-education-fund/group-says-obama-administration-willfully-leaked-e/,half-true,"
By Jon Greenberg • August 24, 2012
"
"
Billboard
",/personalities/billboard/,"
stated on July 23, 2012 in a billboard:
","
The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies
",/factchecks/2012/aug/24/billboard/billboard-blames-obama-high-gas-prices/,barely-true,"
By James B. Nelson • August 24, 2012
"
"
Sonji Jacobs
",/personalities/sonji-jacobs/,"
stated on August 10, 2012:
","
Initial efforts to strip airport contractors of their special diversity status ""has no effect"" on the contracts or the city’s diversity goals.
",/factchecks/2012/aug/24/sonji-jacobs/efforts-strip-airport-contractors-diversity-status/,true,"
By Willoughby Mariano • August 24, 2012
"
"
Jim Renacci
",/personalities/jim-renacci/,"
stated on August 15, 2012 in a campaign email:
","
Says Betty Sutton and House Democrats ""gutted"" Medicare by $741 billion to pay for Obamacare.
",/factchecks/2012/aug/24/jim-renacci/jim-renacci-says-betty-sutton-democrats-gutted-med/,barely-true,"
By Tom Feran • August 24, 2012
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on August 17, 2012 in a campaign commercial:
","
Paul Ryan’s Medicare plan ""could raise future retirees’ costs more than $6,000.""
",/factchecks/2012/aug/23/barack-obama/barack-obama-ad-says-paul-ryans-medicare-plan-coul/,half-true,"
By Louis Jacobson • August 23, 2012
"
"
Nick Fish
",/personalities/nick-fish/,"
stated on August 16, 2012 in a statement.:
","
Says ""cities save an estimated $38 in dental costs for every $1 invested in fluoridation.""
",/factchecks/2012/aug/23/nick-fish/do-cities-really-save-38-every-1-they-spend-fluori/,mostly-true,"
By Ian K. Kullgren • August 23, 2012
"
